Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.0435	0.004801	-0.001317	0.076744	0.000222	0.002837	-0.061505	-0.006276	-0.007708
0.044	0.025657	0.00011	0.011178	0.00225	0.005536	-0.135786	-0.010959	-0.008103
0.0445	0.035209	0.000912	-0.036559	0.002991	0.006561	-0.135921	-0.010554	-0.009653
0.045	0.020278	0.001547	-0.056757	0.003171	0.00496	-0.087359	-0.007274	-0.010298
0.0455	-0.008968	0.002506	-0.055551	0.002809	0.003782	-0.036584	-0.003139	-0.010031
0.046	-0.026409	0.003095	-0.043258	0.00202	0.00588	9.4e-05	0.001472	-0.009858
0.0465	-0.020975	0.003163	-0.022805	0.001531	0.009557	0.026307	0.00574	-0.0096
0.047	-0.006961	0.004038	0.013333	0.001975	0.010436	0.039929	0.009153	-0.009312
0.0475	0.001172	0.005207	0.072298	0.004334	0.006822	0.039978	0.012237	-0.009566
0.048	0.006948	0.004758	0.144383	0.00783	0.00145	0.037451	0.013881	-0.010122
0.0485	0.01719	0.003224	0.199758	0.007513	-0.002049	0.041835	0.01226	-0.011123
0.049	0.026885	0.001753	0.209828	0.002195	-0.002696	0.046691	0.00875	-0.012494
0.0495	0.028871	0.000239	0.174452	-0.001548	-0.001842	0.039672	0.00672	-0.012631
0.05	0.026008	-0.001075	0.119698	0.000555	-0.001852	0.021752	0.007823	-0.011252
0.0505	0.02528	-0.001837	0.068883	0.006182	-0.003734	0.007772	0.010716	-0.010424
0.051	0.026916	-0.002513	0.025976	0.011986	-0.005413	0.009485	0.012603	-0.011241
0.0515	0.025643	-0.003735	-0.013315	0.017493	-0.005331	0.023285	0.012137	-0.012127
0.052	0.019735	-0.005049	-0.048422	0.023021	-0.005204	0.036294	0.010254	-0.011718
0.0525	0.012884	-0.004872	-0.077785	0.025661	-0.006598	0.04172	0.008891	-0.011112
0.053	0.008787	-0.002062	-0.103155	0.022855	-0.007749	0.042539	0.009993	-0.011212
0.0535	0.008522	0.002396	-0.123323	0.016832	-0.006532	0.041323	0.014073	-0.011022
0.054	0.010501	0.005536	-0.132889	0.010063	-0.004494	0.036987	0.01808	-0.009865
0.0545	0.009386	0.005802	-0.131255	0.003053	-0.004178	0.030627	0.017154	-0.008323
0.055	-0.003595	0.005227	-0.125477	-0.00192	-0.005161	0.022255	0.011312	-0.006814
0.0555	-0.032762	0.006115	-0.119625	-0.003951	-0.005181	0.005949	0.006106	-0.005719
0.056	-0.065421	0.007316	-0.107353	-0.007705	-0.00294	-0.020419	0.004939	-0.005742
0.0565	-0.077119	0.006321	-0.080505	-0.016024	-0.000104	-0.047492	0.005196	-0.005695
0.057	-0.058008	0.003704	-0.039169	-0.025195	0.000707	-0.06612	0.00237	-0.003991
0.0575	-0.025256	0.0018	0.009323	-0.032066	0.000198	-0.079893	-0.003474	-0.001771
0.058	-0.003553	0.000235	0.052534	-0.038031	0.000853	-0.096052	-0.007694	0.000225
0.0585	0.000647	-0.002356	0.074824	-0.044826	0.002606	-0.108143	-0.007434	0.00267
0.059	-0.000915	-0.00448	0.068877	-0.050102	0.004125	-0.098816	-0.004461	0.004519
0.0595	0.000334	-0.005056	0.045559	-0.04862	0.005707	-0.060895	-0.00206	0.004475
0.06	0.001235	-0.005992	0.023803	-0.038611	0.007091	-0.007369	-0.000943	0.003587
0.0605	-0.001554	-0.007838	0.01168	-0.024321	0.006823	0.041538	0.000184	0.00293
0.061	-0.005351	-0.008721	0.003198	-0.01077	0.005323	0.07379	0.001103	0.002174
0.0615	-0.006734	-0.007633	-0.010256	-0.000687	0.004319	0.088244	0.000779	0.002218
0.062	-0.00413	-0.004971	-0.028598	0.002398	0.004692	0.091146	1.5e-05	0.003406
0.0625	0.001563	-0.002152	-0.039185	-0.00275	0.005217	0.089307	0.000574	0.004057
0.063	0.006008	-0.000563	-0.032845	-0.010791	0.004033	0.082356	0.00345	0.004216
0.0635	0.00648	0.000521	-0.028876	-0.017772	0.002575	0.067003	0.007521	0.004173
0.064	0.005647	0.002285	-0.055085	-0.024054	0.002882	0.047832	0.008824	0.003695
0.0645	0.00716	0.00376	-0.087558	-0.026869	0.003148	0.035119	0.005006	0.005101
0.065	0.011561	0.003965	-0.056967	-0.021096	0.00147	0.03256	-0.001295	0.009047
0.0655	0.016453	0.003938	0.05139	-0.005483	-0.000252	0.031361	-0.006668	0.011569
0.066	0.019097	0.004098	0.154805	0.017309	0.000334	0.017384	-0.009726	0.010553
0.0665	0.01928	0.003147	0.1746	0.042801	0.001938	-0.012704	-0.010501	0.009382
0.067	0.018374	0.000562	0.129942	0.063653	0.00147	-0.042592	-0.010321	0.010519
0.0675	0.017908	-0.002811	0.084001	0.074507	-0.001243	-0.051929	-0.009992	0.011308
0.068	0.020271	-0.004621	0.048963	0.077495	-0.003098	-0.038675	-0.008803	0.009705
0.0685	0.02621	-0.002373	-8.7e-05	0.075187	-0.002414	-0.01716	-0.006196	0.007642
0.069	0.032543	0.001935	-0.052865	0.066866	-0.00171	0.000449	-0.003502	0.007234
0.0695	0.035465	0.003639	-0.060029	0.053338	-0.004461	0.013256	-0.002766	0.008201
0.07	0.034067	0.0018	0.003614	0.037874	-0.010001	0.023411	-0.003923	0.00937
0.0705	0.029945	-0.001107	0.102064	0.025581	-0.012919	0.026091	-0.005712	0.010564
0.071	0.024556	-0.00258	0.167971	0.020784	-0.009613	0.016433	-0.007705	0.012172
0.0715	0.018617	-0.002379	0.156599	0.021963	-0.004472	0.000688	-0.009264	0.013353
0.0720000000000001	0.013619	-0.002705	0.07328	0.022574	-0.003542	-0.009373	-0.008722	0.011521
0.0725000000000001	0.010178	-0.004371	-0.036353	0.017989	-0.004842	-0.009239	-0.005275	0.006575
0.0730000000000001	0.007397	-0.005431	-0.118058	0.008768	-0.003453	-0.004772	-0.001248	0.003133
0.0735000000000001	0.005196	-0.004623	-0.142331	-0.001875	-0.001259	-0.006076	-0.000511	0.003833
0.0740000000000001	0.001665	-0.002698	-0.118309	-0.010563	-0.002882	-0.019108	-0.004005	0.005485
0.0745000000000001	-0.007777	-0.000649	-0.077503	-0.016696	-0.00674	-0.04239	-0.008715	0.004451
0.0750000000000001	-0.021671	0.000756	-0.044998	-0.021255	-0.008141	-0.069236	-0.011252	0.002321
0.0755000000000001	-0.027443	0.000945	-0.026503	-0.022291	-0.006656	-0.086982	-0.010454	0.003739
0.0760000000000001	-0.013659	0.000896	-0.016552	-0.018761	-0.004365	-0.080895	-0.006802	0.007756
0.0765000000000001	0.01208	0.002433	-0.011328	-0.013678	-0.002366	-0.05122	-0.002043	0.008397
0.0770000000000001	0.028924	0.004879	-0.013272	-0.009526	-0.001699	-0.018672	0.001689	0.005461
0.0775000000000001	0.028026	0.005764	-0.026087	-0.007261	-0.002463	-0.004225	0.003784	0.00388
0.0780000000000001	0.019316	0.004745	-0.045577	-0.008285	-0.002923	-0.009234	0.004314	0.004217
0.0785000000000001	0.015044	0.002542	-0.059669	-0.012541	-0.002413	-0.018299	0.00336	0.003796
0.0790000000000001	0.020082	-0.000538	-0.06168	-0.016806	-0.00173	-0.019213	0.002996	0.002395
0.0795000000000001	0.036475	-0.002539	-0.057247	-0.01876	-0.000527	-0.013801	0.005618	0.000813
0.0800000000000001	0.063095	-0.002216	-0.054652	-0.018777	0.001933	-0.008559	0.00989	-0.000759
0.0805000000000001	0.087641	-0.001372	-0.05628	-0.016873	0.004656	-0.005461	0.01238	-0.001693
0.0810000000000001	0.088661	-0.000917	-0.061161	-0.014715	0.005814	-0.002827	0.011376	-0.002711
0.0815000000000001	0.053822	1.7e-05	-0.068217	-0.014452	0.005319	-0.000967	0.007855	-0.005319
0.0820000000000001	-0.002336	0.000966	-0.07493	-0.013386	0.004987	-0.005115	0.005353	-0.007422
0.0825000000000001	-0.045974	0.000538	-0.077129	-0.009513	0.005525	-0.017669	0.006061	-0.006395
0.0830000000000001	-0.056016	-0.001181	-0.074379	-0.006712	0.006142	-0.032675	0.007736	-0.005092
0.0835000000000001	-0.043728	-0.002614	-0.073525	-0.007709	0.006392	-0.042312	0.008113	-0.007256
0.0840000000000001	-0.034552	-0.002628	-0.079895	-0.009845	0.005901	-0.042889	0.00743	-0.011039
0.0845000000000001	-0.036338	-0.001071	-0.086297	-0.010131	0.005225	-0.035296	0.005629	-0.012448
0.0850000000000001	-0.036332	0.001403	-0.074386	-0.008294	0.005779	-0.022125	0.002349	-0.0107
0.0855000000000001	-0.028279	0.003261	-0.025684	-0.005289	0.006482	-0.003906	-0.000869	-0.008597
0.0860000000000001	-0.027573	0.003699	0.059069	-0.001933	0.005206	0.017266	-0.001777	-0.008594
0.0865000000000001	-0.05107	0.003675	0.14575	0.000733	0.002874	0.032335	-0.000647	-0.008979
0.0870000000000001	-0.088935	0.004515	0.18947	0.000878	0.001896	0.032607	0.000249	-0.007766
0.0875000000000001	-0.109067	0.00561	0.17987	-0.000835	0.002613	0.020382	-0.000213	-0.0061
0.0880000000000001	-0.091131	0.005143	0.147418	-0.001434	0.002939	0.008134	-0.001536	-0.004676
0.0885000000000001	-0.045532	0.004026	0.11866	-0.002404	0.001306	0.008743	-0.003284	-0.002949
0.0890000000000001	0.001701	0.004921	0.088417	-0.007683	-0.001438	0.024118	-0.005786	-0.000983
0.0895000000000001	0.030012	0.006941	0.04756	-0.015745	-0.003593	0.043488	-0.008688	0.000639
0.0900000000000001	0.030866	0.006115	0.01015	-0.021426	-0.003973	0.054654	-0.009797	0.00159
0.0905000000000001	0.010624	0.001893	-0.006113	-0.022098	-0.002931	0.053559	-0.00774	0.002272
0.0910000000000001	-0.009606	-0.001443	-0.004966	-0.018565	-0.002068	0.042946	-0.004532	0.002892
0.0915000000000001	-0.011853	-0.001416	-0.000378	-0.013241	-0.001816	0.028028	-0.002564	0.003054
0.0920000000000001	-0.00101	-0.000249	0.003648	-0.008869	-0.001577	0.015161	-0.001075	0.002248
0.0925000000000001	0.003837	-0.000688	0.010112	-0.006308	-0.001107	0.007576	0.001184	0.001025
0.0930000000000001	-0.004522	-0.002665	0.018034	-0.003722	0.000179	0.001641	0.002509	0.001173
0.0935000000000001	-0.013573	-0.004462	0.024016	7.7e-05	0.002637	-0.006624	0.001477	0.002084
0.0940000000000001	-0.008267	-0.005466	0.029355	0.004903	0.004829	-0.014867	0.000502	0.001758
0.0945000000000001	0.010436	-0.005892	0.036783	0.010832	0.004996	-0.018924	0.002493	0.001732
0.0950000000000001	0.023439	-0.00565	0.042143	0.015922	0.003022	-0.018485	0.006467	0.003761
0.0955000000000001	0.010745	-0.00433	0.03914	0.017496	0.000534	-0.015103	0.008691	0.004802
0.0960000000000001	-0.023123	-0.001067	0.030565	0.017659	-0.000763	-0.010358	0.006971	0.001886
0.0965000000000001	-0.048671	0.003193	0.025291	0.019236	-0.000987	-0.006617	0.002518	-0.001721
0.0970000000000001	-0.045123	0.005003	0.025296	0.01988	-0.000783	-0.005433	-0.001845	-0.000916
0.0975000000000001	-0.023218	0.002785	0.0248	0.018202	-0.001381	-0.006262	-0.004515	0.004221
0.0980000000000001	-0.006159	-0.000808	0.021494	0.015931	-0.004269	-0.006799	-0.006021	0.008687
0.0985000000000001	-0.001118	-0.002741	0.018489	0.013861	-0.007161	-0.004647	-0.006994	0.008722
0.0990000000000001	-0.000809	-0.00386	0.016125	0.014021	-0.006629	-0.00014	-0.006223	0.006502
0.0995000000000001	-0.000466	-0.00551	0.010852	0.017116	-0.003619	0.004356	-0.002731	0.006298
0.1	-0.000156	-0.005462	0.002522	0.018722	-0.001437	0.007869	0.000824	0.008482
0.1005	0.000441	-0.002376	-0.003707	0.015248	-0.001472	0.012018	0.000716	0.009764
0.101	0.0016	0.001028	-0.004255	0.008121	-0.002033	0.018238	-0.002019	0.008261
0.1015	0.00259	0.002326	0.000128	0.000669	-0.001066	0.024763	-0.002395	0.005593
0.102	0.001833	0.001971	0.00726	-0.005642	0.000291	0.028134	0.001478	0.003456
0.1025	-0.001569	0.000432	0.011284	-0.010166	-0.000528	0.025917	0.005406	0.002782
0.103	-0.004565	-0.002339	0.00176	-0.011859	-0.002439	0.017934	0.004614	0.004053
0.1035	-0.002767	-0.004611	-0.024694	-0.011193	-0.002236	0.007338	-6.2e-05	0.005605
0.104	0.004094	-0.004987	-0.055217	-0.008846	-0.000591	-0.001157	-0.004048	0.005393
0.1045	0.012852	-0.004201	-0.074335	-0.005686	-0.000183	-0.005449	-0.005994	0.003274
0.105	0.019769	-0.003077	-0.084368	-0.00423	-0.001333	-0.007993	-0.008412	0.000758
0.1055	0.02246	-0.002497	-0.10287	-0.004541	-0.003282	-0.012638	-0.01137	-0.000316
0.106	0.021407	-0.003218	-0.141811	-0.004492	-0.004778	-0.019118	-0.011473	-0.000276
0.1065	0.018865	-0.004188	-0.195308	-0.006231	-0.004473	-0.025139	-0.0072	-0.001116
0.107	0.016501	-0.003633	-0.246979	-0.013208	-0.002844	-0.032354	-0.000818	-0.002994
0.1075	0.014212	-0.001172	-0.283289	-0.021385	-0.001117	-0.042178	0.004068	-0.004459
0.108	0.011301	0.002262	-0.291811	-0.022257	0.000471	-0.048341	0.004861	-0.004908
0.1085	0.008676	0.005649	-0.245881	-0.013423	0.001259	-0.041615	0.00254	-0.003991
0.109	0.007677	0.008533	-0.110609	-0.000585	0.000498	-0.023339	0.001907	-0.001559
0.1095	0.007442	0.01056	0.111792	0.010166	-0.000175	-0.006719	0.004972	0.000232
0.11	0.006204	0.011369	0.345641	0.017213	0.000869	0.001673	0.007213	-0.001224
0.1105	0.00468	0.011759	0.475237	0.019768	0.003191	0.012127	0.005194	-0.004972
0.111	0.005891	0.012033	0.432977	0.017473	0.005602	0.03279	0.001231	-0.007104
0.1115	0.010809	0.009502	0.26151	0.014244	0.005958	0.050795	-0.002235	-0.005403
0.112	0.016036	0.002359	0.086553	0.014267	0.003332	0.047033	-0.004346	-0.002001
0.1125	0.017254	-0.006252	0.015986	0.016121	0.000164	0.021703	-0.002829	0.000203
0.113	0.013999	-0.011046	0.058081	0.01579	-0.00078	-0.00605	0.003163	0.000663
0.1135	0.009559	-0.00995	0.136184	0.013048	0.000536	-0.01563	0.01007	0.000132
0.114	0.006204	-0.006525	0.170926	0.011448	0.001702	0.001438	0.013637	0.000284
0.1145	0.00381	-0.005115	0.140809	0.01235	0.000168	0.034567	0.013134	0.00117
0.115	0.002512	-0.004251	0.077734	0.012852	-0.003491	0.057899	0.00991	0.000455
0.1155	0.00249	-0.000232	0.020459	0.009267	-0.004875	0.048511	0.004715	-0.001738
0.116	0.003087	0.004508	-0.024293	-0.000314	-0.002103	0.00787	-0.000284	-0.002933
0.1165	0.002855	0.003956	-0.075051	-0.014785	0.000514	-0.035499	-0.001698	-0.002248
0.117	0.000366	-0.00142	-0.136807	-0.029975	0.000385	-0.05045	-0.000151	-0.000957
0.1175	-0.003237	-0.005774	-0.182522	-0.040488	0.000817	-0.029493	0.001249	-0.000405
0.118	-0.005598	-0.007566	-0.180447	-0.043319	0.003604	0.010802	0.003243	0.00066
0.1185	-0.00639	-0.008969	-0.136311	-0.042029	0.005648	0.048579	0.007357	0.003207
0.119	-0.006515	-0.009864	-0.092134	-0.042528	0.004739	0.069941	0.01084	0.003212
0.1195	-0.0062	-0.009451	-0.073925	-0.042736	0.00257	0.069921	0.0108	-0.002231
0.12	-0.004842	-0.008602	-0.056302	-0.03368	0.001003	0.052473	0.007484	-0.007412
0.1205	-0.002012	-0.00821	0.006334	-0.012501	-5.6e-05	0.03066	0.002664	-0.006063
0.121	0.001567	-0.008232	0.115124	0.012569	-0.000434	0.016547	-0.001586	-0.000812
0.1215	0.003728	-0.007904	0.202995	0.032472	-0.000292	0.010611	-0.004741	0.002063
0.122	0.002828	-0.006621	0.191869	0.044594	-0.001526	0.009233	-0.00868	-0.000503
0.1225	0.000104	-0.004436	0.079057	0.050023	-0.0043	0.012642	-0.014239	-0.0063
0.123	-0.001681	-0.000639	-0.052359	0.051637	-0.005483	0.017756	-0.017803	-0.009835
0.1235	-0.000671	0.005951	-0.121121	0.051385	-0.002625	0.016061	-0.01515	-0.009755
0.124	0.002648	0.014229	-0.12253	0.047257	0.002808	0.002809	-0.008327	-0.008655
0.1245	0.005269	0.020469	-0.101286	0.037719	0.006768	-0.016209	-0.003691	-0.007131
0.125	0.004668	0.019725	-0.081365	0.026962	0.00684	-0.030899	-0.003631	-0.004785
0.1255	0.001615	0.010987	-0.049891	0.019871	0.004069	-0.042196	-0.005042	-0.003037
0.126	-0.001025	0.001957	0.004198	0.015918	0.000873	-0.061743	-0.005137	-0.00332
0.1265	-0.001208	3.4e-05	0.062713	0.013022	-0.000583	-0.09186	-0.005082	-0.003756
0.127	0.001259	0.002355	0.099397	0.008951	0.0002	-0.115795	-0.007255	-0.002239
0.1275	0.004697	0.00202	0.111621	0.001371	0.000971	-0.115155	-0.010443	-0.000214
0.128	0.00621	-0.000984	0.107667	-0.007275	-1.5e-05	-0.090811	-0.010959	0.000702
0.1285	0.005073	-0.000764	0.07383	-0.013532	-0.001264	-0.05627	-0.008062	0.00012
0.129	0.003642	0.003762	-0.007073	-0.01709	-0.000665	-0.020211	-0.003512	-0.001682
0.1295	0.003094	0.00718	-0.101808	-0.016837	0.001625	0.012259	0.002973	-0.002507
0.13	0.002381	0.007105	-0.140294	-0.012736	0.003145	0.03487	0.01155	-0.000885
0.1305	0.000952	0.006385	-0.103064	-0.009392	0.002193	0.04531	0.018388	0.00097
0.131	-0.001102	0.006373	-0.052151	-0.009524	0.001218	0.046147	0.020972	0.000662
0.1315	-0.003173	0.005042	-0.051377	-0.009597	0.003305	0.041775	0.021683	7e-06
0.132	-0.003599	0.001503	-0.090864	-0.007833	0.006496	0.036293	0.020902	0.00164
0.1325	-0.002207	-0.001869	-0.115039	-0.00758	0.006614	0.029251	0.014859	0.004257
0.133	-0.00146	-0.002445	-0.096711	-0.010185	0.003504	0.018999	0.003737	0.005578
0.1335	-0.003073	-0.0004	-0.05306	-0.012885	0.000544	0.010473	-0.005576	0.005468
0.134	-0.005861	0.002003	-0.004872	-0.013732	-0.000493	0.009148	-0.00808	0.004568
0.1345	-0.007639	0.003112	0.048004	-0.018093	-0.000562	0.011961	-0.006804	0.003645
0.135	-0.007696	0.003199	0.102529	-0.039579	-0.000762	0.012917	-0.006731	0.003128
0.1355	-0.006861	0.002967	0.12008	-0.085042	-0.001199	0.01183	-0.007237	0.002404
0.136	-0.006332	0.002148	0.05768	-0.137132	-0.00113	0.011837	-0.00535	0.001369
0.1365	-0.006352	0.001291	-0.046248	-0.166969	-0.000321	0.012761	-0.001963	0.001413
0.137	-0.006385	0.001774	-0.074647	-0.167425	-0.00023	0.011908	-0.000134	0.003052
0.1375	-0.006928	0.001925	0.0162	-0.154161	-0.002157	0.008825	-0.000438	0.004424
0.138	-0.008704	-0.001062	0.104075	-0.13409	-0.004459	0.004949	-0.000782	0.003441
0.1385	-0.010097	-0.004782	0.051471	-0.096653	-0.00464	0.001264	-0.000204	0.000297
0.139	-0.008736	-0.005086	-0.098367	-0.035652	-0.003476	-0.00081	0.0002	-0.002435
0.1395	-0.005396	-0.002514	-0.182244	0.03737	-0.003187	-0.000492	2.6e-05	-0.002263
