Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.011	5.2e-05	0.003995	0.005619	-0.003252	-0.007067	0.066271	0.02075	-0.003767
0.0115	-0.000275	0.000697	0.008623	-0.002537	-0.003312	0.081142	0.00895	0.00083
0.012	-0.001335	-0.003408	0.009342	0.001094	-5.8e-05	0.084905	0.001755	0.001011
0.0125	-0.000569	-0.005776	0.000402	0.005528	0.001452	0.076248	0.004981	-0.002588
0.013	0.00332	-0.004933	-0.022804	0.009439	0.001125	0.056592	0.012527	-0.003473
0.0135	0.010161	-0.002798	-0.051386	0.011749	-0.000689	0.030607	0.015495	-0.001042
0.014	0.017774	-0.002353	-0.070295	0.01164	-0.002755	0.00827	0.012171	1.7e-05
0.0145	0.022798	-0.003679	-0.074653	0.008969	-0.003842	0.000645	0.006092	0.000314
0.015	0.024894	-0.004111	-0.072486	0.004065	-0.004627	0.00954	-0.000186	0.002812
0.0155	0.027037	-0.00244	-0.072365	-0.001015	-0.005938	0.026754	-0.005442	0.004531
0.016	0.028996	-0.001237	-0.073477	-0.003547	-0.006376	0.046914	-0.008805	0.001713
0.0165	0.027768	-0.002378	-0.068682	-0.003716	-0.004725	0.070678	-0.010347	-0.002225
0.017	0.024489	-0.003393	-0.051214	-0.003609	-0.002388	0.09474	-0.011411	-0.000431
0.0175	0.023067	-0.001798	-0.014664	-0.004042	-0.0006	0.111738	-0.014199	0.006519
0.018	0.02393	0.001368	0.045652	-0.003956	0.000792	0.119628	-0.018838	0.010893
0.0185	0.023937	0.003908	0.126023	-0.002371	0.001485	0.12038	-0.022214	0.01028
0.019	0.020547	0.004792	0.212307	-0.000853	0.001926	0.110174	-0.022326	0.008553
0.0195	0.014057	0.0042	0.281552	-0.000988	0.003038	0.081296	-0.020065	0.007438
0.02	0.007811	0.003139	0.302329	-0.001459	0.003795	0.033154	-0.015774	0.006625
0.0205	0.005726	0.002967	0.248156	-0.00127	0.002937	-0.027474	-0.009673	0.005874
0.021	0.007236	0.003719	0.129044	-0.001695	0.00084	-0.0883	-0.004671	0.004744
0.0215	0.007809	0.003257	0.00123	-0.002582	-0.000755	-0.121852	-0.002755	0.004473
0.022	0.0063	0.000471	-0.075551	-0.001771	0.000608	-0.097407	-0.002097	0.006759
0.0225	0.006784	-0.00244	-0.089087	-0.000362	0.004303	-0.02779	-0.002318	0.009663
0.023	0.011096	-0.003523	-0.071908	-0.000701	0.00569	0.021567	-0.006213	0.010093
0.0235	0.014976	-0.003389	-0.056632	-0.000638	0.003728	0.006768	-0.013694	0.008192
0.024	0.01424	-0.003089	-0.049342	0.001256	0.003311	-0.034447	-0.020316	0.005293
0.0245	0.010017	-0.002687	-0.03868	0.001432	0.006136	-0.041369	-0.021904	0.002562
0.025	0.005749	-0.001006	-0.013059	-0.002385	0.008633	-0.0232	-0.017727	0.001302
0.0255	0.003331	0.00235	0.02961	-0.007726	0.0091	-0.034274	-0.010488	0.001347
0.026	0.00311	0.00526	0.076034	-0.012037	0.008014	-0.076279	-0.004086	0.00146
0.0265	0.003481	0.006595	0.099619	-0.014235	0.004659	-0.095513	-0.001024	0.000958
0.027	0.001609	0.00793	0.084376	-0.01421	-0.001498	-0.073367	-0.001455	0.000104
0.0275	-0.00283	0.009975	0.052431	-0.015845	-0.00835	-0.053661	-0.004234	-0.000831
0.028	-0.008509	0.011025	0.044474	-0.021143	-0.012709	-0.071567	-0.007355	-0.001377
0.0285	-0.016155	0.009604	0.064309	-0.024693	-0.013508	-0.103997	-0.007052	-0.00085
0.029	-0.024989	0.006525	0.071208	-0.021609	-0.011887	-0.107459	-0.00094	-0.000817
0.0295	-0.029066	0.00311	0.040094	-0.010255	-0.010608	-0.073264	0.007092	-0.002582
0.03	-0.024752	-0.000258	-0.000873	0.009282	-0.012917	-0.025764	0.010497	-0.004657
0.0305	-0.019281	-0.003027	-0.012174	0.031243	-0.018767	0.01333	0.00846	-0.006877
0.031	-0.023552	-0.004389	0.004005	0.047954	-0.022958	0.04065	0.004945	-0.010137
0.0315	-0.035353	-0.004047	0.016304	0.05766	-0.019824	0.060002	0.001262	-0.01291
0.032	-0.038757	-0.002848	0.010599	0.062063	-0.010031	0.068877	-0.004286	-0.013808
0.0325	-0.024881	-0.001822	-0.001592	0.061844	0.001595	0.054191	-0.01039	-0.013908
0.033	-0.004782	-0.001254	-0.008523	0.057529	0.012632	0.002372	-0.011546	-0.012963
0.0335	0.005814	-0.001732	-0.009433	0.049163	0.021911	-0.074153	-0.005195	-0.009903
0.034	0.005394	-0.002705	-0.00634	0.037517	0.027579	-0.13319	0.003993	-0.007796
0.0345	0.00193	-0.002926	0.00248	0.027046	0.029602	-0.144681	0.010228	-0.009088
0.035	-0.000186	-0.003879	0.019142	0.0204	0.03058	-0.11975	0.01157	-0.010912
0.0355	-0.002037	-0.006508	0.038841	0.014566	0.03266	-0.086248	0.009011	-0.010633
0.036	-0.005409	-0.007898	0.05165	0.008501	0.034864	-0.053046	0.006718	-0.008891
0.0365	-0.008727	-0.006373	0.053144	0.005534	0.035097	-0.005324	0.007933	-0.007291
0.037	-0.005357	-0.004193	0.046714	0.005892	0.031962	0.071858	0.010086	-0.006584
0.0375	0.011121	-0.00288	0.031344	0.005069	0.022885	0.167852	0.009785	-0.006067
0.038	0.03224	-0.001816	-0.004599	0.000926	0.006551	0.24947	0.006193	-0.004274
0.0385	0.031235	-0.000946	-0.064396	-0.00443	-0.009912	0.289612	-0.00048	-0.001102
0.039	-0.009431	0.00045	-0.1223	-0.009892	-0.016203	0.28224	-0.006739	0.001108
0.0395	-0.06764	0.003262	-0.144173	-0.015616	-0.015229	0.235069	-0.007892	0.000871
0.04	-0.095063	0.00534	-0.134214	-0.020213	-0.021548	0.167807	-0.004782	7.2e-05
0.0405	-0.068672	0.004855	-0.136649	-0.021642	-0.03946	0.110695	-0.001708	0.000902
0.041	-0.017428	0.003473	-0.1775	-0.019391	-0.052697	0.081473	-0.000399	0.003158
0.0415	0.01305	0.003022	-0.225268	-0.014984	-0.043616	0.069019	-0.00018	0.005868
0.042	0.011144	0.004006	-0.225896	-0.010929	-0.018704	0.054696	0.000261	0.008451
0.0425	0.00239	0.007247	-0.165049	-0.009719	-0.001047	0.039168	0.001147	0.009454
0.043	0.010849	0.012498	-0.081028	-0.011142	0.000147	0.034633	0.00086	0.008626
0.0435	0.03145	0.016598	-0.01515	-0.011621	-0.004087	0.041817	-0.00071	0.008745
0.044	0.040748	0.016439	0.040007	-0.009418	-0.003148	0.049147	-0.001794	0.010381
0.0445	0.026049	0.012363	0.122054	-0.005913	0.001183	0.048784	-0.001978	0.01078
0.045	0.0003	0.006746	0.22399	-0.002039	0.003305	0.043078	-0.001523	0.009674
0.0455	-0.013067	0.001149	0.272947	0.001981	0.002818	0.037394	-7e-06	0.009098
0.046	-0.008332	-0.003569	0.212017	0.005898	0.002372	0.031755	0.001756	0.009274
0.0465	-0.002079	-0.006426	0.079298	0.00917	0.002964	0.021018	0.001147	0.008956
0.047	-0.009072	-0.007635	-0.028362	0.010554	0.003448	0.004408	-0.003276	0.008628
0.0475	-0.025491	-0.007888	-0.057036	0.009257	0.003325	-0.010099	-0.009387	0.009573
0.048	-0.041935	-0.006779	-0.029566	0.006403	0.00381	-0.017705	-0.013052	0.010274
0.0485	-0.057278	-0.005175	0.009498	0.005173	0.00471	-0.024946	-0.012707	0.009767
0.049	-0.067016	-0.004889	0.04193	0.007208	0.004449	-0.035299	-0.011063	0.010357
0.0495	-0.056669	-0.005479	0.066893	0.009351	0.003544	-0.037041	-0.010872	0.012046
0.05	-0.022568	-0.005866	0.080878	0.008534	0.003506	-0.019906	-0.012026	0.011864
0.0505	0.015813	-0.00654	0.082776	0.006963	0.003816	0.001317	-0.013069	0.009226
0.051	0.034921	-0.008347	0.080719	0.007165	0.003036	-0.004501	-0.012957	0.005908
0.0515	0.026782	-0.011005	0.08083	0.007572	0.001579	-0.044906	-0.011639	0.004029
0.052	-0.001281	-0.012931	0.07697	0.006843	0.001081	-0.084422	-0.009152	0.005331
0.0525	-0.030686	-0.012436	0.059362	0.00502	0.00159	-0.083169	-0.005804	0.007952
0.053	-0.039184	-0.009595	0.030346	0.00276	0.001147	-0.049704	-0.003081	0.007833
0.0535	-0.020369	-0.00661	0.006703	0.002606	-0.0009	-0.031899	-0.001538	0.004485
0.054	0.007642	-0.005109	0.003178	0.004619	-0.002295	-0.053711	-0.000121	0.000402
0.0545	0.022039	-0.00421	0.014715	0.004969	-0.001709	-0.086474	0.001691	-0.00214
0.055	0.018862	-0.002349	0.021713	-0.000279	-0.000232	-0.091153	0.003499	-0.002479
0.0555	0.011218	0.000823	0.011844	-0.012953	0.001026	-0.066331	0.003858	-0.001743
0.056	0.011032	0.004717	-0.008982	-0.02936	0.001859	-0.040124	0.001094	-0.001204
0.0565	0.018172	0.008266	-0.026175	-0.040186	0.002196	-0.03111	-0.002978	-0.001537
0.057	0.02612	0.009907	-0.034957	-0.038348	0.00089	-0.032558	-0.003671	-0.002725
0.0575	0.032577	0.009683	-0.044924	-0.027812	-0.001881	-0.026932	-3.7e-05	-0.004641
0.058	0.038486	0.009891	-0.064437	-0.018383	-0.003144	-0.007445	0.003923	-0.006982
0.0585	0.043645	0.011096	-0.090974	-0.011397	-0.001784	0.017252	0.00555	-0.008438
0.059	0.048645	0.011667	-0.121372	-0.001352	0.000928	0.038192	0.006439	-0.008163
0.0595	0.054955	0.011368	-0.157937	0.012335	0.003759	0.052685	0.009073	-0.005616
0.06	0.062918	0.010734	-0.194112	0.025091	0.004858	0.053065	0.012532	-0.000768
0.0605	0.071524	0.009105	-0.20534	0.033621	0.004253	0.02597	0.012769	0.003461
0.061	0.078914	0.006003	-0.169606	0.037564	0.004192	-0.026211	0.009128	0.004109
0.0615	0.082919	0.001999	-0.094707	0.038746	0.004119	-0.072938	0.006531	0.002646
0.062	0.081916	-0.001282	-0.015182	0.038981	0.002139	-0.079783	0.008139	0.002036
0.0625	0.077507	-0.002238	0.037437	0.037238	-0.000416	-0.044549	0.011912	0.001793
0.063	0.073548	-0.001868	0.055406	0.033727	-0.001197	0.001027	0.014716	0.00067
0.0635	0.068264	-0.001885	0.050848	0.032541	4e-05	0.025751	0.014434	0.000295
0.064	0.050802	-0.001725	0.0409	0.033832	0.001496	0.025022	0.011121	0.001422
0.0645	0.010614	-0.000626	0.035055	0.032312	0.001038	0.012495	0.007778	0.001737
0.065	-0.046403	0.000211	0.032533	0.026734	-0.000972	0.000896	0.005901	-0.000194
0.0655	-0.091559	-0.00093	0.030384	0.021086	-0.001757	-0.004021	0.003185	-0.00281
0.066	-0.094704	-0.003517	0.029325	0.017297	-0.000347	-0.001946	-0.000835	-0.004246
0.0665	-0.063689	-0.005169	0.030791	0.013856	0.000547	0.002801	-0.002481	-0.004273
0.067	-0.047176	-0.00469	0.033307	0.008265	-0.001607	0.004172	-0.000387	-0.0036
0.0675	-0.078464	-0.00258	0.033394	-0.001089	-0.005414	0.000102	0.002291	-0.004147
0.068	-0.133857	-0.000551	0.029481	-0.011184	-0.007034	-0.005363	0.003327	-0.006684
0.0685	-0.163296	-0.000569	0.024016	-0.016412	-0.004869	-0.006746	0.002948	-0.008184
0.069	-0.1462	-0.001825	0.019837	-0.016605	-0.001706	-0.003296	0.002229	-0.007033
0.0695	-0.102779	-0.001544	0.016825	-0.016577	-0.000895	0.001578	0.002341	-0.005701
0.07	-0.060933	0.00074	0.014058	-0.019882	-0.001588	0.006714	0.002232	-0.005365
0.0705	-0.031962	0.002864	0.012002	-0.026026	-0.000587	0.014561	-0.000183	-0.004895
0.071	-0.015724	0.003455	0.011393	-0.031728	0.002957	0.026702	-0.004577	-0.004805
0.0715	-0.009225	0.003616	0.011506	-0.035168	0.00782	0.041054	-0.009199	-0.006927
0.0720000000000001	-0.006781	0.003498	0.011116	-0.035029	0.011624	0.052076	-0.012175	-0.010556
0.0725000000000001	-0.002519	0.00106	0.01066	-0.029251	0.01117	0.055818	-0.012021	-0.012375
0.0730000000000001	0.004515	-0.003101	0.011134	-0.020746	0.006967	0.053372	-0.009406	-0.010356
0.0735000000000001	0.01122	-0.005409	0.013277	-0.014476	0.003406	0.043469	-0.008006	-0.005926
0.0740000000000001	0.014448	-0.004139	0.019583	-0.009641	0.002235	0.017531	-0.011016	-0.002216
0.0745000000000001	0.013286	-0.001037	0.032783	-0.003802	0.001598	-0.028387	-0.015972	-0.001339
0.0750000000000001	0.010733	0.001514	0.050611	0.001101	0.000341	-0.079449	-0.017318	-0.003862
0.0755000000000001	0.010608	0.002421	0.06457	0.002493	-0.001302	-0.110106	-0.013358	-0.007148
0.0760000000000001	0.012802	0.001309	0.065237	0.002034	-0.003283	-0.108632	-0.007173	-0.006685
0.0765000000000001	0.015508	-0.000307	0.048138	0.001036	-0.004993	-0.087317	-0.002314	-0.00361
0.0770000000000001	0.017826	-0.000504	0.017069	-0.002067	-0.005342	-0.065513	0.000819	-0.002228
0.0775000000000001	0.019325	-0.000377	-0.014422	-0.004368	-0.004259	-0.045791	0.003797	-0.002197
0.0780000000000001	0.021098	-0.001893	-0.03088	0.000469	-0.001825	-0.015625	0.006665	-0.001891
0.0785000000000001	0.023735	-0.004745	-0.032271	0.012138	0.000899	0.023933	0.008033	-0.001837
0.0790000000000001	0.025112	-0.006229	-0.039322	0.023124	0.000803	0.047456	0.007774	-0.002197
0.0795000000000001	0.024914	-0.003799	-0.073297	0.026782	-0.002403	0.035845	0.007352	-0.002099
0.0800000000000001	0.025435	0.000786	-0.127837	0.022011	-0.004473	0.003754	0.007594	-0.001227
0.0805000000000001	0.026068	0.002654	-0.168837	0.009695	-0.003437	-0.017471	0.008006	-0.000142
0.0810000000000001	0.024055	0.001387	-0.171887	-0.013454	-0.002027	-0.015039	0.007964	0.00065
0.0815000000000001	0.019873	0.001634	-0.149207	-0.050289	-0.001889	-0.003376	0.007209	0.000375
0.0820000000000001	0.016502	0.00381	-0.121984	-0.089201	-0.001575	-0.003376	0.005601	-0.001075
0.0825000000000001	0.015342	0.003264	-0.07366	-0.107609	-0.000274	-0.017175	0.002755	-0.002189
0.0830000000000001	0.015624	-0.001249	0.041849	-0.095719	5e-06	-0.023227	-0.00058	-0.002258
0.0835000000000001	0.015245	-0.00653	0.22648	-0.06363	-0.002515	-0.003989	-0.002115	-0.001904
0.0840000000000001	0.012913	-0.009226	0.389508	-0.025774	-0.004775	0.024703	-0.00127	-0.001562
0.0845000000000001	0.010562	-0.008619	0.418369	0.008858	-0.003265	0.031885	0.000628	-0.002123
0.0850000000000001	0.010509	-0.007435	0.306684	0.036224	-0.000399	0.016881	0.003566	-0.004469
0.0855000000000001	0.011959	-0.007633	0.167296	0.055937	0.000286	0.00947	0.008847	-0.007367
0.0860000000000001	0.013575	-0.007113	0.102303	0.068742	-0.000174	0.023385	0.015578	-0.008297
0.0865000000000001	0.015074	-0.00393	0.101721	0.075172	0.001473	0.037784	0.019434	-0.006364
0.0870000000000001	0.0152	0.000615	0.089378	0.075228	0.005809	0.032732	0.017283	-0.003484
0.0875000000000001	0.01378	0.004613	0.020301	0.06649	0.010128	0.018323	0.011941	-0.002143
0.0880000000000001	0.012642	0.007045	-0.097585	0.049312	0.011812	0.014006	0.010079	-0.001238
0.0885000000000001	0.012256	0.008313	-0.225384	0.03238	0.009734	0.020221	0.014157	0.002142
0.0890000000000001	0.012695	0.009702	-0.306428	0.022509	0.005033	0.025922	0.018544	0.00664
0.0895000000000001	0.013518	0.009907	-0.309048	0.014763	0.001216	0.027116	0.016223	0.008926
0.0900000000000001	0.011579	0.006895	-0.265139	0.000147	0.000166	0.027023	0.007207	0.008523
0.0905000000000001	0.00584	0.003364	-0.21578	-0.020789	0.000477	0.027288	-0.001926	0.006216
0.0910000000000001	0.000999	0.003584	-0.141208	-0.036595	0.000392	0.026003	-0.006038	0.0035
0.0915000000000001	0.001433	0.006499	-0.015968	-0.038409	-0.000569	0.022047	-0.00572	0.002933
0.0920000000000001	0.004517	0.007799	0.091823	-0.030088	-0.002026	0.01745	-0.003486	0.004885
0.0925000000000001	0.004706	0.006601	0.075003	-0.021225	-0.003524	0.014604	-0.000175	0.006763
0.0930000000000001	0.002038	0.004385	-0.045634	-0.013246	-0.005127	0.011582	0.003726	0.007829
0.0935000000000001	-0.000643	0.000195	-0.106454	2e-05	-0.007259	0.005225	0.005733	0.009316
0.0940000000000001	-0.006157	-0.007428	-0.012543	0.018491	-0.009345	-0.001326	0.002996	0.009568
0.0945000000000001	-0.019447	-0.016064	0.111141	0.03363	-0.00983	-0.003105	-0.003033	0.006879
0.0950000000000001	-0.034748	-0.02102	0.073368	0.038943	-0.008972	-0.001343	-0.007039	0.003235
0.0955000000000001	-0.037716	-0.020571	-0.129469	0.03636	-0.008418	-0.00025	-0.006777	0.001314
0.0960000000000001	-0.026375	-0.016848	-0.321255	0.032075	-0.008109	-0.001078	-0.006059	0.002158
0.0965000000000001	-0.015407	-0.011781	-0.368213	0.023267	-0.007772	-0.001595	-0.008875	0.004274
0.0970000000000001	-0.014434	-0.005524	-0.276349	-0.002322	-0.008401	3.6e-05	-0.01369	0.004361
0.0975000000000001	-0.017548	0.001153	-0.093157	-0.044577	-0.009035	0.002099	-0.015707	0.00138
0.0980000000000001	-0.016201	0.006308	0.159946	-0.081412	-0.00745	0.001781	-0.013379	-0.000962
0.0985000000000001	-0.009336	0.00956	0.430207	-0.090929	-0.003354	-0.000614	-0.010379	0.000706
0.0990000000000001	0.00059	0.012516	0.60328	-0.074267	0.003037	-0.00216	-0.010204	0.004263
0.0995000000000001	0.011576	0.014974	0.593662	-0.04788	0.010244	-0.001689	-0.011949	0.006753
0.1	0.020139	0.014893	0.432017	-0.021454	0.014489	-0.001093	-0.013194	0.00762
0.1005	0.021762	0.013047	0.227536	0.006567	0.01354	-0.002115	-0.013696	0.006796
0.101	0.015996	0.012139	0.06857	0.036182	0.008402	-0.004056	-0.014489	0.005424
0.1015	0.009555	0.012812	-0.018697	0.059743	0.00238	-0.005685	-0.015172	0.004748
0.102	0.011443	0.013617	-0.044348	0.070453	-0.000841	-0.007308	-0.014789	0.004461
0.1025	0.0236	0.012047	-0.027939	0.068189	-0.000922	-0.008901	-0.014204	0.004281
0.103	0.037735	0.006814	0.000174	0.056342	-0.000879	-0.009927	-0.014315	0.004328
0.1035	0.042165	0.000265	0.001247	0.038711	-0.002027	-0.011062	-0.014587	0.00365
0.104	0.030804	-0.004023	-0.041094	0.02055	-0.002491	-0.011984	-0.014695	0.001556
0.1045	0.007191	-0.00556	-0.097507	0.007788	-0.001396	-0.010967	-0.014474	0.000293
0.105	-0.017198	-0.006779	-0.122853	3.7e-05	0.00014	-0.009117	-0.013705	0.001769
0.1055	-0.029789	-0.009026	-0.111924	-0.007504	0.001452	-0.009958	-0.012824	0.003763
0.106	-0.026495	-0.010667	-0.10817	-0.013593	0.002063	-0.013718	-0.011819	0.002984
0.1065	-0.015498	-0.010033	-0.151981	-0.013509	0.001589	-0.01676	-0.010029	-0.000389
0.107	-0.00817	-0.008512	-0.231312	-0.008169	0.000541	-0.017194	-0.008271	-0.002215
0.1075	-0.007379	-0.008037	-0.286794	-0.003846	-0.000658	-0.016574	-0.008268	-0.000304
0.108	-0.008484	-0.00758	-0.261252	-0.004861	-0.001321	-0.016139	-0.009597	0.001375
0.1085	-0.008767	-0.005239	-0.157245	-0.007959	6.4e-05	-0.015536	-0.010765	-0.000743
0.109	-0.01051	-0.001158	-0.05804	-0.007736	0.003538	-0.014559	-0.011261	-0.004369
0.1095	-0.015182	0.003271	-0.058607	-0.005496	0.00604	-0.013077	-0.010293	-0.005362
0.11	-0.01954	0.006089	-0.142147	-0.005091	0.004123	-0.010556	-0.007185	-0.002448
0.1105	-0.019739	0.005366	-0.16914	-0.006116	-0.001637	-0.00712	-0.00281	0.00143
0.111	-0.015998	0.002029	-0.042879	-0.008326	-0.006981	-0.003068	0.001099	0.001456
0.1115	-0.011002	-0.001336	0.164182	-0.012767	-0.008694	0.001882	0.003891	-0.002838
0.112	-0.006504	-0.004697	0.309403	-0.015089	-0.007329	0.006463	0.007101	-0.005949
0.1125	-0.002371	-0.00866	0.336815	-0.010744	-0.005246	0.008495	0.011647	-0.004391
0.113	0.002117	-0.011406	0.270893	-0.004104	-0.003601	0.008033	0.015095	-0.002011
0.1135	0.005358	-0.011266	0.145467	-0.000735	-0.002498	0.006313	0.014761	-0.003335
0.114	0.004858	-0.009069	0.018509	1e-06	-0.001885	0.004408	0.011925	-0.00678
0.1145	0.002062	-0.006495	-0.03092	-0.000114	-0.001323	0.00336	0.010343	-0.008304
0.115	-2.9e-05	-0.003705	-0.001231	1.9e-05	-0.000673	0.003354	0.011547	-0.007222
0.1155	-0.002124	0.000399	0.009868	0.002516	-0.000231	0.004229	0.013897	-0.005512
0.116	-0.004762	0.005554	-0.056935	0.007149	0.000572	0.005437	0.015082	-0.004607
0.1165	-0.005201	0.00977	-0.143963	0.01005	0.002252	0.005351	0.01421	-0.003924
0.117	-0.003684	0.012763	-0.193421	0.008843	0.003639	0.00303	0.012528	-0.002265
0.1175	-0.003961	0.016584	-0.240115	0.004243	0.00428	-5.5e-05	0.011509	-0.00101
0.118	-0.007553	0.020613	-0.297592	-0.00467	0.00512	-0.001437	0.011397	-0.001412
0.1185	-0.012563	0.020868	-0.266742	-0.026205	0.005764	-0.000751	0.012277	-0.00132
0.119	-0.014399	0.016684	-0.097499	-0.071978	0.005466	0.000262	0.013123	7e-05
0.1195	-0.010402	0.01155	0.062739	-0.135361	0.005094	0.000626	0.012064	0.001283
0.12	-0.004699	0.006837	0.05755	-0.184581	0.005811	0.001299	0.009916	0.002131
0.1205	-0.00268	0.001035	-0.021215	-0.194333	0.006999	0.003084	0.00875	0.002782
0.121	-0.004364	-0.004859	0.046165	-0.169606	0.007474	0.004518	0.00628	0.002556
0.1215	-0.006519	-0.006663	0.276071	-0.125426	0.007401	0.003138	-0.001717	0.001325
0.122	-0.006101	-0.003143	0.453197	-0.064311	0.006503	-0.001028	-0.011698	0.000788
0.1225	-0.001533	0.001787	0.424579	0.011627	0.004881	-0.00357	-0.014139	0.001927
0.123	0.005256	0.003283	0.268863	0.085331	0.003948	-0.001258	-0.006787	0.003155
0.1235	0.009951	8.4e-05	0.152139	0.134857	0.003561	0.002792	0.002741	0.00376
0.124	0.010926	-0.004304	0.132574	0.151302	0.003082	0.005007	0.007317	0.004077
0.1245	0.009557	-0.006243	0.153466	0.143489	0.002762	0.005781	0.007084	0.002767
0.125	0.007252	-0.006022	0.155326	0.126744	0.002555	0.006459	0.006186	-0.000717
0.1255	0.006026	-0.005152	0.132471	0.110539	0.002305	0.007312	0.006379	-0.003148
0.126	0.00723	-0.003741	0.102447	0.098691	0.00154	0.007669	0.006751	-0.001233
0.1265	0.008158	-0.002243	0.071352	0.092997	-0.000182	0.007855	0.007102	0.003418
0.127	0.005739	-0.002055	0.038408	0.091488	-0.001816	0.008635	0.007103	0.006325
0.1275	0.001911	-0.003407	0.007455	0.088301	-0.001815	0.008068	0.005511	0.005236
0.128	-0.000137	-0.005781	-0.018813	0.079061	-0.000929	0.0044	0.002753	0.002079
0.1285	-0.000316	-0.008769	-0.042604	0.064114	-0.001346	0.000179	0.001116	0.00049
0.129	0.000482	-0.01079	-0.06595	0.045766	-0.003259	-0.001155	0.002258	0.000947
0.1295	0.001211	-0.01069	-0.093436	0.02728	-0.004762	-0.000403	0.005663	0.000797
0.13	1.9e-05	-0.009294	-0.133642	0.013277	-0.003951	-0.00045	0.009612	-0.000991
0.1305	-0.003719	-0.008153	-0.182861	0.00534	-0.001326	-0.0009	0.012711	-0.002583
0.131	-0.007647	-0.007701	-0.217468	-0.000324	0.000455	0.000186	0.013064	-0.00292
0.1315	-0.00854	-0.005653	-0.217838	-0.007503	0.000455	0.001376	0.008797	-0.003504
0.132	-0.006225	-0.000912	-0.191671	-0.014459	-0.00061	-0.000394	0.001521	-0.005149
0.1325	-0.003111	0.003618	-0.162043	-0.016879	-0.002528	-0.004239	-0.003627	-0.006664
0.133	-0.00087	0.00645	-0.137021	-0.014698	-0.003994	-0.006069	-0.003369	-0.006899
0.1335	0.000163	0.009113	-0.108588	-0.013277	-0.00331	-0.005415	0.000377	-0.005526
0.134	0.000114	0.012068	-0.081142	-0.017621	-0.001606	-0.006146	0.004128	-0.00377
0.1345	-0.000164	0.014101	-0.062042	-0.025825	-0.001403	-0.009571	0.006209	-0.003433
0.135	0.001779	0.01347	-0.018622	-0.032281	-0.002905	-0.012025	0.005726	-0.004277
0.1355	0.006567	0.008432	0.088382	-0.034803	-0.004292	-0.010206	0.003336	-0.003764
0.136	0.010347	-0.00025	0.212473	-0.034053	-0.004468	-0.005545	0.002077	-0.000462
0.1365	0.011217	-0.00759	0.24485	-0.031689	-0.003968	-0.001271	0.003828	0.002478
0.137	0.010651	-0.009722	0.151584	-0.02869	-0.003963	0.001599	0.006719	0.002546
0.1375	0.007706	-0.010536	0.008245	-0.024077	-0.004616	0.002703	0.006895	0.002055
0.138	0.001991	-0.016617	-0.106375	-0.018685	-0.004403	0.001706	0.002917	0.001679
0.1385	-0.002819	-0.026898	-0.170542	-0.014699	-0.001908	0.000151	-0.001637	0.000687
0.139	-0.004017	-0.03392	-0.181244	-0.010218	0.001404	-0.000243	-0.002331	0.001689
0.1395	-0.002753	-0.032933	-0.13667	-0.002199	0.0019	0.000233	0.000711	0.004859
