Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.062	-0.005853	0.011267	0.017086	-0.013942	-0.001579	0.005837	0.000617	-0.001945
0.0625	-4.3e-05	0.000189	0.021581	-0.013002	-0.002653	0.00561	-0.001802	-0.00544
0.063	0.007075	0.000616	0.021094	-0.011118	-0.002724	0.005993	-0.003796	-0.0094
0.0635	0.009692	0.002935	0.017149	-0.009359	-0.001179	0.006834	-0.004258	-0.010178
0.064	0.005052	0.000359	0.01007	-0.007397	0.001731	0.007056	-0.003114	-0.008356
0.0645	-0.003197	-0.002343	-0.000739	-0.006388	0.004596	0.008245	-0.000894	-0.007203
0.065	-0.008837	-0.001032	-0.013324	-0.006619	0.006086	0.011507	0.003748	-0.007451
0.0655	-0.00926	2.5e-05	-0.024189	-0.006413	0.006143	0.014116	0.010997	-0.007062
0.066	-0.006479	-0.002528	-0.031696	-0.006802	0.005565	0.013026	0.0155	-0.005086
0.0665	-0.003237	-0.005704	-0.03564	-0.009755	0.00501	0.008969	0.012747	-0.002867
0.067	6.1e-05	-0.007071	-0.036544	-0.012745	0.004942	0.004727	0.006886	-0.002006
0.0675	0.004326	-0.008295	-0.037015	-0.012836	0.005246	0.002988	0.004223	-0.002402
0.068	0.008344	-0.011083	-0.03995	-0.011605	0.00572	0.005525	0.004069	-0.002736
0.0685	0.00969	-0.014293	-0.043664	-0.010854	0.006847	0.010071	0.001806	-0.002694
0.069	0.008463	-0.014785	-0.040771	-0.011785	0.008202	0.011561	-0.004662	-0.003128
0.0695	0.005751	-0.01108	-0.02513	-0.014957	0.008137	0.007801	-0.013844	-0.00296
0.07	0.001425	-0.005821	-0.00228	-0.015404	0.006311	0.001413	-0.022919	-0.000632
0.0705	-0.003361	-0.002238	0.010541	-0.008704	0.004494	-0.002351	-0.029781	0.000633
0.071	-0.006015	-0.001111	0.003137	0.002394	0.00435	-0.00092	-0.033066	-0.002627
0.0715	-0.005449	-0.002254	-0.011309	0.013688	0.00539	0.002764	-0.031784	-0.006663
0.0720000000000001	-0.003064	-0.004723	-0.011631	0.022841	0.005893	0.004576	-0.026064	-0.004704
0.0725000000000001	-0.002244	-0.006852	0.003074	0.02807	0.00585	0.003752	-0.017218	0.002914
0.0730000000000001	-0.005078	-0.008317	0.014673	0.02867	0.006725	0.001841	-0.005784	0.008435
0.0735000000000001	-0.009755	-0.010113	0.012018	0.026063	0.00818	-7.9e-05	0.009417	0.00846
0.0740000000000001	-0.013173	-0.011518	0.003517	0.022765	0.00846	-0.000955	0.027556	0.007359
0.0745000000000001	-0.01388	-0.009982	0.002283	0.020639	0.006885	-0.000312	0.041327	0.008522
0.0750000000000001	-0.012748	-0.005761	0.009228	0.020082	0.004427	0.000467	0.040206	0.010198
0.0755000000000001	-0.011474	-0.002167	0.016588	0.018816	0.00351	0.000856	0.019686	0.008714
0.0760000000000001	-0.010699	-0.000597	0.019956	0.014842	0.004796	0.001077	-0.015066	0.00395
0.0765000000000001	-0.010325	-0.000289	0.021244	0.009802	0.004525	8.6e-05	-0.052915	0.000411
0.0770000000000001	-0.009538	-0.000953	0.023508	0.005584	0.000335	-0.00184	-0.082577	0.001027
0.0775000000000001	-0.007278	-0.002219	0.026504	0.00207	-0.003712	-0.002624	-0.09956	0.003142
0.0780000000000001	-0.004477	-0.003378	0.027009	-0.000213	-0.003111	-0.002319	-0.107278	0.004109
0.0785000000000001	-0.003449	-0.003662	0.020668	8.5e-05	0.000484	-0.003091	-0.11136	0.005566
0.0790000000000001	-0.004672	-0.001565	0.004033	0.001315	0.002429	-0.00476	-0.120758	0.007985
0.0795000000000001	-0.006591	0.002404	-0.01863	0.000471	0.001487	-0.005574	-0.150812	0.00927
0.0800000000000001	-0.007839	0.004589	-0.03099	-0.001921	3e-06	-0.005537	-0.207254	0.00908
0.0805000000000001	-0.00797	0.003766	-0.019795	-0.003597	-0.000624	-0.004282	-0.263033	0.008154
0.0810000000000001	-0.00679	0.00184	0.005475	-0.003526	-0.001942	-0.001117	-0.271737	0.007345
0.0815000000000001	-0.004147	-0.000354	0.023584	-0.002684	-0.004971	0.001701	-0.217646	0.007538
0.0820000000000001	-0.00073	-0.001677	0.028823	-0.003218	-0.007726	0.001551	-0.132299	0.008033
0.0825000000000001	0.001792	-0.000775	0.031046	-0.005125	-0.008632	-0.000583	-0.045141	0.007989
0.0830000000000001	0.001879	0.000612	0.035011	-0.006603	-0.008866	-0.00157	0.056691	0.00839
0.0835000000000001	0.000154	5.3e-05	0.035744	-0.007865	-0.009281	0.000249	0.19562	0.009649
0.0840000000000001	0.000164	-0.001794	0.030365	-0.010594	-0.008591	0.003599	0.346446	0.009693
0.0845000000000001	0.003579	-0.002413	0.022758	-0.013703	-0.006332	0.006286	0.437335	0.008274
0.0850000000000001	0.006897	-0.000795	0.017864	-0.014358	-0.004311	0.007776	0.419571	0.008464
0.0855000000000001	0.00693	0.00193	0.017076	-0.012844	-0.003483	0.008246	0.322231	0.00987
0.0860000000000001	0.005435	0.004318	0.019047	-0.011272	-0.002553	0.007636	0.209204	0.008764
0.0865000000000001	0.005759	0.005222	0.022106	-0.010082	-0.001142	0.006689	0.102494	0.005572
0.0870000000000001	0.007093	0.003545	0.023121	-0.008817	-0.001231	0.005368	-0.004253	0.003904
0.0875000000000001	0.005977	-0.000225	0.019358	-0.007964	-0.003771	0.002511	-0.084604	0.004052
0.0880000000000001	0.003171	-0.002938	0.016766	-0.008877	-0.006716	-0.002027	-0.097364	0.002673
0.0885000000000001	0.001975	-0.00208	0.028446	-0.011053	-0.007554	-0.008228	-0.049651	-0.000723
0.0890000000000001	0.002015	0.000578	0.058955	-0.011643	-0.006361	-0.014752	0.011309	-0.002329
0.0895000000000001	0.001613	0.001841	0.091465	-0.009537	-0.005543	-0.018141	0.051793	-0.001235
0.0900000000000001	0.001754	0.002252	0.095842	-0.007825	-0.006437	-0.017831	0.060176	-0.000454
0.0905000000000001	0.003718	0.003801	0.058779	-0.012471	-0.007978	-0.016317	0.032754	-0.000698
0.0910000000000001	0.00632	0.005103	0.002151	-0.029036	-0.008653	-0.014949	-0.010411	0.000109
0.0915000000000001	0.006976	0.004697	-0.037863	-0.056647	-0.007907	-0.013162	-0.01931	0.002324
0.0920000000000001	0.004766	0.004367	-0.045176	-0.083505	-0.006475	-0.00934	0.037693	0.004109
0.0925000000000001	0.002196	0.005293	-0.031079	-0.095081	-0.005096	-0.004144	0.124806	0.004099
0.0930000000000001	0.002539	0.00588	-0.013701	-0.088689	-0.00352	-0.000773	0.168337	0.002081
0.0935000000000001	0.005537	0.004185	-0.00274	-0.071825	-0.002791	-0.000798	0.139844	-0.00049
0.0940000000000001	0.008154	0.001198	-0.002595	-0.048927	-0.003976	-0.003595	0.084785	-0.001678
0.0945000000000001	0.009092	0.000564	-0.014828	-0.020329	-0.00492	-0.006563	0.059738	-0.00263
0.0950000000000001	0.009509	0.002531	-0.033902	0.010845	-0.004016	-0.006113	0.064609	-0.005191
0.0955000000000001	0.010201	0.003089	-0.048701	0.039157	-0.002053	-0.002026	0.055072	-0.007409
0.0960000000000001	0.011121	0.001963	-0.050993	0.060631	0.000822	0.001727	0.005725	-0.007804
0.0965000000000001	0.011959	0.003125	-0.040839	0.07363	0.004211	0.002215	-0.066347	-0.009321
0.0970000000000001	0.011543	0.006371	-0.025378	0.078428	0.006006	0.000294	-0.128295	-0.013579
0.0975000000000001	0.009179	0.007593	-0.013853	0.076776	0.004566	-0.002526	-0.155215	-0.017802
0.0980000000000001	0.006115	0.006829	-0.01121	0.071284	0.001286	-0.004701	-0.143339	-0.019353
0.0985000000000001	0.003163	0.007257	-0.016175	0.065987	-0.001508	-0.004401	-0.11671	-0.016751
0.0990000000000001	-0.000117	0.008975	-0.025511	0.064627	-0.002951	-0.002459	-0.110606	-0.010428
0.0995000000000001	-0.003047	0.009124	-0.036368	0.065104	-0.002187	-0.000936	-0.143033	-0.005064
0.1	-0.005176	0.005356	-0.04551	0.060382	-0.000468	0.000223	-0.193663	-0.003305
0.1005	-0.007233	-0.000484	-0.050569	0.045937	-0.000501	0.001842	-0.204035	-0.002408
0.101	-0.008077	-0.004396	-0.051832	0.023237	-0.001478	0.004166	-0.12	-0.001362
0.1015	-0.006143	-0.006178	-0.050867	-0.000543	-0.00196	0.007212	0.049377	-0.001199
0.102	-0.003083	-0.00754	-0.047655	-0.015856	-0.002425	0.009691	0.226171	-0.000133
0.1025	-0.000542	-0.008443	-0.041024	-0.019202	-0.002189	0.010334	0.315238	0.002436
0.103	0.002008	-0.008616	-0.031666	-0.015551	-0.000851	0.010763	0.255948	0.00313
0.1035	0.00326	-0.008678	-0.02238	-0.009774	-0.000913	0.011825	0.06027	0.001311
0.104	0.002071	-0.008526	-0.015599	-0.003584	-0.003931	0.01134	-0.175445	7.9e-05
0.1045	0.001103	-0.006715	-0.011328	0.000155	-0.007012	0.009438	-0.331595	0.000984
0.105	0.00157	-0.003677	-0.00747	0.0001	-0.006388	0.008433	-0.359756	0.003953
0.1055	0.001417	-0.001971	-0.00255	-0.000796	-0.002215	0.007757	-0.30719	0.006935
0.106	0.000289	-0.001648	0.002197	-0.001239	0.001301	0.005734	-0.248981	0.006547
0.1065	-8.9e-05	-0.000815	0.003982	-0.002674	0.000763	0.00241	-0.201471	0.003808
0.107	0.000844	0.000364	0.002358	-0.003521	-0.002177	-0.001424	-0.119135	0.003504
0.1075	0.00179	0.000712	0.000471	-0.00208	-0.003453	-0.003548	0.019279	0.005974
0.108	0.001199	0.000423	0.001316	-0.000537	-0.001619	-0.002225	0.166067	0.006429
0.1085	-0.000727	0.000444	0.00491	0.000115	0.000733	-0.00014	0.265688	0.003907
0.109	-0.001979	0.001372	0.009752	0.000145	0.000704	-0.000317	0.307825	0.002192
0.1095	-0.001701	0.002541	0.014813	-0.000887	-0.000379	-0.001371	0.292565	0.00257
0.11	-0.001094	0.002263	0.018837	-0.001563	0.000265	-0.001043	0.204277	0.004171
0.1105	-0.000852	0.000404	0.020381	-0.001572	0.002041	0.000327	0.067718	0.00618
0.111	-0.000189	-0.001314	0.019608	-0.00242	0.002813	0.001318	-0.022966	0.006633
0.1115	0.001048	-0.001459	0.018238	-0.003526	0.002425	0.001353	0.001454	0.004946
0.112	0.000972	0.000465	0.017827	-0.003602	0.001792	0.000122	0.088742	0.003732
0.1125	-0.001112	0.00318	0.018671	-0.002369	0.000913	-0.002293	0.123564	0.004682
0.113	-0.002428	0.003845	0.020017	0.000394	-1e-06	-0.004175	0.065371	0.005181
0.1135	-0.001732	0.001713	0.020322	0.005218	0.000286	-0.004594	-0.023787	0.002549
0.114	-0.001661	-0.001014	0.019188	0.010794	0.001316	-0.004594	-0.076177	-0.001201
0.1145	-0.003569	-0.002643	0.018925	0.013582	0.001059	-0.004355	-0.091642	-0.002902
0.115	-0.005511	-0.00304	0.020318	0.012065	-0.000329	-0.003145	-0.109544	-0.002716
0.1155	-0.005651	-0.00274	0.020492	0.008153	-0.000844	-0.001194	-0.152169	-0.003421
0.116	-0.004749	-0.002695	0.017854	0.005461	0.000334	-0.000202	-0.214894	-0.007048
0.1165	-0.004629	-0.003106	0.01456	0.005497	0.00221	-0.000945	-0.270665	-0.012316
0.117	-0.005186	-0.00295	0.013561	0.005176	0.003651	-0.001231	-0.256439	-0.01574
0.1175	-0.004914	-0.001634	0.015317	0.00276	0.004292	-0.000235	-0.111636	-0.014557
0.118	-0.003634	8.8e-05	0.017198	0.00033	0.003975	0.000322	0.118231	-0.00939
0.1185	-0.002926	0.00139	0.016318	-0.001117	0.002783	0.000788	0.2802	-0.004156
0.119	-0.003861	0.001727	0.013007	-0.001979	0.000913	0.001952	0.291534	-0.001283
0.1195	-0.005499	0.0007	0.010176	-0.002715	-0.000561	0.002888	0.251962	0.000242
0.12	-0.00629	-0.00046	0.009486	-0.004875	1.2e-05	0.004151	0.285145	0.000479
0.1205	-0.005568	-0.000164	0.009492	-0.009055	0.002165	0.007094	0.344148	-0.001547
0.121	-0.003705	0.000515	0.00838	-0.012164	0.004284	0.010939	0.296798	-0.00278
0.1215	-0.001941	0.000129	0.006285	-0.011393	0.006389	0.013827	0.143457	-0.000245
0.122	-0.001037	-0.000282	0.003505	-0.00843	0.008813	0.014571	0.015227	0.002665
0.1225	-0.000495	0.000174	0.000176	-0.006379	0.010254	0.013128	-0.018447	0.002713
0.123	0.000511	0.00111	-0.002403	-0.007784	0.010119	0.010589	-0.021134	0.001313
0.1235	0.002012	0.002249	-0.002953	-0.013166	0.009707	0.007961	-0.06456	0.000306
0.124	0.00279	0.002728	-0.002047	-0.017975	0.009113	0.004938	-0.126699	0.001024
0.1245	0.002119	0.002013	-0.00128	-0.01811	0.008209	0.001033	-0.142641	0.003321
0.125	0.001236	0.001028	-0.000964	-0.015421	0.00843	-0.002723	-0.098232	0.004258
0.1255	0.001527	2.8e-05	-0.000707	-0.012515	0.00908	-0.004654	-0.039372	0.003785
0.126	0.002076	-0.000875	-0.000672	-0.008591	0.007678	-0.004052	-0.014006	0.009307
0.1265	0.000873	0.000393	-0.000516	-0.003705	0.005047	-0.001775	-0.028673	0.027852
0.127	-0.001708	0.003825	-3.8e-05	-0.000665	0.004025	-0.000556	-0.055001	0.054003
0.1275	-0.003577	0.005324	-0.000906	-0.000465	0.004429	-0.002296	-0.064672	0.071085
0.128	-0.003683	0.003621	-0.003485	-0.002205	0.003913	-0.004782	-0.054505	0.066008
0.1285	-0.002121	0.001194	-0.004549	-0.004569	0.00181	-0.005631	-0.041263	0.042554
0.129	-0.000373	-0.00135	-0.002735	-0.004996	-0.000445	-0.005876	-0.038091	0.016621
0.1295	-0.000364	-0.003374	-0.000928	-0.004201	-0.001099	-0.006096	-0.041362	-0.002751
0.13	-0.00172	-0.00307	-0.000571	-0.007862	0.000132	-0.005162	-0.041659	-0.017819
0.1305	-0.002633	-0.001734	0.000441	-0.018858	0.001288	-0.003173	-0.039352	-0.02947
0.131	-0.00265	-0.001503	0.002399	-0.032318	0.000164	-0.001955	-0.040675	-0.034949
0.1315	-0.002525	-0.001227	0.002047	-0.041374	-0.002314	-0.002657	-0.046093	-0.036011
0.132	-0.002926	0.000102	-0.001742	-0.043933	-0.003161	-0.004046	-0.051646	-0.036599
0.1325	-0.003746	0.001248	-0.00554	-0.041187	-0.002326	-0.004939	-0.056267	-0.035876
0.133	-0.003603	0.001974	-0.005225	-0.034908	-0.00151	-0.005326	-0.062731	-0.032461
0.1335	-0.001973	0.002826	-0.001021	-0.025897	-0.000498	-0.004434	-0.072252	-0.028376
0.134	-0.00073	0.003138	0.001494	-0.012905	-0.000399	-0.002253	-0.080686	-0.025605
0.1345	-0.000308	0.00241	-0.001806	0.003555	-0.003436	-0.000674	-0.082566	-0.025329
0.135	0.001304	0.000836	-0.008156	0.020117	-0.007068	-0.000624	-0.077642	-0.026713
0.1355	0.003901	-0.001346	-0.012228	0.033777	-0.007166	-0.001245	-0.072021	-0.02565
0.136	0.005122	-0.003217	-0.011988	0.04175	-0.00481	-0.001515	-0.072267	-0.020064
0.1365	0.004843	-0.003164	-0.009172	0.042837	-0.002806	-0.001288	-0.078382	-0.01308
0.137	0.00424	-0.000854	-0.006498	0.039735	-0.001452	-0.001194	-0.082282	-0.008368
0.1375	0.002877	0.001768	-0.004766	0.035895	-0.001247	-0.001038	-0.070865	-0.006467
0.138	0.001048	0.003306	-0.003288	0.032571	-0.002816	-0.000231	-0.032879	-0.006033
0.1385	0.000594	0.003904	-0.001948	0.029076	-0.005063	-2.8e-05	0.033398	-0.005631
