Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.039	-0.001791	0.000969	0.130839	-0.006202	0.004234	0.014879	0.045548	-0.001839
0.0395	-0.003447	-0.000659	0.097838	-0.005434	0.001979	0.025301	0.041248	-0.004061
0.04	-0.004841	-0.001287	0.053427	-0.003467	-0.000714	0.035599	0.036844	-0.006942
0.0405	-0.004864	-0.000158	0.0235	-0.002291	-0.001285	0.043375	0.034948	-0.009511
0.041	-0.003086	0.000936	0.01136	-0.002767	0.000468	0.047291	0.032069	-0.009463
0.0415	-0.001701	0.00046	0.004718	-0.004447	0.002052	0.047427	0.025979	-0.006346
0.042	-0.002754	-0.000429	-0.004547	-0.006809	0.001488	0.044856	0.020115	-0.002206
0.0425	-0.004337	0.000979	-0.012652	-0.008585	-0.000206	0.038761	0.018659	-0.000272
0.043	-0.004613	0.004062	-0.013014	-0.007274	-0.001707	0.024685	0.021229	-0.001107
0.0435	-0.004192	0.005617	-0.007132	-0.002424	-0.003167	-0.000935	0.023651	-0.002181
0.044	-0.002891	0.005193	-0.003254	0.003337	-0.004518	-0.035435	0.023101	-0.001435
0.0445	-0.001095	0.004186	-0.00668	0.007271	-0.005622	-0.068187	0.020963	0.000969
0.045	-0.000684	0.002943	-0.01502	0.008058	-0.00652	-0.084191	0.020104	0.002477
0.0455	-0.000842	0.00187	-0.022475	0.006203	-0.006474	-0.075732	0.021763	0.001224
0.046	0.00161	0.001482	-0.025452	0.003846	-0.005551	-0.05187	0.025026	-0.000951
0.0465	0.006918	0.001068	-0.023451	0.003048	-0.005655	-0.029857	0.027179	-0.001026
0.047	0.012824	0.000134	-0.017551	0.00312	-0.007347	-0.017043	0.025921	0.000827
0.0475	0.019222	-0.000199	-0.010248	0.001787	-0.008829	-0.009942	0.022029	0.001126
0.048	0.026695	0.000868	-0.004708	0.000316	-0.009638	-0.006317	0.018672	-0.000893
0.0485	0.033076	0.00209	-0.002549	0.001518	-0.010584	-0.006277	0.017426	-0.002039
0.049	0.035471	0.002055	-0.003116	0.003953	-0.010966	-0.00688	0.01606	-0.001727
0.0495	0.0341	0.001133	-0.004294	0.004346	-0.010047	-0.00437	0.013384	-0.002417
0.05	0.032755	0.000349	-0.004451	0.003239	-0.008018	2e-06	0.012569	-0.00439
0.0505	0.034296	0.000336	-0.004256	0.002934	-0.004635	0.001985	0.014461	-0.005485
0.051	0.037279	0.000728	-0.005019	0.002427	-0.000276	0.000826	0.013185	-0.005006
0.0515	0.038812	0.000133	-0.006575	0.000611	0.003703	-0.001303	0.002764	-0.004257
0.052	0.038381	-0.001239	-0.0078	-0.001071	0.00722	-0.003083	-0.01579	-0.004015
0.0525	0.037061	-0.001712	-0.007706	-0.001226	0.010505	-0.004941	-0.036008	-0.003291
0.053	0.033698	-0.001129	-0.007169	0.000626	0.012539	-0.007	-0.052561	-0.001204
0.0535	0.020897	-0.000146	-0.007844	0.002127	0.013036	-0.006866	-0.066934	0.000803
0.054	-0.011963	0.00067	-0.008595	0.000164	0.011816	-0.003405	-0.087736	0.005565
0.0545	-0.060232	0.000431	-0.007742	-0.003035	0.008161	0.000475	-0.123567	0.024686
0.055	-0.093618	-0.000786	-0.006473	-0.002434	0.00398	0.002412	-0.174013	0.06123
0.0555	-0.084558	-0.002322	-0.006043	0.001895	0.002997	0.003621	-0.22172	0.093434
0.056	-0.04353	-0.00395	-0.005674	0.004929	0.005379	0.00649	-0.227307	0.093508
0.0565	-0.007587	-0.00522	-0.004552	0.003812	0.006888	0.010783	-0.149264	0.060697
0.057	0.001555	-0.00544	-0.003002	0.000191	0.004958	0.014366	0.002843	0.019844
0.0575	-0.010868	-0.004319	-0.00177	-0.001909	0.001233	0.017076	0.151038	-0.009712
0.058	-0.033639	-0.002735	-0.001459	0.00011	-0.00193	0.019914	0.227384	-0.028218
0.0585	-0.055933	-0.001987	-0.002048	0.003544	-0.002766	0.022636	0.249735	-0.042736
0.059	-0.062223	-0.001861	-0.002283	0.004655	-0.001375	0.023421	0.265302	-0.053169
0.0595	-0.045783	-0.001172	-0.001042	0.00396	-0.000794	0.01969	0.250817	-0.054423
0.06	-0.020572	-0.00017	0.000591	0.002602	-0.003415	0.011537	0.154145	-0.047935
0.0605	-0.006072	0.000192	-0.000422	-0.000188	-0.007901	0.002824	0.018766	-0.042318
0.061	-0.006273	0.000645	-0.00749	-0.003191	-0.010452	-0.00374	-0.036853	-0.041625
0.0615	-0.010639	0.0021	-0.020272	-0.003697	-0.008727	-0.009496	0.021081	-0.041081
0.062	-0.010272	0.003821	-0.031421	-0.002797	-0.00476	-0.015303	0.094226	-0.036
0.0625	-0.005823	0.004015	-0.03383	-0.003024	-0.002548	-0.01824	0.093273	-0.027746
0.063	-0.001951	0.00182	-0.029675	-0.00307	-0.002525	-0.01568	0.045388	-0.01994
0.0635	-0.000233	-0.000377	-0.025291	-0.001196	-0.001329	-0.008258	0.024331	-0.013654
0.064	0.000807	-3.7e-05	-0.020898	0.000134	0.003064	0.001834	0.043542	-0.007465
0.0645	0.001783	0.00119	-0.011692	-0.00195	0.008625	0.011084	0.061011	-0.000973
0.065	0.002427	0.000374	0.003072	-0.005663	0.011698	0.015252	0.044517	0.003557
0.0655	0.003252	-0.001703	0.017043	-0.007253	0.010982	0.013787	-0.004345	0.003965
0.066	0.004417	-0.002077	0.023672	-0.005409	0.007706	0.010249	-0.06438	0.001658
0.0665	0.005744	-0.00134	0.022442	-0.001589	0.003373	0.008274	-0.105982	0.000244
0.067	0.007311	-0.00231	0.017575	0.001207	-0.000396	0.010838	-0.101626	0.000193
0.0675	0.008507	-0.004108	0.013183	0.001481	-0.001735	0.016072	-0.045966	-0.000709
0.068	0.008625	-0.00406	0.00817	0.000651	-0.000491	0.013732	0.031473	-0.001211
0.0685	0.008268	-0.002666	-0.004299	0.000434	0.000965	-0.001921	0.082964	0.001878
0.069	0.008915	-0.001823	-0.027665	0.00147	0.000837	-0.01881	0.080431	0.006874
0.0695	0.011019	-0.001592	-0.052992	0.002777	0.000124	-0.017302	0.038136	0.009378
0.07	0.014475	-0.001617	-0.064115	0.003234	-1.1e-05	0.006341	-0.003979	0.008977
0.0705	0.01958	-0.001902	-0.05015	0.003969	-0.000804	0.034071	-0.020703	0.007965
0.071	0.024598	-0.001757	-0.010655	0.00522	-0.003128	0.043029	-0.021266	0.006726
0.0715	0.02647	-0.001581	0.046294	0.005624	-0.004537	0.023117	-0.026311	0.005117
0.0720000000000001	0.025373	-0.002781	0.1057	0.005435	-0.002948	-0.015519	-0.038403	0.004151
0.0725000000000001	0.024767	-0.003779	0.146208	0.004506	-0.000645	-0.050677	-0.046148	0.003267
0.0730000000000001	0.026409	-0.001684	0.148524	0.001628	-0.001147	-0.069322	-0.045382	0.001423
0.0735000000000001	0.028534	0.002273	0.112303	-0.001853	-0.004027	-0.075696	-0.042411	9.2e-05
0.0740000000000001	0.029198	0.004784	0.060627	-0.004034	-0.005881	-0.075645	-0.041292	0.000882
0.0745000000000001	0.027668	0.005389	0.02179	-0.007191	-0.005986	-0.062707	-0.039982	0.003246
0.0750000000000001	0.023744	0.004961	0.007855	-0.013906	-0.007084	-0.030416	-0.037311	0.005565
0.0755000000000001	0.017767	0.003355	0.0093	-0.021937	-0.009487	0.008745	-0.035028	0.006332
0.0760000000000001	0.008023	0.001406	0.00802	-0.028281	-0.009311	0.032351	-0.034677	0.004989
0.0765000000000001	-0.010672	0.000651	-0.003987	-0.032431	-0.004991	0.032564	-0.035204	0.003278
0.0770000000000001	-0.038679	0.000461	-0.021058	-0.034869	0.000259	0.020882	-0.033565	0.002691
0.0775000000000001	-0.06348	-0.000612	-0.035422	-0.036656	0.003265	0.012174	-0.029469	0.001679
0.0780000000000001	-0.069029	-0.001847	-0.043233	-0.037917	0.002599	0.012352	-0.025774	0.000747
0.0785000000000001	-0.053997	-0.00123	-0.042864	-0.036276	-0.001017	0.018379	-0.023897	0.003268
0.0790000000000001	-0.033887	0.001082	-0.034952	-0.029094	-0.004083	0.021203	-0.023739	0.007673
0.0795000000000001	-0.021862	0.001975	-0.02298	-0.016756	-0.004342	0.011065	-0.024725	0.006646
0.0800000000000001	-0.015771	-0.000466	-0.012407	-0.001618	-0.003407	-0.011586	-0.025661	-0.002424
0.0805000000000001	-0.008895	-0.003429	-0.007774	0.014398	-0.003504	-0.03073	-0.025895	-0.011679
0.0810000000000001	-0.001889	-0.002955	-0.009193	0.029087	-0.00413	-0.028122	-0.024899	-0.012806
0.0815000000000001	0.001351	-0.000161	-0.012809	0.04084	-0.004032	-0.004916	-0.022599	-0.006453
0.0820000000000001	0.001803	0.001071	-0.014625	0.048552	-0.003392	0.020207	-0.019839	0.000228
0.0825000000000001	0.004392	0.000344	-0.013287	0.050738	-0.002123	0.035464	-0.016832	0.001974
0.0830000000000001	0.010536	-0.000601	-0.010485	0.049518	-0.000775	0.043561	-0.013835	0.002019
0.0835000000000001	0.015906	-0.000542	-0.009087	0.048722	-0.000247	0.048649	-0.011993	0.006638
0.0840000000000001	0.016398	0.00088	-0.010115	0.046858	0.001844	0.048748	-0.011922	0.015027
0.0845000000000001	0.012821	0.001785	-0.012094	0.040924	0.007277	0.036555	-0.012764	0.020653
0.0850000000000001	0.008526	0.000494	-0.013723	0.032983	0.01375	0.006689	-0.013058	0.019854
0.0855000000000001	0.005555	-0.001426	-0.014715	0.025324	0.019708	-0.031473	-0.012407	0.013941
0.0860000000000001	0.005216	-0.001308	-0.013813	0.017496	0.023948	-0.053388	-0.011409	0.006029
0.0865000000000001	0.00868	0.00105	-0.010665	0.011619	0.023111	-0.04082	-0.010382	0.000395
0.0870000000000001	0.014218	0.002923	-0.007341	0.009786	0.017658	-0.003058	-0.009185	-0.000338
0.0875000000000001	0.017137	0.00265	-0.005464	0.008745	0.013497	0.030516	-0.007916	0.001603
0.0880000000000001	0.014158	0.001463	-0.005569	0.004088	0.013454	0.040295	-0.006828	0.002506
0.0885000000000001	0.006454	0.000471	-0.006744	-0.004678	0.014406	0.032965	-0.005674	0.001159
0.0890000000000001	-0.001512	-0.000225	-0.007462	-0.014421	0.013405	0.027137	-0.003901	-0.000478
0.0895000000000001	-0.005479	-0.000473	-0.008653	-0.02103	0.011573	0.029608	-0.001025	-0.000145
0.0900000000000001	-0.004803	-8e-06	-0.011195	-0.021269	0.0123	0.032194	0.002378	0.00113
0.0905000000000001	-0.002426	0.001536	-0.011991	-0.015715	0.014455	0.027185	0.004451	0.000886
0.0910000000000001	-0.000898	0.004001	-0.008191	-0.010013	0.007958	0.015745	0.004712	-0.001171
0.0915000000000001	-0.000721	0.005513	-0.003652	-0.007747	-0.01717	0.00153	0.004537	-0.002906
0.0920000000000001	-0.001995	0.004164	-0.003458	-0.007232	-0.054071	-0.012907	0.004367	-0.002712
0.0925000000000001	-0.004265	0.001568	-0.003887	-0.007696	-0.076245	-0.021804	0.003714	-0.00182
0.0930000000000001	-0.005767	0.000734	0.002267	-0.009283	-0.063303	-0.019405	0.003506	-0.001304
0.0935000000000001	-0.005337	0.001626	0.013441	-0.009877	-0.028223	-0.008374	0.004765	-0.000253
0.0940000000000001	-0.003944	0.002053	0.019608	-0.008506	-0.00302	0.001545	0.005926	0.001011
0.0945000000000001	-0.003308	0.000875	0.013684	-0.00776	-0.000199	0.003896	0.005003	-0.000121
0.0950000000000001	-0.004193	-0.000691	0.000829	-0.009088	-0.00464	0.002186	0.002713	-0.004191
0.0955000000000001	-0.00575	-0.001218	-0.006751	-0.009013	-0.001371	0.003364	0.001613	-0.00688
0.0960000000000001	-0.005523	-0.00061	-0.007256	-0.0055	0.006547	0.007498	0.003358	-0.005251
0.0965000000000001	-0.001236	0.000966	-0.015518	-0.002458	0.010445	0.008512	0.006761	-0.002755
0.0970000000000001	0.005874	0.002159	-0.043425	-0.002713	0.010156	0.002654	0.008992	-0.002523
0.0975000000000001	0.011189	0.001043	-0.079899	-0.004533	0.010755	-0.005416	0.009458	-0.002485
0.0980000000000001	0.01144	-0.001313	-0.102671	-0.006492	0.014493	-0.0062	0.009433	-0.00125
0.0985000000000001	0.00718	-0.002154	-0.10498	-0.009471	0.019275	0.001675	0.008225	-0.000847
0.0990000000000001	0.001238	-0.001718	-0.098303	-0.013777	0.021787	0.006791	0.005226	-0.001757
0.0995000000000001	-0.003187	-0.001642	-0.090243	-0.017717	0.020448	-0.001985	0.002538	-0.002508
0.1	-0.004447	-0.00133	-0.069667	-0.019761	0.014926	-0.022453	0.001727	-0.002251
0.1005	-0.003625	-0.000296	-0.02159	-0.019522	0.004638	-0.041171	0.002208	-0.000398
0.101	-0.002557	0.000645	0.049185	-0.01807	-0.00903	-0.045584	0.002772	0.001873
0.1015	-0.001848	0.001376	0.119527	-0.017382	-0.019416	-0.0349	0.002231	0.002345
0.102	-0.001744	0.001677	0.165927	-0.016707	-0.016312	-0.02077	0.000537	0.001489
0.1025	-0.002199	0.000783	0.176276	-0.014099	0.003314	-0.015634	-0.000461	0.000968
0.103	-0.002204	-0.000384	0.153802	-0.010868	0.023506	-0.020344	0.0004	0.001397
0.1035	-0.001507	-0.000436	0.11354	-0.008783	0.020134	-0.024892	0.002017	0.003236
0.104	-0.000923	-0.001224	0.072258	-0.006204	-0.007744	-0.018331	0.003045	0.005875
0.1045	0.000412	-0.004359	0.039953	-0.001205	-0.031244	0.002418	0.003314	0.006346
0.105	0.004329	-0.006836	0.018513	0.005187	-0.025939	0.025479	0.004518	0.003241
0.1055	0.010783	-0.005833	0.006484	0.011473	0.000158	0.027925	0.008691	0.000599
0.106	0.018627	-0.002412	0.00327	0.016762	0.020768	0.000745	0.014086	0.001732
0.1065	0.025633	0.000694	0.006936	0.020936	0.021924	-0.034007	0.016896	0.00365
0.107	0.029146	0.001713	0.011205	0.025239	0.011022	-0.044574	0.017252	0.002826
0.1075	0.030212	0.001692	0.010842	0.028446	0.004762	-0.02229	0.018316	0.000332
0.108	0.032212	0.002709	0.007886	0.02785	0.013372	0.013353	0.020542	-0.000687
0.1085	0.035241	0.004301	0.00685	0.024726	0.02841	0.035383	0.020638	0.000219
0.109	0.036051	0.004104	0.0074	0.0219	0.025312	0.032596	0.016353	0.000282
0.1095	0.032618	0.00197	0.006037	0.019874	-0.008932	0.014866	0.010448	-0.001898
0.11	0.025933	0.000263	0.001629	0.018687	-0.051683	-0.001725	0.007772	-0.003361
0.1105	0.018203	-0.000296	-0.003473	0.018187	-0.065991	-0.009676	0.009186	-0.001034
0.111	0.013129	-0.000265	-0.006948	0.01668	-0.044535	-0.01005	0.010896	0.002036
0.1115	0.014696	0.0002	-0.009282	0.014489	-0.014923	-0.004884	0.010097	0.001445
0.112	0.021051	-0.000413	-0.012259	0.01315	-0.00215	0.0054	0.008158	-0.000967
0.1125	0.023791	-0.00261	-0.01675	0.009426	-0.002807	0.018536	0.007284	-0.002183
0.113	0.017608	-0.003088	-0.02303	0.001744	-0.002264	0.029626	0.00748	-0.002958
0.1135	0.008951	0.000168	-0.030738	-0.003905	-3.9e-05	0.035004	0.007357	-0.003553
0.114	0.009534	0.00375	-0.038209	-0.004493	-0.004335	0.033141	0.006397	-0.002836
0.1145	0.019486	0.003735	-0.043372	-0.00464	-0.014616	0.02415	0.005427	-0.001965
0.115	0.022556	0.000459	-0.044295	-0.00731	-0.021567	0.012921	0.00482	-0.002193
0.1155	0.00293	-0.003622	-0.039667	-0.010278	-0.018406	0.006692	0.00392	-0.001555
0.116	-0.033856	-0.006413	-0.030608	-0.01239	-0.007869	0.005442	0.002207	0.000977
0.1165	-0.063704	-0.006445	-0.020547	-0.015348	0.002144	0.001871	-0.000751	0.00324
0.117	-0.069259	-0.003828	-0.012219	-0.019916	0.007237	-0.00683	-0.005212	0.003316
0.1175	-0.054601	-0.00023	-0.006578	-0.025582	0.008028	-0.014159	-0.009091	0.000805
0.118	-0.03657	0.002585	-0.003853	-0.031549	0.007201	-0.014176	-0.010249	-0.002575
0.1185	-0.029537	0.003177	-0.003476	-0.036744	0.006468	-0.010448	-0.010607	-0.004044
0.119	-0.038312	0.000954	-0.004311	-0.040423	0.005314	-0.010087	-0.01234	-0.003605
0.1195	-0.058676	-0.002415	-0.005549	-0.042403	0.004066	-0.012948	-0.014527	-0.00274
0.12	-0.079057	-0.003829	-0.006835	-0.042501	0.004942	-0.013589	-0.015008	-0.001927
0.1205	-0.088006	-0.002191	-0.007423	-0.039027	0.008241	-0.010404	-0.011538	-0.001648
0.121	-0.085125	0.000444	-0.005768	-0.029059	0.011525	-0.00627	-0.004536	-0.00199
0.1215	-0.07704	0.001801	-0.001814	-0.01287	0.013004	-0.003263	0.000942	-0.002757
0.122	-0.063514	0.001781	0.001583	0.004991	0.012893	-0.000559	-0.001475	-0.004195
0.1225	-0.039279	0.001506	0.001502	0.021021	0.012391	0.003185	-0.014832	-0.005468
0.123	-0.008525	0.000929	-0.001227	0.033867	0.012262	0.007195	-0.035109	-0.00528
0.1235	0.015433	-0.000434	-0.00264	0.040748	0.012558	0.009163	-0.052636	-0.004533
0.124	0.025741	-0.001263	-0.001164	0.040009	0.013326	0.007445	-0.060259	-0.004413
0.1245	0.02627	-0.000388	0.001546	0.035191	0.013527	0.003491	-0.058012	-0.003624
0.125	0.021155	0.001444	0.004772	0.029802	0.01232	0.001481	-0.05213	-0.001726
0.1255	0.010556	0.002696	0.007394	0.021641	0.011216	0.002977	-0.052174	-0.001158
0.126	-0.002878	0.00227	0.007666	0.008349	0.011812	0.00452	-0.06281	-0.003155
0.1265	-0.011185	0.001125	0.007166	-0.004593	0.014146	0.001117	-0.075703	-0.005717
0.127	-0.008539	0.000977	0.007862	-0.008236	0.016381	-0.009822	-0.07149	-0.005825
0.1275	0.001029	0.001294	0.008809	-0.001834	0.015877	-0.023985	-0.03125	-0.002303
0.128	0.008797	0.000593	0.009026	0.006901	0.013151	-0.031593	0.044756	0.002081
0.1285	0.01232	-0.000904	0.008452	0.011838	0.011754	-0.029248	0.123048	0.003124
0.129	0.014431	-0.002239	0.007266	0.013144	0.012419	-0.025956	0.156138	0.001135
0.1295	0.016218	-0.003436	0.00567	0.013303	0.011949	-0.032106	0.12911	-0.000222
0.13	0.01706	-0.00425	0.003573	0.012275	0.009711	-0.046374	0.075739	-7.8e-05
0.1305	0.016316	-0.003825	0.002406	0.009241	0.00886	-0.059659	0.040279	0.00105
0.131	0.014242	-0.002255	0.005359	0.004743	0.010439	-0.06755	0.03499	0.003452
0.1315	0.013324	-8.4e-05	0.014733	-0.001404	0.012286	-0.073019	0.040824	0.00507
0.132	0.014955	0.002137	0.029156	-0.007601	0.011896	-0.078636	0.038593	0.003747
0.1325	0.017059	0.003174	0.041784	-0.00902	0.007658	-0.076062	0.02757	0.001743
0.133	0.01795	0.00195	0.044503	-0.005088	0.001159	-0.047342	0.017403	0.002235
0.1335	0.01782	-0.000585	0.036818	-0.001505	-0.003	0.015075	0.014426	0.004739
0.134	0.016696	-0.002637	0.02656	-0.001402	-0.003296	0.089333	0.016959	0.007066
0.1345	0.015449	-0.004301	0.019994	-0.002526	-0.002777	0.1336	0.018572	0.008196
0.135	0.015517	-0.005669	0.015662	-0.00414	-0.003611	0.123263	0.014606	0.008619
0.1355	0.015387	-0.006279	0.009024	-0.007202	-0.005776	0.076312	0.005717	0.00951
0.136	0.012987	-0.006452	0.000127	-0.009905	-0.00901	0.032931	-0.002965	0.009684
0.1365	0.010165	-0.00534	-0.006361	-0.009365	-0.012611	0.011616	-0.006724	0.006627
0.137	0.009084	-0.002222	-0.007797	-0.004344	-0.01602	-0.001104	-0.007473	0.002678
0.1375	0.008386	0.001775	-0.004911	0.001655	-0.01926	-0.019035	-0.010526	0.00253
0.138	0.006883	0.005141	-1e-05	0.002604	-0.021324	-0.036168	-0.015776	0.005583
0.1385	0.0059	0.006613	0.000476	-0.000743	-0.021128	-0.041034	-0.018654	0.007408
0.139	0.005652	0.005937	-0.011799	-0.002582	-0.020366	-0.033164	-0.016819	0.006168
0.1395	0.004948	0.004816	-0.034047	-0.001942	-0.020772	-0.018453	-0.0122	0.00375
0.14	0.004528	0.006262	-0.04631	-0.002191	-0.020374	0.000907	-0.008866	0.002572
