Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0.0685	0.004679	-0.002565	0.034969	-0.025997	-0.002888	-0.000488	-0.0465	-0.035411
0.069	0.003072	-0.005076	0.04929	-0.023731	-0.000931	0.00152	-0.043416	-0.028579
0.0695	0.002515	-0.006067	0.018719	-0.020385	0.000466	0.004064	-0.075915	-0.022992
0.07	0.003796	-0.007339	-0.02587	-0.017452	0.000964	0.003886	-0.144024	-0.020301
0.0705	0.006028	-0.009641	-0.051074	-0.016217	0.000714	0.000578	-0.225714	-0.01941
0.071	0.00717	-0.010845	-0.054956	-0.016547	0.000457	-0.001909	-0.283475	-0.018177
0.0715	0.005308	-0.009867	-0.04936	-0.016248	0.000475	-0.000615	-0.280002	-0.015637
0.0720000000000001	0.002872	-0.008151	-0.04217	-0.014095	0.001649	0.003007	-0.20783	-0.013286
0.0725000000000001	0.004371	-0.0083	-0.037956	-0.011033	0.004972	0.005239	-0.09865	-0.011645
0.0730000000000001	0.008265	-0.010094	-0.038453	-0.009089	0.008177	0.004874	0.024869	-0.009315
0.0735000000000001	0.009808	-0.010142	-0.040808	-0.009659	0.00726	0.004303	0.182976	-0.006072
0.0740000000000001	0.009486	-0.007183	-0.041169	-0.011523	0.00164	0.005607	0.36863	-0.003763
0.0745000000000001	0.009444	-0.003406	-0.039804	-0.011893	-0.00464	0.007108	0.479432	-0.003382
0.0750000000000001	0.008175	-0.00127	-0.040036	-0.009978	-0.007336	0.006267	0.41484	-0.002851
0.0755000000000001	0.005518	-0.001167	-0.043307	-0.008209	-0.006432	0.0056	0.224877	-0.000933
0.0760000000000001	0.004407	-0.001245	-0.048172	-0.007866	-0.005025	0.008886	0.064015	0.000598
0.0765000000000001	0.005321	-0.000456	-0.052382	-0.007073	-0.005194	0.013603	0.006866	0.000926
0.0770000000000001	0.005881	-6.8e-05	-0.054169	-0.004804	-0.005843	0.01507	0.001884	0.000928
0.0775000000000001	0.005061	-0.000581	-0.053229	-0.002629	-0.005342	0.013025	-0.000861	0.001635
0.0780000000000001	0.004365	-0.001208	-0.051013	-0.002736	-0.004638	0.009158	0.026018	0.003845
0.0785000000000001	0.004906	-0.002005	-0.048744	-0.004437	-0.005391	0.003812	0.113051	0.006428
0.0790000000000001	0.005342	-0.002691	-0.046087	-0.004755	-0.007145	-0.002964	0.216635	0.007008
0.0795000000000001	0.00416	-0.001909	-0.04253	-0.00366	-0.008158	-0.009682	0.262362	0.005743
0.0800000000000001	0.002023	0.000341	-0.038023	-0.002853	-0.008243	-0.013725	0.2368	0.005431
0.0805000000000001	0.000384	0.002028	-0.03291	-0.001943	-0.008174	-0.014731	0.188784	0.006906
0.0810000000000001	-0.000811	0.001565	-0.028503	-0.001206	-0.007398	-0.014906	0.14421	0.007456
0.0815000000000001	-0.002152	1.2e-05	-0.025993	-0.002819	-0.005354	-0.014763	0.072446	0.004939
0.0820000000000001	-0.002954	-0.000436	-0.024697	-0.006233	-0.002939	-0.013486	-0.050068	0.001207
0.0825000000000001	-0.002059	0.000417	-0.022469	-0.007932	-0.002023	-0.011533	-0.194102	-0.00025
0.0830000000000001	0.00044	0.001453	-0.018282	-0.007679	-0.003579	-0.009139	-0.317335	0.000633
0.0835000000000001	0.002103	0.001571	-0.014647	-0.007396	-0.006079	-0.006604	-0.408365	0.001656
0.0840000000000001	0.001141	-6.4e-05	-0.014957	-0.00597	-0.006881	-0.00536	-0.469229	0.002663
0.0845000000000001	-0.000186	-0.001885	-0.018253	-0.003413	-0.004458	-0.00466	-0.486785	0.004538
0.0850000000000001	3.8e-05	-0.002002	-0.020854	-0.00192	-0.000237	-0.002604	-0.449835	0.007807
0.0855000000000001	0.000718	-0.001495	-0.020999	-0.001654	0.002284	-0.000298	-0.376795	0.011759
0.0860000000000001	0.001494	-0.000951	-0.018627	-0.002609	0.001909	0.00011	-0.28376	0.013352
0.0865000000000001	0.00251	0.000131	-0.014905	-0.004534	0.000889	-0.00242	-0.128318	0.011549
0.0870000000000001	0.0029	0.000266	-0.011815	-0.005601	0.001526	-0.006904	0.140963	0.009968
0.0875000000000001	0.002398	-0.001299	-0.00963	-0.005462	0.003672	-0.009699	0.447968	0.011153
0.0880000000000001	0.001934	-0.002836	-0.007741	-0.00574	0.005179	-0.008591	0.590477	0.012387
0.0885000000000001	0.002234	-0.00318	-0.005908	-0.00678	0.003837	-0.005304	0.4529	0.011067
0.0890000000000001	0.002501	-0.002021	-0.003238	-0.006713	-6.7e-05	-0.002948	0.161982	0.009545
0.0895000000000001	0.001777	0.000389	-0.000166	-0.00438	-0.002695	-0.003105	-0.040703	0.010171
0.0900000000000001	0.000289	0.00225	0.001397	-0.000339	-0.000999	-0.005122	-0.049312	0.01215
0.0905000000000001	-0.001531	0.002757	0.001578	0.003555	0.002672	-0.007321	0.034735	0.013596
0.0910000000000001	-0.00348	0.003114	0.002236	0.004601	0.003833	-0.00814	0.057626	0.012917
0.0915000000000001	-0.005325	0.003849	0.003975	0.002957	0.001706	-0.007426	-0.012433	0.011529
0.0920000000000001	-0.006574	0.004537	0.005464	0.001418	-0.000904	-0.006416	-0.076086	0.012138
0.0925000000000001	-0.00695	0.004599	0.006364	0.000542	-0.001816	-0.005261	-0.038428	0.014
0.0930000000000001	-0.007027	0.00316	0.008879	-0.001217	-0.001246	-0.002271	0.080188	0.014013
0.0935000000000001	-0.006705	0.00028	0.013589	-0.003562	0.000352	0.003477	0.176638	0.011215
0.0940000000000001	-0.004633	-0.001574	0.017233	-0.004178	0.003313	0.010509	0.187075	0.008166
0.0945000000000001	-0.001576	-0.00034	0.017197	-0.002568	0.006759	0.015829	0.147747	0.007377
0.0950000000000001	-0.001177	0.001533	0.015061	0.00029	0.008139	0.016093	0.127417	0.00934
0.0955000000000001	-0.004546	0.000776	0.013819	0.004169	0.006214	0.01039	0.133623	0.012568
0.0960000000000001	-0.008041	-0.001549	0.013997	0.007431	0.00321	0.002639	0.121725	0.013797
0.0965000000000001	-0.007989	-0.003168	0.014693	0.007695	0.002082	-0.001839	0.073869	0.010788
0.0970000000000001	-0.004669	-0.003626	0.015821	0.006056	0.002856	-0.001939	0.019402	0.004937
0.0975000000000001	-0.00142	-0.00321	0.017908	0.0051	0.003262	-0.000791	-0.01816	0.00077
0.0980000000000001	-0.000494	-0.002585	0.02151	0.0042	0.002202	-0.000696	-0.049281	0.000232
0.0985000000000001	-0.001209	-0.001783	0.026599	0.002879	0.000868	-0.001031	-0.087324	0.000411
0.0990000000000001	-0.002356	-0.000343	0.031704	0.003022	0.000731	-0.001274	-0.119252	-0.000159
0.0995000000000001	-0.004198	0.000629	0.033844	0.003885	0.002198	-0.002132	-0.117075	0.000328
0.1	-0.007553	-0.000332	0.031321	0.003271	0.00333	-0.002844	-0.070386	0.002621
0.1005	-0.010636	-0.003013	0.026878	0.001158	0.001389	-0.001683	-0.005738	0.004641
0.101	-0.010323	-0.006323	0.023978	-0.000873	-0.002338	0.000202	0.028855	0.004797
0.1015	-0.007507	-0.008421	0.022397	-0.001247	-0.003606	0.000184	0.006284	0.004347
0.102	-0.00599	-0.006979	0.020838	-0.000763	-0.001434	-0.001782	-0.052254	0.004106
0.1025	-0.007449	-0.002001	0.017631	-0.000192	0.000434	-0.003263	-0.099915	0.003914
0.103	-0.010539	0.003359	0.010482	0.001254	-0.000905	-0.001295	-0.111999	0.004272
0.1035	-0.012999	0.006002	0.000502	0.002476	-0.003184	0.004126	-0.10053	0.003991
0.104	-0.013281	0.00643	-0.009369	0.002502	-0.002606	0.008806	-0.087057	0.001639
0.1045	-0.011238	0.007529	-0.019881	0.002512	0.00051	0.009578	-0.078063	-0.000184
0.105	-0.007482	0.009339	-0.033776	0.002216	0.003446	0.007432	-0.068834	0.000983
0.1055	-0.002548	0.008949	-0.052987	0.000836	0.005105	0.004167	-0.056972	0.002774
0.106	0.000827	0.005238	-0.08322	7.6e-05	0.004845	0.000257	-0.04384	0.002976
0.1065	-0.000837	0.000605	-0.130823	0.000514	0.003245	-0.003233	-0.029752	0.001548
0.107	-0.005047	-0.001056	-0.177531	0.000867	0.002833	-0.00432	-0.014732	-0.001778
0.1075	-0.005252	0.002015	-0.170907	0.002626	0.003051	-0.003126	-0.00142	-0.005124
0.108	0.000399	0.007541	-0.077869	0.00792	0.001444	-0.001931	0.006863	-0.005721
0.1085	0.008293	0.010624	0.052114	0.014325	-0.001205	-0.001466	0.009282	-0.003864
0.109	0.014512	0.007907	0.120828	0.016738	-0.003034	-0.001091	0.006292	-0.001758
0.1095	0.017195	0.001913	0.090519	0.014011	-0.003557	-0.00098	-0.001715	-0.000556
0.11	0.017678	-0.001687	0.022599	0.011305	-0.00272	-0.000945	-0.011824	0.000429
0.1105	0.018891	-0.001101	-0.005291	0.012425	-0.000774	-1e-05	-0.017762	0.000617
0.111	0.020389	0.000678	0.016004	0.015148	0.000784	0.001806	-0.015121	-0.001872
0.1115	0.01996	0.000619	0.042731	0.017052	0.000517	0.002946	-0.008236	-0.005876
0.112	0.018315	-0.001149	0.045648	0.017183	-0.000401	0.002527	-0.011372	-0.008554
0.1125	0.01664	-0.002388	0.033454	0.014876	-0.000333	0.001688	-0.038493	-0.009371
0.113	0.014712	-0.001179	0.024091	0.012172	-0.000744	0.00114	-0.086876	-0.009096
0.1135	0.011914	0.002013	0.02155	0.011179	-0.003535	3.9e-05	-0.132383	-0.008058
0.114	0.007207	0.004622	0.02184	0.010366	-0.006554	-0.002099	-0.145908	-0.007295
0.1145	0.00141	0.005011	0.023578	0.007011	-0.00583	-0.004807	-0.120834	-0.007941
0.115	-0.003076	0.003473	0.026233	0.000808	-0.001248	-0.007217	-0.085853	-0.008568
0.1155	-0.005454	0.001327	0.026993	-0.00509	0.00301	-0.007884	-0.073675	-0.007428
0.116	-0.005822	5e-05	0.025421	-0.007338	0.003574	-0.00579	-0.069573	-0.005647
0.1165	-0.004202	0.000366	0.024518	-0.005946	0.001521	-0.00199	-0.027525	-0.004481
0.117	-0.000623	0.00179	0.024855	-0.002771	0.000244	0.001811	0.046737	-0.003911
0.1175	0.004639	0.002627	0.024398	0.000231	0.001811	0.005455	0.085862	-0.004454
0.118	0.00854	0.001564	0.021449	0.001853	0.005054	0.009097	0.06601	-0.005634
0.1185	0.006621	-0.001001	0.014129	0.003521	0.005952	0.011791	0.057687	-0.004649
0.119	0.000347	-0.003563	0.00215	0.00655	0.003062	0.013029	0.119769	-0.001064
0.1195	-0.002627	-0.005013	-0.010784	0.009388	0.000164	0.013312	0.201696	0.001057
0.12	0.002062	-0.005693	-0.019764	0.011163	0.000341	0.012648	0.212898	0.00047
0.1205	0.01132	-0.006228	-0.023142	0.0116	0.002562	0.010758	0.139091	-7.6e-05
0.121	0.01875	-0.006995	-0.023334	0.00956	0.003665	0.007766	0.038126	-0.000385
0.1215	0.019687	-0.008259	-0.025076	0.006822	0.001797	0.004032	-0.032275	-0.00071
0.122	0.015099	-0.008825	-0.034499	0.006569	-0.000648	0.000766	-0.044872	0.000569
0.1225	0.009411	-0.007469	-0.054839	0.008744	0.000424	-0.001282	-0.004392	0.002465
0.123	0.00293	-0.005308	-0.078582	0.011001	0.005538	-0.003207	0.048313	0.002518
0.1235	-0.007664	-0.004104	-0.089669	0.011701	0.010228	-0.005658	0.063824	0.001252
0.124	-0.020551	-0.004243	-0.078913	0.01024	0.00991	-0.007598	0.039343	-0.000241
0.1245	-0.029218	-0.005434	-0.05548	0.005184	0.005506	-0.007682	0.024588	-0.001893
0.125	-0.030388	-0.007293	-0.039545	-0.003632	0.001449	-0.006012	0.057982	-0.002628
0.1255	-0.024343	-0.00793	-0.042154	-0.012994	0.000854	-0.004081	0.1139	-0.003006
0.126	-0.01335	-0.005987	-0.056715	-0.019132	0.003321	-0.003147	0.131576	-0.004233
0.1265	-0.00163	-0.00398	-0.071675	-0.020385	0.005626	-0.003819	0.088255	-0.00407
0.127	0.008139	-0.003462	-0.07917	-0.018427	0.005899	-0.004961	0.017318	-0.001334
0.1275	0.014818	-0.00179	-0.066057	-0.015964	0.004713	-0.00479	-0.043466	0.001154
0.128	0.016451	0.002143	-0.013864	-0.013342	0.002763	-0.00434	-0.087763	0.001272
0.1285	0.012751	0.005657	0.080828	-0.010131	0.001146	-0.00487	-0.118892	6.4e-05
0.129	0.007284	0.007276	0.194162	-0.008644	0.001152	-0.004382	-0.123892	-0.001863
0.1295	0.00389	0.008255	0.28584	-0.011317	0.002305	-0.001648	-0.091193	-0.004904
0.13	0.002312	0.009052	0.31756	-0.015597	0.002758	0.000769	-0.041106	-0.006305
0.1305	-0.000239	0.009649	0.276269	-0.017875	0.001959	0.00092	-0.009337	-0.003637
0.131	-0.004838	0.010509	0.197154	-0.017868	0.000977	0.000114	0.006176	0.000509
0.1315	-0.009359	0.010597	0.14291	-0.01685	-5e-05	0.000217	0.051319	0.002565
0.132	-0.010725	0.008852	0.135876	-0.015625	-0.001759	0.001498	0.144945	0.001556
0.1325	-0.008698	0.006326	0.13355	-0.011687	-0.003599	0.00281	0.229302	-0.000622
0.133	-0.006406	0.00452	0.09244	-0.002516	-0.005093	0.003316	0.227716	-0.000162
0.1335	-0.006501	0.00377	0.020368	0.007702	-0.006525	0.003226	0.134356	0.002854
0.134	-0.007685	0.003271	-0.054997	0.011715	-0.007187	0.00304	0.013975	0.002887
0.1345	-0.007677	0.001638	-0.120762	0.007782	-0.006205	0.002519	-0.074524	-0.0006
0.135	-0.006835	-0.001475	-0.160962	0.000754	-0.004591	0.000581	-0.126275	-0.00167
0.1355	-0.005257	-0.004542	-0.152209	-0.004772	-0.003938	-0.002363	-0.166204	-0.000529
0.136	-0.003225	-0.005931	-0.099	-0.00814	-0.00409	-0.003707	-0.202401	-0.002178
0.1365	-0.003158	-0.005499	-0.042133	-0.00948	-0.00387	-0.001859	-0.218169	-0.005174
0.137	-0.004523	-0.003673	-0.016422	-0.008711	-0.003428	0.001326	-0.203267	-0.005413
0.1375	-0.00414	-0.001065	-0.019831	-0.008226	-0.003865	0.002295	-0.179182	-0.005026
0.138	-0.002071	0.00165	-0.031588	-0.012969	-0.004553	-7e-05	-0.181818	-0.007805
0.1385	-0.000653	0.005026	-0.039676	-0.025093	-0.003686	-0.003368	-0.212509	-0.010802
0.139	-0.001281	0.008621	-0.043803	-0.039421	-0.001327	-0.004645	-0.206525	-0.009498
