Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0.05	632.892	-1262.003	924.528	379.882	-1283.755	933.441	567.248	-1449.484	961.177	480.803	-1463.066	961.978	670.02	-1366.534	862.852	333.223	-1366.923	869.187	585.699	-1248.884	700.116	638.888	-1380.532	443.649	529.887	-1403.567	438.87	662.405	-1496.525	205.058	633.511	-1569.654	53.849	544.164	-1546.672	59.403	559.783	-1400.338	-3.135	615.025	-1400.31	12.799	671.788	-1444.103	-10.443	398.214	-1193.948	704.579	312.136	-1222.107	486.272	427.438	-1192.167	466.973	278.86	-1150.871	233.885	291.39	-1076.209	74.294	379.073	-1065.155	97.523	359.495	-909.44	89.904	300.634	-901.114	120.783	259.86	-936.358	68.505
0.055	632.048	-1255.876	923.94	378.616	-1277.075	932.793	565.932	-1443.289	959.883	479.467	-1456.648	960.698	669.073	-1360.899	862.053	332.457	-1359.53	868.204	585.203	-1243.009	699.209	638.091	-1375.647	442.738	528.8	-1397.892	437.672	661.677	-1494.089	205.547	633.393	-1569.235	55	543.933	-1545.944	60.076	559.853	-1400.2	-3.131	615.146	-1400.151	12.723	671.824	-1444.103	-10.414	396.871	-1185.822	705.014	310.494	-1214.204	485.451	425.653	-1183.945	466.415	277.995	-1144.937	232.918	290.596	-1071.161	72.495	378.555	-1060.224	95.806	359.42	-904.64	86.86	300.348	-895.911	118.057	259.677	-931.102	66.256
0.06	630.953	-1249.625	922.623	377.558	-1270.363	931.675	564.575	-1437.007	958.628	478.18	-1450.087	959.39	668.194	-1355.392	861.449	331.257	-1352.341	867.376	584.668	-1237.093	697.837	636.996	-1370.576	441.786	527.707	-1392.204	436.811	660.953	-1491.949	205.895	633.276	-1568.382	55.974	543.867	-1545.047	60.717	560.109	-1399.966	-3.173	615.249	-1399.993	12.665	671.779	-1444.114	-10.387	395.545	-1177.323	705.182	308.959	-1206.505	484.512	424.01	-1175.604	466.207	277.001	-1138.56	231.454	290.024	-1066.439	70.421	377.898	-1055.844	93.445	359.65	-900.224	83.378	299.858	-891.175	114.592	259.691	-926.421	63.394
0.065	629.898	-1243.297	921.882	376.224	-1263.591	930.867	563.174	-1430.693	957.478	476.88	-1442.828	957.388	667.367	-1349.13	860.183	329.953	-1345.368	866.698	584.968	-1233.349	696.188	635.933	-1365.273	440.632	526.341	-1386.716	435.932	660.226	-1489.575	206.479	633.143	-1567.609	57.29	543.59	-1544.013	61.638	560.199	-1399.858	-3.243	615.365	-1399.802	12.585	671.731	-1444.247	-10.331	393.81	-1168.894	704.99	307.747	-1198.588	483.747	422.291	-1167.214	465.853	276.227	-1132.486	230.279	289.479	-1062.56	68.144	377.357	-1052.002	91.009	359.772	-896.543	79.408	299.442	-886.877	110.873	259.795	-922.677	60.042
0.07	628.79	-1236.875	920.66	375.043	-1256.719	929.88	561.805	-1424.352	956.334	475.496	-1436.359	956.023	666.44	-1343.754	859.588	328.75	-1338.239	865.689	584.512	-1227.345	695.011	635.147	-1359.792	439.809	525.074	-1380.322	434.706	659.358	-1486.738	207.223	632.988	-1566.652	58.738	543.369	-1543.023	62.364	560.433	-1399.683	-3.198	615.49	-1399.595	12.564	671.721	-1444.218	-10.335	391.974	-1160.266	704.379	306.798	-1190.846	482.83	420.787	-1159.053	465.83	275.506	-1126.448	228.872	288.934	-1059.256	66.284	376.924	-1048.599	88.783	360.214	-893.425	75.017	299.567	-883.563	107.004	259.987	-919.66	56.758
0.075	626.887	-1231.89	919.941	373.673	-1249.828	929.21	560.314	-1417.92	955.234	474.012	-1429.606	954.715	665.357	-1337.553	858.583	327.689	-1331.13	864.698	583.973	-1220.888	694.384	634.291	-1353.949	438.746	523.798	-1373.843	433.378	658.528	-1483.863	207.929	632.753	-1565.532	60.104	543.089	-1541.836	63.516	560.541	-1399.453	-3.111	615.665	-1399.374	12.584	671.574	-1444.313	-10.299	390.063	-1151.764	703.456	305.849	-1183.225	482.03	419.429	-1150.879	465.552	274.86	-1120.339	227.4	288.595	-1056.291	63.787	376.66	-1045.87	85.931	360.704	-891.182	70.323	299.965	-880.298	102.6	260.463	-916.955	53.126
0.08	626.037	-1224.891	919.154	372.214	-1242.753	928.458	558.829	-1411.383	954.167	472.433	-1422.918	953.449	664.139	-1331.889	857.887	326.519	-1323.95	863.709	583.414	-1214.785	693.439	633.15	-1347.808	437.759	522.227	-1367.391	432.41	657.746	-1480.981	208.606	632.506	-1564.536	61.945	542.76	-1540.804	64.877	560.744	-1399.315	-3.023	616.033	-1398.919	12.419	671.462	-1444.139	-10.397	388.161	-1143.292	702.401	307.768	-1173.577	481.871	418.526	-1142.949	465.159	274.048	-1115.194	225.661	288.395	-1053.533	61.068	376.436	-1043.566	83.248	361.497	-889.196	65.593	304.338	-877.573	98.851	260.955	-914.817	49.189
0.085	624.635	-1218.383	918.387	370.895	-1235.697	927.713	557.206	-1404.879	953.211	470.805	-1416.182	952.257	662.736	-1326.222	857.407	325.291	-1316.747	862.733	582.78	-1208.191	692.842	631.94	-1341.209	436.618	520.997	-1360.46	431.144	656.915	-1477.69	209.489	632.275	-1563.519	64.016	542.492	-1539.632	66.447	560.938	-1399.152	-2.916	616.203	-1398.606	12.404	671.237	-1444.392	-10.568	386.353	-1135.112	701.345	307.376	-1165.405	480.774	417.607	-1135.405	465.259	273.523	-1109.553	224.009	288.299	-1051.068	58.561	376.446	-1041.596	80.549	362.377	-887.64	60.652	305.5	-875.603	94.265	261.657	-913.388	45.007
0.09	623.857	-1211.5	917.112	369.084	-1228.066	926.826	555.472	-1398.251	952.112	469.053	-1409.236	951.206	661.352	-1319.776	856.362	324.196	-1309.257	861.359	581.859	-1201.409	691.852	630.889	-1334.293	435.611	519.565	-1353.228	429.801	655.956	-1474.129	210.439	632.533	-1561.439	67.595	542.215	-1538.008	68.139	561.134	-1398.974	-2.781	616.374	-1398.357	12.444	670.481	-1442.93	-9.34	384.51	-1127.151	700.431	306.873	-1157.316	480.025	416.883	-1127.989	464.884	272.856	-1103.98	222.469	288.377	-1049.331	56.147	376.686	-1040.061	77.645	363.58	-886.09	55.662	306.741	-873.741	89.571	262.677	-911.703	40.853
0.095	622.54	-1205.138	916.358	367.875	-1221.221	925.887	553.72	-1391.551	951.281	467.293	-1402.352	950.022	659.677	-1313.461	855.601	323.312	-1301.605	859.825	580.785	-1194.385	691.596	629.914	-1327.284	434.689	518.15	-1345.263	428.677	655.009	-1470.724	211.632	632.35	-1560.018	70.269	541.958	-1536.306	69.855	561.361	-1398.795	-2.576	616.623	-1398.028	12.513	670.606	-1443.816	-9.314	382.732	-1119.431	699.874	306.567	-1148.941	478.938	416.256	-1121.037	464.199	272.866	-1099.064	221.06	288.629	-1047.354	54.158	377.133	-1038.683	75.725	364.997	-883.858	50.459	308.216	-870.877	84.398	263.832	-909.485	36.629
0.1	620.294	-1199.233	916.004	366.511	-1213.856	924.866	551.595	-1386.878	951.242	465.306	-1395.68	949.009	657.941	-1307.138	854.694	321.95	-1294.171	858.78	579.919	-1187.321	690.632	628.708	-1319.591	433.368	516.657	-1337.112	427.234	654.135	-1466.744	212.873	632.009	-1558.206	72.834	541.561	-1534.894	72.194	561.589	-1398.607	-2.443	616.861	-1397.702	12.512	670.314	-1443.902	-9.268	381.006	-1112.019	699.161	306.033	-1140.899	478.388	415.777	-1114.462	463.916	273.626	-1094.042	219.327	288.611	-1044.923	53.772	377.53	-1035.305	74.058	365.919	-879.78	45.004	309.552	-865.693	77.667	264.809	-906.11	31.522
0.105	619.277	-1192.088	915.558	364.494	-1206.152	924.524	549.757	-1378.526	949.539	463.332	-1389.129	948.08	656.037	-1301.111	854.336	320.521	-1286.386	857.501	578.936	-1180.125	690.123	627.189	-1311.723	432.318	514.923	-1328.803	426.127	653.31	-1462.676	214.219	631.814	-1556.269	75.579	540.098	-1533.178	75.069	561.433	-1397.659	-1.585	617.161	-1397.294	12.558	670.121	-1443.972	-9.065	379.257	-1104.794	698.598	305.634	-1133.304	478.072	415.243	-1108.053	463.232	275.189	-1088.776	218.435	288.847	-1040.007	54.649	377.773	-1029.411	73.985	366.547	-876.118	38.479	309.833	-859.353	70.544	265.745	-902.508	26.035
0.11	618.049	-1185.661	915.168	363.087	-1198.89	923.999	547.884	-1372.191	948.906	461.264	-1382.737	947.512	654.241	-1294.079	853.104	318.974	-1278.709	856.398	577.939	-1172.752	689.651	625.786	-1303.355	431.246	513.424	-1320.033	424.685	652.258	-1457.989	215.866	631.707	-1554.155	79.112	540.109	-1530.779	77.423	561.589	-1397.337	-1.321	617.408	-1396.859	12.631	669.811	-1443.973	-8.995	377.8	-1097.681	697.864	305.002	-1126.57	478.597	415.428	-1102.105	462.9	276.534	-1083.123	218.198	288.956	-1034.466	55.09	377.593	-1022.426	74.146	367.646	-873.957	33.821	310.776	-854.47	64.995	267.028	-899.572	21.433
0.115	617.253	-1179.593	914.091	361.669	-1191.944	923.996	545.886	-1365.798	948.374	459.427	-1376.632	947.21	652.361	-1288.075	852.695	316.695	-1271.472	856.289	576.166	-1162.246	690.442	624.331	-1294.512	430.116	511.85	-1310.638	423.48	651.439	-1453.051	217.866	631.337	-1551.515	82.783	540.252	-1527.876	80.118	561.647	-1396.98	-1.136	617.584	-1396.453	12.665	669.461	-1443.922	-8.855	376.155	-1090.899	697.589	304.2	-1120.386	479.798	415.56	-1096.334	462.442	275.588	-1077.075	219.504	288.769	-1029.753	54.358	377.313	-1018.552	73.799	369.438	-872.721	30.843	312.278	-852.163	60.602	267.946	-897.452	17.73
0.12	615.784	-1173.306	913.87	360.798	-1185.503	923.81	544.106	-1359.493	947.971	457.577	-1370.616	947.406	650.599	-1281.27	851.779	314.549	-1264.489	856.286	574.721	-1154.11	690.497	622.416	-1284.592	429.908	510.288	-1301.199	422.309	650.356	-1447.505	220.021	631.223	-1548.768	86.999	540.684	-1525.535	83.537	561.665	-1396.582	-1.09	617.738	-1396.003	12.713	669.133	-1443.826	-8.504	374.513	-1084.398	697.908	303.3	-1114.232	480.934	416.346	-1090.897	463.217	273.354	-1070.825	221.008	288.184	-1027.417	52.981	377.138	-1017.533	72.95	370.747	-871.868	27.459	314.015	-850.945	56.983	268.914	-896.298	15.184
0.125	614.301	-1167.456	913.739	359.494	-1179.012	924.294	542.517	-1353.21	947.68	455.969	-1364.546	947.725	648.904	-1275.097	851.515	312.299	-1257.904	856.658	573.144	-1146.367	690.777	621.079	-1274.868	429.291	508.6	-1290.877	421.304	649.584	-1441.823	222.615	630.74	-1545.467	91.255	540.905	-1524.489	86.759	561.701	-1396.133	-1.205	617.847	-1395.515	12.655	668.798	-1443.674	-7.887	373.009	-1078.238	698.84	302.103	-1107.372	482.273	416.631	-1085.646	464.292	271.556	-1064.613	222.302	287.725	-1026.534	51.906	376.921	-1017.751	71.956	371.58	-871.4	24.727	315.268	-849.511	53.739	269.615	-895.121	12.886
0.13	612.964	-1160.693	914.172	358.318	-1172.855	924.747	541.076	-1347.007	947.45	454.777	-1358.524	948.19	647.364	-1268.813	851.388	310.221	-1251.991	857.683	571.012	-1138.277	691.482	619.73	-1264.56	428.75	506.899	-1280.472	420.793	648.533	-1435.766	225.702	630.327	-1541.873	96.574	540.559	-1520.513	90.295	561.782	-1395.662	-1.424	617.877	-1395.044	12.4	668.786	-1444.551	-8.155	371.776	-1072.447	700.118	301.042	-1099.701	483.545	416.74	-1080.169	466.242	270.596	-1059.368	222.544	286.961	-1026.217	51.963	376.595	-1017.916	71.621	371.996	-870.958	22.194	315.485	-848.394	50.992	269.955	-894.71	10.574
0.135	610.737	-1154.29	914.866	357.082	-1166.985	925.67	540.056	-1340.752	947.608	453.773	-1352.591	948.913	646.167	-1261.655	850.979	308.375	-1246.383	858.869	569.218	-1130.192	692.002	618.098	-1253.881	428.317	505.323	-1269.541	419.764	647.685	-1428.762	228.608	629.699	-1537.588	101.417	540.083	-1516.67	94.792	561.759	-1395.038	-1.793	617.787	-1394.361	11.914	668.302	-1443.991	-7.64	370.706	-1066.793	701.59	300.401	-1091.321	484.983	416.287	-1074.13	468.628	270.012	-1055.32	222.831	286.469	-1026.295	52.464	375.99	-1017.542	71.81	372.102	-870.567	21.002	315.198	-847.722	48.478	269.843	-893.896	8.307
0.14	609.266	-1148.058	915.392	355.856	-1161.374	926.605	539.31	-1334.518	947.859	452.947	-1346.454	949.662	645.107	-1254.74	850.907	306.911	-1240.981	860.468	566.779	-1121.997	693.209	616.749	-1242.68	428.22	503.695	-1257.909	418.903	646.583	-1421.874	232.454	629.247	-1533.091	107.165	539.373	-1511.713	98.75	561.64	-1394.347	-2.272	617.492	-1393.3	11.039	667.808	-1443.552	-6.635	370.083	-1061.137	703.408	300.135	-1082.562	486.251	415.509	-1067.301	471.215	269.585	-1051.919	223.333	285.773	-1025.722	52.707	375.282	-1016.43	72.459	371.711	-869.907	18.707	314.699	-846.951	45.977	269.475	-893.7	6.272
0.145	607.526	-1141.644	915.919	354.65	-1155.758	927.835	538.676	-1328.473	948.097	452.325	-1340.393	950.321	644.296	-1247.835	850.676	306.025	-1235.724	861.985	564.535	-1114.02	694.427	615.644	-1231.151	428.027	502.024	-1246.328	418.6	645.683	-1414.481	236.105	628.477	-1527.697	112.852	539.77	-1504.049	104.479	561.342	-1393.535	-3.046	617.264	-1391.86	10.16	667.236	-1442.737	-5.169	369.97	-1055.175	705.335	300.148	-1073.718	487.034	414.81	-1059.649	474.055	269.018	-1048.858	224.06	285.196	-1024.562	52.372	374.617	-1014.614	73.322	371.334	-869.153	16.985	313.82	-845.744	43.299	268.815	-893.166	4.403
0.15	605.637	-1135.544	916.383	353.102	-1150.29	929.054	538.176	-1322.262	948.757	451.719	-1334.33	951.214	643.491	-1240.8	850.708	305.356	-1230.519	863.945	561.778	-1105.615	696.076	614.568	-1220.065	427.699	500.778	-1233.881	417.986	644.709	-1406.185	240.024	627.814	-1522.092	119.389	539.574	-1497.675	109.193	560.853	-1393.756	-4.765	616.864	-1390.615	9.999	666.508	-1441.818	-3.814	370.399	-1049.215	707.454	299.951	-1065.623	487.822	413.122	-1051.777	476.341	268.417	-1045.904	224.527	284.792	-1023.115	51.837	374.252	-1011.136	74.812	370.754	-868.54	14.858	313.015	-844.926	40.776	268.106	-892.41	2.953
0.155	603.795	-1129.304	917.094	351.332	-1144.798	930.508	537.552	-1317.66	950.2	451.12	-1328.338	951.912	642.586	-1233.785	850.822	304.58	-1225.365	865.75	560.069	-1101.082	696.441	613.445	-1207.841	427.956	499.409	-1221.555	417.838	643.637	-1397.563	244.145	626.729	-1514.686	126.139	539.047	-1490.522	114.121	559.537	-1393.741	-5.999	616.152	-1389.803	10.034	665.746	-1440.631	-1.856	371.203	-1043.187	709.66	299.243	-1058.726	488.581	410.559	-1046.031	477.202	267.599	-1043.034	224.919	284.534	-1021.834	51.488	373.99	-1009.711	74.296	370.65	-868.155	13.197	312.658	-843.86	38.765	267.574	-891.988	2.342
0.16	601.87	-1123.233	918.108	349.839	-1139.227	931.76	536.898	-1311.709	950.969	450.394	-1322.22	952.784	641.711	-1226.942	851.013	304.121	-1219.648	866.905	556.331	-1090.669	698.853	614.297	-1197.234	427.26	498.185	-1208.423	417.544	642.642	-1388.391	248.161	625.462	-1508.682	132.244	538.488	-1482.904	118.92	558.388	-1393.552	-7.456	615.376	-1389.146	10.053	664.972	-1439.514	0.441	371.971	-1037.246	711.808	298.355	-1052.856	488.59	408.797	-1038.531	477.292	267.335	-1040.18	224.927	284.39	-1020.743	51.15	373.96	-1008.646	73.612	370.969	-867.839	11.78	313.107	-843.158	37.632	267.432	-891.582	2.06
0.165	599.962	-1117.152	919.288	347.727	-1133.263	933.054	536.212	-1305.799	951.968	449.562	-1316.244	953.355	640.635	-1219.814	851.376	303.081	-1213.951	867.665	553.981	-1082.857	700.743	613.272	-1184.388	427.809	497.299	-1194.867	417.127	641.397	-1379.133	252.389	624.438	-1500.933	138.113	537.897	-1473.793	122.884	557.796	-1392.915	-8.354	614.608	-1388.078	10.582	664.183	-1437.921	2.856	372.396	-1031.463	713.613	297.113	-1048.051	488.63	406.472	-1032.238	476.638	267.014	-1037.67	224.462	284.439	-1020.088	50.945	374.12	-1008.02	73.099	371.396	-867.721	10.622	314.25	-842.714	36.603	267.732	-891.245	2.174
0.17	598.298	-1111.19	920.25	346.344	-1128.134	934.225	535.278	-1300.081	952.823	448.503	-1310.339	954	639.33	-1213.493	852.094	301.804	-1208.153	868.49	551.56	-1075.283	702.272	612.366	-1172.236	428.044	496.35	-1181.545	416.9	640.219	-1369.257	256.423	623.027	-1494.121	142.513	537.281	-1464.813	127.057	557.747	-1391.01	-8.489	613.989	-1386.385	11.496	663.445	-1436.083	5.721	372.747	-1026.013	714.824	295.66	-1043.871	488.775	404.995	-1025.923	476.017	266.586	-1034.945	223.951	284.508	-1019.59	50.804	374.289	-1007.747	72.79	371.975	-867.823	9.499	315.419	-842.521	35.513	268.099	-890.991	2.207
0.175	596.483	-1105.431	921.151	344.723	-1122.427	935.239	534.262	-1294.195	953.593	447.253	-1304.588	954.724	638.19	-1206.486	852.814	303.03	-1203.624	867.759	549.747	-1068.154	703.639	610.039	-1158.049	428.995	495.263	-1167.752	416.734	638.884	-1358.978	260.151	621.603	-1486.202	148.451	536.386	-1456.143	131.644	557.942	-1388.878	-8.225	613.533	-1383.863	12.878	662.611	-1434.096	9.478	372.409	-1020.144	715.417	294.222	-1039.741	488.674	403.863	-1020.345	475.58	266.043	-1032.402	223.458	284.477	-1019.39	50.721	374.345	-1007.704	72.789	372.308	-867.846	7.955	316.14	-842.362	34.65	268.19	-890.823	2.289
0.18	594.744	-1099.676	922.216	342.639	-1116.519	936.592	533.151	-1288.471	954.477	445.903	-1298.821	955.217	636.674	-1200.208	853.593	301.522	-1197.499	867.815	547.94	-1060.885	705.232	609.222	-1145.748	429.388	494.609	-1154.56	416.467	637.429	-1348.456	263.906	620.023	-1477.986	154.896	535.285	-1447.651	136.365	558.103	-1386.119	-7.018	613.096	-1380.654	15.006	661.697	-1431.818	13.488	371.488	-1014.375	715.458	293.125	-1035.727	488.374	402.791	-1015.39	475.513	265.435	-1030.236	223.056	284.572	-1019.154	50.615	374.316	-1007.529	72.91	372.259	-867.766	6.868	316.441	-842.221	33.882	268.022	-890.696	2.122
0.185	593.218	-1093.95	923.554	341.016	-1110.792	937.686	531.794	-1282.806	955.099	444.363	-1293.115	955.795	635.132	-1193.254	854.326	299.937	-1191.242	868.65	546.541	-1053.794	706.624	608.725	-1133.813	430.059	496.494	-1139.354	417.098	636.234	-1337.88	267.671	618.383	-1469.803	160.828	533.822	-1439.32	141.469	558.1	-1382.638	-4.816	612.785	-1376.742	17.054	660.632	-1429.256	18.481	369.807	-1008.646	714.608	292.056	-1032.003	488.403	401.735	-1011.304	475.377	264.882	-1028.049	223.013	284.545	-1018.893	50.504	374.237	-1007.241	72.984	372.208	-867.726	6.356	316.192	-842.024	33.311	267.765	-890.669	1.915
