Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0.05	636.276	-1210.45	923.501	384.608	-1224.328	934.213	570.785	-1398.748	957.331	483.252	-1407.636	957.898	677.276	-1311.802	858.303	341.305	-1304.612	867.682	600.822	-1169.535	707.593	667.783	-1260.18	433.734	555.111	-1254.864	416.138	679.574	-1467.773	278.521	654.745	-1601.158	175.337	572.62	-1564.576	155.253	581.141	-1527.555	0.695	637.128	-1523.949	16.954	684.522	-1580.474	18.942	424.891	-1124.482	712.286	361.673	-1145.354	483.207	472.241	-1131.202	478.101	349.927	-1134.549	216.688	380.569	-1120.545	48.122	469.213	-1110.145	73.567	468.584	-969.295	4.5	412.153	-943.795	31.466	363.931	-992.574	1.745
0.055	634.75	-1203.829	924.115	382.729	-1217.929	935.281	570.283	-1392.477	957.867	482.619	-1401.324	958.464	676.025	-1304.327	858.35	340.299	-1298.221	868.288	599.991	-1161.14	709.251	667.297	-1246.483	434.129	554.772	-1240.317	416.768	679.174	-1455.928	282.559	654.099	-1590.735	181.529	572.336	-1554.61	160.659	581.431	-1523.467	3.701	637.92	-1519.593	19.068	684.15	-1576.469	24.836	425.29	-1118.692	713.461	361.096	-1140.649	483.413	471.172	-1125.203	477.276	349.728	-1131.926	216.377	380.937	-1120.31	48.211	469.46	-1109.81	73.423	468.79	-969.184	3.318	412.62	-943.599	30.586	363.934	-992.464	1.734
0.06	633.662	-1197.57	925.072	381.263	-1211.895	936.452	569.644	-1386.289	958.438	481.799	-1395.22	959.086	674.852	-1296.67	858.396	338.991	-1291.582	868.876	599.344	-1152.902	710.945	666.884	-1233.487	435.309	554.414	-1225.762	417.255	678.907	-1443.971	286.427	653.622	-1579.965	187.712	571.866	-1544.311	166.226	581.581	-1518.552	7.839	638.598	-1514.069	21.876	683.65	-1571.764	30.869	425.312	-1112.936	714.066	360.247	-1136.125	483.274	470.455	-1120.152	476.832	349.629	-1129.513	215.964	381.162	-1120.125	48.26	469.696	-1109.447	73.421	468.849	-969.013	1.992	412.778	-943.39	29.928	363.832	-992.413	1.711
0.065	632.317	-1191.345	926.066	380.166	-1206.37	937.06	568.836	-1380.145	959.043	480.886	-1389.029	959.67	674.022	-1290.262	859.39	337.669	-1285.346	869.542	599.009	-1144.501	712.698	666.428	-1219.119	436.469	553.934	-1211.364	418.23	678.614	-1431.823	290.246	653.089	-1569.247	194.242	571.311	-1533.796	171.651	581.823	-1512.012	12.312	639.852	-1509.307	24.646	683.298	-1565.808	37.273	424.663	-1107.958	713.843	359.486	-1132.546	482.99	469.936	-1115.871	476.644	349.575	-1127.469	215.874	381.418	-1119.802	48.173	469.843	-1109.026	73.361	469.008	-969.045	1.276	412.958	-943.192	29.425	363.847	-992.353	1.682
0.07	631.02	-1185.11	927.292	378.67	-1199.852	938.144	567.932	-1374.106	959.629	479.916	-1383.034	960.207	672.663	-1283.173	859.941	336.483	-1279.135	870.31	598.713	-1136.11	714.661	665.955	-1205.991	437.556	553.35	-1197.56	419.978	678.26	-1419.46	294.062	651.651	-1559.492	200.58	570.595	-1522.763	176.95	582.837	-1504.357	16.198	641.069	-1501.892	28.205	683.121	-1558.693	43.4	423.196	-1102.464	712.945	358.536	-1129.207	482.72	469.655	-1112.22	476.796	349.815	-1125.379	215.652	381.677	-1119.394	47.815	470.012	-1108.807	73.368	469.202	-969.148	0.733	413.358	-943.195	29.004	363.902	-992.282	1.724
0.075	630.012	-1179.062	927.961	377.51	-1193.789	939.014	566.908	-1368.008	960.193	478.841	-1376.834	960.842	671.367	-1276.612	860.532	335.222	-1272.809	871.406	598.287	-1127.756	716.702	665.623	-1192.833	438.977	552.679	-1184.063	422.09	677.714	-1406.931	297.574	650.709	-1547.946	206.352	569.602	-1511.564	181.999	583.592	-1495.655	20.427	642.354	-1493.212	31.837	683.237	-1550.548	49.563	421.174	-1097.271	711.604	357.862	-1125.625	482.2	469.612	-1109.04	476.778	349.911	-1123.539	215.348	381.886	-1119.301	47.761	470.255	-1108.669	73.307	469.424	-969.159	0.103	413.725	-943.209	28.59	363.973	-992.232	1.755
0.08	629.157	-1173.019	928.918	376.474	-1187.607	939.677	565.761	-1362.049	960.979	477.753	-1370.825	961.485	670.251	-1269.971	861.333	333.769	-1266.564	872.344	598.185	-1119.488	718.517	665.258	-1179.715	440.705	552.245	-1170.434	423.841	677.039	-1394.328	301.084	649.578	-1535.244	211.107	568.556	-1500.113	186.714	584.554	-1486.38	23.918	643.285	-1483.844	34.673	683.604	-1540.995	54.946	418.671	-1092.069	710.386	357.344	-1122.565	482.179	469.742	-1106.82	476.963	350.03	-1122.078	215.201	382.092	-1119.034	47.595	470.458	-1108.42	73.29	469.604	-969.17	-0.375	414.078	-943.169	28.253	364.007	-992.223	1.758
0.085	628.323	-1167.074	929.897	375.973	-1181.953	940.352	564.406	-1356.217	961.643	476.638	-1364.796	962.293	669.266	-1263.599	862.038	332.552	-1260.022	873.36	598.006	-1111.222	720.591	664.955	-1166.889	442.704	551.131	-1157.59	426.711	676.424	-1381.652	304.675	648.557	-1523.302	215.811	568.372	-1487.414	190.244	585.188	-1475.839	26.922	643.736	-1473.264	37.611	683.743	-1530.357	59.398	416.096	-1086.808	709.211	357.02	-1119.514	482.276	469.974	-1104.967	476.918	349.956	-1120.88	215.26	382.324	-1118.933	47.588	470.635	-1108.284	73.279	469.759	-969.233	-0.711	414.307	-943.106	27.975	363.969	-992.178	1.839
0.09	627.652	-1161.244	930.921	375.171	-1175.89	941.187	563.19	-1350.259	962.508	475.408	-1358.817	963.216	668.306	-1257.716	863.345	331.547	-1253.697	874.221	597.753	-1102.914	722.744	664.8	-1154.228	445.154	550.667	-1145.263	428.89	675.747	-1369.066	308.114	647.494	-1511.03	220.209	567.673	-1475.169	193.85	584.852	-1464.929	30.224	643.841	-1461.593	41.654	683.669	-1519.037	63.276	413.744	-1081.881	707.936	356.695	-1116.501	482.4	470.329	-1103.162	477.149	349.915	-1120.08	215.304	382.445	-1118.961	47.765	470.903	-1108.005	73.312	469.815	-969.23	-1.009	414.427	-943.051	27.748	364.003	-992.161	1.797
0.095	626.813	-1155.421	931.733	374.503	-1169.888	942.085	561.892	-1344.39	963.346	474.294	-1352.913	964.275	667.277	-1251.726	864.385	330.619	-1247.756	875.028	597.437	-1094.814	725.328	664.446	-1141.556	447.34	550.53	-1133.032	431.862	675.112	-1356.505	311.463	646.709	-1497.976	224.006	566.74	-1462.843	197.42	584.427	-1453.403	34.086	643.396	-1448.988	46.057	683.442	-1506.169	67.324	411.734	-1076.646	707.373	356.387	-1113.38	482.479	470.567	-1103.512	476.392	349.97	-1119.401	215.249	382.695	-1118.764	47.605	471.078	-1107.721	73.098	469.882	-969.227	-1.237	414.485	-943.018	27.58	363.993	-992.2	1.805
0.1	626.117	-1149.369	933.098	373.369	-1163.624	943.109	560.694	-1338.546	964.389	473.175	-1347.024	965.447	666.089	-1245.889	865.539	329.699	-1242.036	875.771	597.144	-1086.695	728.022	664.189	-1129.063	450.071	549.977	-1120.543	434.596	674.29	-1343.791	314.748	645.502	-1486.112	227.199	565.574	-1450.401	200.937	584.226	-1441.045	38.002	642.738	-1435.338	49.879	683.275	-1492.095	71.515	410.345	-1071.96	706.862	356.158	-1110.379	482.517	470.836	-1101.506	476.54	350.016	-1118.978	215.292	382.823	-1118.744	47.663	471.249	-1107.536	73.123	469.944	-969.215	-1.456	414.55	-943.029	27.423	364.013	-992.139	1.807
0.105	625.697	-1143.555	934.479	372.788	-1157.578	943.891	559.647	-1332.693	965.36	472.067	-1341.22	966.601	665.23	-1240.141	866.875	328.858	-1236.627	876.598	596.758	-1078.664	730.991	664.032	-1116.826	452.982	549.629	-1108.11	437.444	673.485	-1331.134	317.734	644.319	-1473.434	230.068	564.604	-1437.463	203.604	584.919	-1424.889	40.145	642.71	-1420.49	53.024	683.044	-1477.091	74.765	409.528	-1067.843	706.576	355.953	-1107.515	482.367	470.963	-1099.123	476.645	350.098	-1118.694	215.365	382.975	-1118.716	47.736	471.45	-1107.394	73.034	469.973	-969.217	-1.693	414.705	-942.998	27.278	363.927	-992.178	1.814
0.11	625.21	-1137.707	935.975	372.279	-1151.654	944.552	558.53	-1326.892	966.592	471.043	-1335.251	967.763	664.379	-1233.89	867.845	327.963	-1230.762	877.315	596.182	-1070.738	733.998	663.898	-1104.732	456.246	549.065	-1095.424	440.032	672.747	-1318.326	320.586	643.078	-1460.491	232.146	563.63	-1424.067	206	584.716	-1410.024	42.832	643.033	-1405.217	55.836	682.75	-1462.167	77.572	408.764	-1063.315	706.278	355.735	-1104.831	482.232	470.833	-1096.671	476.529	350.292	-1118.418	215.38	383.152	-1118.822	47.926	471.567	-1107.271	72.98	470.001	-969.219	-1.768	414.739	-943.022	27.131	363.977	-992.183	1.811
0.115	624.607	-1131.847	937.264	371.714	-1145.722	945.337	557.56	-1321.022	967.817	470.029	-1329.425	969.018	663.529	-1228.092	869.178	327.155	-1224.667	877.705	595.597	-1062.828	736.974	663.784	-1092.86	459.597	548.601	-1083.125	443.114	671.949	-1305.61	323.155	641.775	-1447.244	233.877	562.491	-1410.613	208.015	584.962	-1394.165	44.472	643.032	-1389.334	57.795	682.457	-1446.871	79.109	408.15	-1058.948	706.567	355.43	-1102.511	482.058	470.519	-1093.894	476.473	350.311	-1118.412	215.479	383.332	-1118.748	47.824	471.774	-1107.158	72.971	470.035	-969.166	-1.959	414.748	-942.996	27.034	363.929	-992.18	1.815
0.12	623.897	-1126.056	938.696	371.467	-1140.212	945.856	556.618	-1315.149	969.006	469.046	-1323.556	970.217	662.796	-1222.22	870.757	326.931	-1221.098	878.391	595.194	-1054.901	739.952	663.568	-1080.986	462.715	548.003	-1069.765	446.84	671.154	-1292.219	325.545	640.64	-1433.565	234.919	561.497	-1396.445	208.969	584.805	-1378.499	46.162	643.009	-1373.227	59.921	682.11	-1431.615	80.514	407.551	-1054.698	706.571	355.114	-1100.53	482.002	469.897	-1090.309	476.163	350.444	-1118.209	215.553	383.471	-1118.817	47.899	471.871	-1106.949	72.885	470.058	-969.187	-2.101	414.752	-942.99	26.97	363.935	-992.264	1.812
0.125	623.049	-1120.14	940.246	370.932	-1134.575	946.507	555.592	-1309.372	970.403	468.164	-1317.737	971.556	661.86	-1216.242	872.141	326.267	-1215.246	879.172	594.756	-1047.064	743.009	663.175	-1069.083	465.68	547.56	-1057.795	449.814	669.862	-1282.171	328.39	639.447	-1419.923	235.379	560.51	-1382.042	209.618	584.762	-1361.665	47.406	642.876	-1357.408	61.492	681.78	-1415.654	81.533	406.909	-1050.485	706.462	354.691	-1098.809	481.956	468.87	-1086.505	476.094	350.662	-1118.041	215.545	383.66	-1118.955	48.138	472.122	-1106.933	72.888	470.122	-969.138	-2.241	414.776	-942.975	26.885	363.925	-992.21	1.825
0.13	622.221	-1114.357	941.709	370.286	-1128.865	947.395	554.795	-1303.478	971.685	467.324	-1311.854	972.753	661.213	-1210.348	873.629	325.422	-1209.367	879.725	594.331	-1039.209	745.955	662.83	-1057.479	468.841	547.244	-1046.03	453.077	669	-1269.031	329.779	638.334	-1405.966	235.161	559.621	-1367.669	209.895	584.613	-1345.272	47.81	642.558	-1340.795	62.51	681.317	-1399.478	81.844	406.288	-1046.239	706.677	354.42	-1097.249	481.958	467.808	-1082.527	475.833	350.779	-1117.719	215.604	383.814	-1118.961	48.237	472.4	-1106.85	72.968	470.173	-969.143	-2.396	414.895	-942.954	26.823	363.942	-992.186	1.82
0.135	621.53	-1108.394	943.277	369.531	-1123.248	948.171	553.986	-1297.672	972.912	466.556	-1306.047	974.054	660.886	-1205.306	874.93	325.212	-1205.794	880.232	593.86	-1031.469	748.968	662.395	-1045.869	472.047	547.09	-1033.754	456.406	667.965	-1256.181	330.801	637.201	-1391.958	234.548	558.552	-1352.944	209.386	584.511	-1327.978	47.934	642.555	-1323.606	63.218	680.998	-1382.844	81.733	405.701	-1042.132	706.681	354.18	-1095.55	481.939	466.978	-1078.725	475.596	350.805	-1117.041	215.672	384.096	-1118.975	48.3	472.643	-1106.798	72.974	470.23	-969.078	-2.588	415.001	-942.897	26.606	363.966	-992.217	1.845
0.14	620.536	-1102.545	944.374	368.431	-1117.239	948.984	553.257	-1291.691	974.219	465.833	-1300.28	975.154	660.407	-1199.164	876.396	324.721	-1201.75	881.004	593.219	-1023.832	751.989	662.03	-1034.48	475.211	546.417	-1021.862	458.934	667.322	-1243.09	331.002	636.093	-1377.657	233.507	557.693	-1337.765	208.44	584.417	-1310.289	48.053	642.361	-1306.272	63.584	680.612	-1365.801	81.179	404.989	-1038.049	706.51	354.127	-1093.586	481.463	466.344	-1075.33	475.248	350.91	-1116.22	215.759	384.274	-1118.883	48.426	472.911	-1106.743	72.952	470.311	-969.074	-2.882	415.046	-942.808	26.447	363.999	-992.185	1.882
0.145	619.621	-1096.577	945.684	367.593	-1111.753	949.582	552.652	-1285.772	975.533	465.268	-1294.357	976.374	660.008	-1193.065	878.038	324.392	-1197.053	881.872	592.332	-1016.15	755.083	661.476	-1023.124	478.204	545.694	-1010.219	462.558	666.552	-1229.746	331.221	634.947	-1363.314	231.997	556.47	-1322.983	207.554	584.288	-1292.042	47.893	642.114	-1288.09	63.775	680.213	-1348.265	80.073	404.287	-1033.951	706.306	354.025	-1091.758	481.308	466.605	-1073.591	474.822	350.887	-1115.156	215.791	384.524	-1118.734	48.445	473.157	-1106.64	72.965	470.391	-969.017	-2.998	415.118	-942.786	26.362	364.014	-992.173	1.893
0.15	618.532	-1090.696	947.083	366.742	-1106.288	950.413	552.131	-1279.815	976.949	464.693	-1288.624	977.471	659.677	-1186.819	879.803	324.072	-1192.171	882.643	591.444	-1008.525	758.179	661.09	-1012.112	481.33	545.296	-999.02	465.863	666.073	-1214.503	330.737	633.999	-1348.665	229.835	555.52	-1307.887	205.987	583.913	-1273.61	47.273	641.681	-1270.13	63.897	679.788	-1330.41	78.74	403.672	-1029.993	705.774	353.902	-1089.869	481.295	466.506	-1070.687	475.158	350.918	-1113.956	215.759	384.665	-1118.704	48.748	473.406	-1106.566	72.966	470.451	-968.992	-3.203	415.225	-942.697	26.232	364.042	-992.14	1.921
0.155	617.45	-1084.789	948.588	365.726	-1100.896	951.125	553.602	-1273.824	977.543	464.234	-1282.737	978.49	659.309	-1180.93	881.446	324.001	-1187.977	883.389	590.669	-1001.218	761.015	660.696	-1001.221	484.392	544.971	-987.789	469.175	665.454	-1201.503	330.354	633.708	-1333.572	227.061	554.498	-1292.634	204.197	583.556	-1254.907	46.419	641.183	-1251.025	63.122	679.339	-1312.066	77.484	403.119	-1026.048	705.607	353.854	-1087.965	481.269	466.664	-1069.076	475.135	351.031	-1112.875	215.757	384.911	-1118.504	48.861	473.632	-1106.471	72.932	470.605	-968.93	-3.391	415.27	-942.618	26.068	364.047	-992.095	1.968
0.16	616.565	-1078.786	949.898	364.661	-1095.473	952.028	551.291	-1268.047	979.413	463.824	-1277.014	979.506	659.184	-1174.304	882.91	323.528	-1182.955	884.168	589.957	-994.431	763.465	660.145	-990.358	487.125	544.598	-977.139	472.087	664.808	-1188.415	329.637	632.665	-1318.444	223.949	553.384	-1277.128	202.006	583.166	-1235.75	45.307	641.051	-1232.141	62.853	678.965	-1293.117	75.349	402.419	-1022.098	704.965	353.826	-1085.935	481.182	466.849	-1067.755	475.096	351.027	-1111.713	215.715	385.127	-1118.306	48.924	473.914	-1106.504	73.152	470.618	-968.94	-3.54	415.371	-942.536	25.92	364.097	-992.061	2.001
0.165	615.529	-1072.808	951.319	363.757	-1090.03	952.591	552.791	-1262.059	980	463.398	-1271.135	980.39	658.815	-1167.838	884.607	323.027	-1177.506	884.646	588.48	-988.164	766.168	659.533	-979.771	489.814	543.588	-964.711	475.676	664.132	-1175.257	328.658	631.371	-1303.634	220.958	552.612	-1261.425	199.355	582.855	-1216.261	44.148	640.777	-1212.807	62.384	678.762	-1273.917	73.651	401.955	-1018.15	704.43	353.78	-1083.767	481.111	467.135	-1066.561	474.811	351.145	-1110.487	215.554	385.349	-1118.127	48.985	473.993	-1106.874	72.863	470.714	-968.866	-3.715	415.437	-942.422	25.736	364.097	-992.075	2.068
0.17	614.52	-1066.868	952.664	362.687	-1084.399	953.465	550.514	-1256.287	981.885	462.995	-1265.281	981.281	658.472	-1161.271	886.063	322.493	-1172.419	884.88	587.242	-980.876	768.879	658.996	-969.382	492.349	543.352	-955.526	478.465	663.435	-1162.158	327.347	630.556	-1288.178	217.442	551.767	-1245.728	196.798	582.964	-1195.33	43.539	640.44	-1192.875	61.433	678.455	-1254.37	71.171	401.435	-1014.271	703.838	353.8	-1081.542	480.811	467.218	-1064.898	474.266	351.348	-1109.443	215.493	385.622	-1117.931	49.08	474.385	-1106.943	72.766	470.811	-968.757	-3.942	415.156	-942.348	25.743	364.124	-991.993	2.077
0.175	613.361	-1060.8	954.089	361.676	-1078.797	953.988	551.117	-1250.586	982.375	462.628	-1259.456	982.01	658.285	-1153.929	887.234	322.061	-1167.385	885.258	586.145	-973.742	771.334	658.36	-959.103	495.103	542.912	-945.547	481.297	662.99	-1148.703	325.937	629.817	-1272.101	213.633	551.146	-1229.203	193.505	582.801	-1174.714	42.262	639.811	-1171.428	61.068	678.274	-1234.448	68.678	401.222	-1010.317	703.111	353.899	-1079.197	480.394	467.598	-1063.53	473.854	351.393	-1108.388	215.509	385.914	-1117.781	49.125	474.699	-1106.221	73.077	470.909	-968.617	-4.312	415.29	-942.159	25.287	364.184	-991.962	2.14
0.18	612.419	-1054.852	955.226	360.868	-1073.439	954.435	550.767	-1244.61	983.369	462.281	-1253.715	982.679	658.152	-1147.449	888.915	322.364	-1164.962	885.337	585.095	-966.692	773.954	657.836	-949.206	497.914	542.454	-935.404	484.2	662.369	-1135.71	324.624	628.943	-1256.164	208.996	550.057	-1213.752	190.36	582.748	-1153.831	41.031	639.724	-1151.034	60.192	678.158	-1214.284	66.319	401.03	-1006.319	702.299	354.098	-1076.805	480.032	468.017	-1061.827	473.282	351.694	-1107.226	215.204	386.192	-1117.631	49.18	475.009	-1105.941	72.89	471.09	-968.584	-4.46	415.594	-941.997	24.96	364.235	-991.91	2.186
0.185	611.5	-1048.794	956.49	360.265	-1068.365	954.685	550.44	-1238.716	984.29	461.887	-1247.938	983.375	657.691	-1141.053	890.89	321.738	-1158.529	885.663	583.761	-959.444	776.593	657.394	-939.634	500.541	542.139	-925.593	486.833	661.666	-1122.596	323.053	628.09	-1240.089	204.73	549.49	-1197.025	186.473	582.777	-1132.608	39.522	639.372	-1130.494	59.139	678.011	-1193.659	63.268	400.999	-1002.164	701.865	354.173	-1074.632	479.875	468.398	-1060.233	472.836	352.035	-1106.251	215.108	386.451	-1117.592	49.353	475.34	-1105.878	72.095	471.238	-968.466	-4.719	415.842	-941.806	24.608	364.359	-991.882	2.202
