Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0.05	558.842	-1257.362	942.514	306.784	-1274.637	953.819	491.626	-1442.824	992.635	404.492	-1451.94	992.495	590.114	-1364.187	886.922	258.927	-1354.023	893.207	513.266	-1233.052	725.493	558.273	-1336.227	461.368	451.053	-1341.824	454.844	563.722	-1418.236	210.184	523.212	-1458.488	48.715	438.438	-1424.337	62.503	457.26	-1274.612	-1.145	515.867	-1284.153	17.211	566.774	-1328.668	-11.836	328.708	-1176.967	728.2	270.619	-1220.31	498.281	383.717	-1183.497	488.992	263.096	-1215.551	232.45	292.482	-1189.44	62.014	376.785	-1166.178	89.417	355.178	-1023.592	27.872	294.09	-1009.991	55.398	258.206	-1060.734	14.323
0.055	558.869	-1252.155	942.48	306.737	-1268.684	952.874	490.884	-1437.387	992.201	403.805	-1446.095	991.875	589.624	-1359.217	886.419	258.533	-1348.048	892.308	513.283	-1228.79	724.179	557.98	-1333.279	460.839	450.965	-1338.712	454.106	563.504	-1416.761	209.888	523.066	-1458.228	48.912	438.225	-1424.131	62.446	457.319	-1274.404	-1.29	515.895	-1283.944	16.91	566.828	-1328.687	-11.807	329.144	-1172.685	726.037	271.108	-1215.678	497.126	384.604	-1180.826	486.879	261.692	-1203.845	231.768	290.716	-1172.433	61.997	375.316	-1150.426	89.326	355.747	-1006.233	31.934	294.977	-992.211	60.394	258.218	-1041.869	17.328
0.06	558.634	-1246.763	941.75	306.488	-1262.641	952.052	490.201	-1431.853	991.615	402.919	-1439.608	991.079	589.215	-1354.208	885.92	257.988	-1341.293	891.99	514.111	-1226.855	722.545	557.697	-1330.295	460.304	450.799	-1335.754	453.523	563.323	-1415.417	209.855	523.008	-1457.947	49.109	438.088	-1423.851	62.485	457.325	-1274.354	-1.384	515.937	-1283.882	16.827	566.838	-1328.588	-11.844	329.728	-1168.488	723.707	271.216	-1211.482	496.141	385.489	-1178.3	485.31	260.853	-1192.178	231.522	289.42	-1155.183	62.349	374.245	-1135.397	90.119	355.868	-989.58	36.213	295.465	-975.158	64.978	258.237	-1023.392	20.839
0.065	558.57	-1241.329	941.082	306.192	-1256.536	951.297	489.506	-1426.279	990.949	402.241	-1433.76	990.422	588.806	-1349.078	885.464	257.894	-1336.203	891.177	513.981	-1222.084	721.524	557.449	-1327.328	459.736	450.489	-1332.903	453.328	563.202	-1414.18	209.954	522.925	-1457.649	49.311	437.923	-1423.581	62.49	457.467	-1274.297	-1.235	515.947	-1283.76	16.737	566.92	-1328.566	-11.935	330.371	-1164.238	721.051	271.28	-1206.938	494.896	386.117	-1175.849	483.411	260.495	-1180.506	231.096	287.966	-1139.046	63.098	372.959	-1120.893	91.571	356.323	-973.169	40.609	295.989	-958.967	70.021	258.113	-1005.648	24.763
0.07	558.444	-1235.917	940.843	306.024	-1250.212	950.28	488.785	-1420.592	990.305	401.542	-1427.773	989.754	588.378	-1343.848	884.934	257.71	-1331.485	890.167	514.004	-1217.65	720.472	557.027	-1323.338	459.798	450.515	-1329.812	452.678	563.088	-1412.89	210.08	522.812	-1457.392	49.517	437.515	-1423.649	62.664	457.492	-1274.277	-1.297	516.035	-1283.64	16.675	566.965	-1328.5	-11.893	331.192	-1160.24	718.461	271.086	-1202.685	493.942	386.727	-1173.114	481.342	259.195	-1169.433	231.154	286.901	-1123.201	64.171	372.092	-1106.182	92.606	356.951	-957.216	45.548	296.765	-943.252	75.286	258.388	-988.232	28.521
0.075	558.328	-1230.403	940.073	305.799	-1243.99	949.648	488.081	-1414.848	989.596	400.804	-1421.802	989.014	587.994	-1338.541	884.462	257.523	-1325.616	889.07	513.958	-1212.597	719.824	557.083	-1321.397	458.831	450.674	-1326.476	451.671	562.938	-1411.624	210.125	522.728	-1457.091	49.791	437.623	-1423.224	62.813	457.56	-1274.199	-1.297	516.078	-1283.514	16.629	566.998	-1328.483	-11.959	332.042	-1156.222	715.656	270.745	-1198.002	492.713	387.432	-1170.208	479.45	258.288	-1158.216	231.108	285.927	-1107.856	65.259	371.561	-1092.297	93.86	357.598	-942.041	50.43	297.581	-928.19	80.478	258.704	-971.779	32.793
0.08	558.233	-1224.764	939.43	305.607	-1237.753	948.601	487.374	-1409.058	988.899	400.134	-1415.74	988.257	587.647	-1333.045	883.932	257.1	-1319.275	888.098	513.887	-1207.676	718.6	556.842	-1317.515	458.449	449.979	-1324.02	451.607	562.71	-1410.731	210.341	522.643	-1456.827	50.121	437.688	-1422.67	62.815	457.625	-1274.15	-1.314	516.109	-1283.445	16.497	567.093	-1328.485	-11.937	332.953	-1152.155	712.964	270.14	-1193.331	491.811	388.114	-1166.915	477.684	257.867	-1147.062	231.116	285.228	-1092.995	66.228	370.8	-1078.968	95.819	358.395	-927.436	55.529	298.407	-913.586	85.555	259.246	-955.746	36.883
0.085	558.591	-1219.068	938.987	305.439	-1231.485	947.756	486.627	-1403.214	988.044	399.376	-1409.625	987.331	587.25	-1327.536	883.343	256.928	-1313.185	886.957	513.933	-1202.646	717.947	556.729	-1314.501	457.885	449.382	-1321.435	451.445	562.66	-1409.479	210.582	522.621	-1456.546	50.382	437.648	-1422.288	62.979	457.687	-1274.127	-1.312	516.206	-1283.328	16.412	567.133	-1328.474	-12.052	333.882	-1148.082	710.33	269.511	-1188.138	490.609	388.434	-1163.462	475.577	256.847	-1136.553	231.526	284.693	-1078.902	67.8	370.109	-1065.839	97.111	359.282	-913.44	60.498	299.163	-899.748	90.343	259.774	-940.498	40.621
0.09	558.539	-1213.294	938.598	305	-1225.095	947.055	485.977	-1397.401	987.174	398.62	-1403.69	986.532	586.879	-1321.833	882.768	256.729	-1307.24	886	513.887	-1197.409	716.697	556.68	-1311.489	457.653	449.39	-1318.085	450.578	562.622	-1408.31	210.778	522.586	-1456.327	50.798	437.62	-1422.028	63.193	457.747	-1274.074	-1.325	516.23	-1283.165	16.176	567.225	-1328.438	-12.102	334.615	-1143.955	707.959	268.976	-1182.732	489.688	388.666	-1159.819	473.996	255.86	-1126.443	231.973	284.223	-1065.479	69.252	369.758	-1053.533	99.248	360.19	-899.977	65.054	300.068	-886.342	94.719	260.539	-926.029	44.339
0.095	558.016	-1207.603	937.743	305.073	-1218.885	945.871	485.233	-1391.55	986.231	397.937	-1397.635	985.598	586.756	-1316.658	882.538	256.5	-1301.186	884.952	513.814	-1192.206	716.015	556.584	-1308.277	457.006	449.287	-1314.916	450.143	562.555	-1406.979	211.034	522.633	-1456.037	51.189	437.476	-1421.863	63.524	457.769	-1274.072	-1.323	516.263	-1283.033	16.053	567.267	-1328.378	-12.154	335.627	-1139.566	705.661	268.442	-1177.146	488.669	388.686	-1155.949	472.121	255.338	-1116.883	232.183	283.918	-1052.471	70.582	369.448	-1041.149	100.624	360.882	-887.292	68.962	300.87	-873.823	98.888	261.269	-912.144	47.403
0.1	558.091	-1201.8	937.147	305.064	-1212.707	945.09	484.579	-1385.674	985.279	397.265	-1391.627	984.588	586.455	-1310.923	881.831	256.358	-1295.059	883.895	513.711	-1183.24	715.642	556.259	-1304.079	456.707	448.876	-1311.802	449.719	562.588	-1405.582	211.301	522.676	-1455.663	51.632	437.506	-1421.436	63.726	457.853	-1273.96	-1.333	516.389	-1282.89	15.915	567.293	-1328.412	-12.183	336.754	-1134.975	703.623	268.028	-1171.201	487.751	388.697	-1152.022	470.639	255.154	-1107.14	232	283.862	-1040.189	71.595	369.169	-1030.118	102.566	361.654	-875.121	72.74	301.502	-861.888	102.714	261.931	-899.287	50.455
0.105	557.527	-1195.909	936.541	304.89	-1206.51	944.036	483.904	-1379.749	984.312	396.625	-1385.697	983.541	586.125	-1305.185	881.342	256.126	-1288.735	882.792	513.566	-1177.543	714.695	556.275	-1300.688	456.507	448.83	-1308.188	448.913	562.548	-1404.114	211.538	522.728	-1455.3	52.124	437.534	-1420.992	64.029	457.865	-1273.942	-1.343	516.411	-1282.785	15.838	567.388	-1328.403	-12.286	337.859	-1130.365	701.712	267.435	-1165.021	486.782	388.556	-1147.889	469.264	254.425	-1098.536	232.502	283.7	-1028.865	72.405	368.828	-1019.311	103.616	362.517	-864.184	76.608	302.241	-850.914	106.139	262.832	-887.251	53.033
0.11	557.719	-1190.175	936.085	304.747	-1200.348	943.052	483.099	-1373.999	983.481	395.997	-1379.731	982.593	585.795	-1299.326	880.7	255.705	-1282.397	881.761	513.628	-1171.882	713.938	556.259	-1296.994	456.042	448.328	-1304.779	448.619	562.475	-1402.496	211.854	522.817	-1454.956	52.658	437.597	-1420.601	64.334	457.905	-1273.937	-1.421	516.504	-1282.626	15.703	567.485	-1328.369	-12.248	338.869	-1125.053	700.389	266.885	-1158.665	485.936	388.461	-1143.312	468.195	253.751	-1089.844	232.258	283.73	-1018.304	73.051	368.597	-1009.583	104.846	363.3	-853.927	80.203	302.778	-840.971	109.227	263.612	-876.037	55.17
0.115	556.918	-1184.142	934.967	304.279	-1194.242	942.271	482.648	-1367.965	982.498	395.444	-1373.791	981.477	585.483	-1293.4	879.963	255.295	-1276.081	880.608	513.379	-1165.901	712.839	556.376	-1293.808	454.869	448.036	-1301	448.121	562.433	-1400.68	212.216	522.91	-1454.481	53.229	437.719	-1420.104	64.801	457.94	-1273.885	-1.43	516.596	-1282.447	15.592	567.495	-1328.391	-12.363	339.955	-1119.379	699.653	266.326	-1152.065	485.168	388.313	-1138.499	467.622	253.282	-1081.861	232.049	283.659	-1008.814	73.508	368.59	-1000.327	105.181	363.961	-844.811	83.273	303.169	-831.823	111.763	264.214	-866.047	56.796
0.12	557.117	-1178.39	934.685	304.144	-1188.261	941.327	482.185	-1362.111	981.476	394.897	-1367.947	980.532	585.217	-1287.427	879.225	254.774	-1269.718	879.542	513.254	-1159.588	712.149	556.283	-1289.784	454.233	447.793	-1296.879	447.437	562.276	-1398.795	212.537	523.06	-1453.844	53.934	437.872	-1419.466	65.388	458.007	-1273.811	-1.464	516.646	-1282.263	15.435	567.59	-1328.343	-12.413	340.929	-1113.302	698.949	265.724	-1145.43	484.744	387.862	-1132.827	467.299	252.932	-1074.549	231.211	283.698	-1000.124	73.239	368.506	-992.314	105.622	364.495	-836.65	85.386	303.576	-823.612	113.361	264.983	-856.751	57.779
0.125	556.893	-1172.477	934.098	303.691	-1182.075	940.404	481.428	-1356.453	980.518	394.389	-1362.128	979.207	584.9	-1281.442	878.619	254.21	-1263.415	878.383	513.06	-1153.679	711.188	556.117	-1284.72	454.31	447.652	-1292.726	446.924	562.122	-1396.572	212.928	523.223	-1453.282	54.552	437.99	-1418.831	65.868	458.024	-1273.77	-1.576	516.761	-1281.963	15.142	567.616	-1328.375	-12.522	341.619	-1106.887	698.853	265.411	-1138.281	484.155	387.077	-1126.585	467.35	252.567	-1067.917	230.886	283.483	-992.323	72.718	368.145	-984.82	104.953	365.015	-829.372	86.721	303.978	-816.278	114.312	265.523	-848.711	58.191
0.13	556.404	-1166.486	933.497	303.204	-1176.069	939.737	481.168	-1350.322	979.461	393.89	-1356.328	978.036	584.653	-1275.431	877.931	253.636	-1257.23	877.418	512.659	-1147.472	710.716	556.008	-1280.227	453.368	447.24	-1288.264	446.276	561.846	-1394.244	213.339	523.33	-1452.734	55.589	438.126	-1418.166	66.412	458.064	-1273.748	-1.628	516.82	-1281.669	14.946	567.789	-1328.681	-12.454	341.946	-1100.405	699.187	264.979	-1131.132	483.986	385.979	-1119.135	466.745	252.453	-1061.254	230.119	283.263	-985.526	71.988	367.989	-978.666	104.578	365.435	-822.976	86.471	304.534	-809.774	114.008	265.932	-841.55	57.36
0.135	556.158	-1160.513	932.878	302.915	-1170.156	938.638	480.526	-1344.657	978.435	393.416	-1350.457	976.827	584.359	-1269.307	877.137	253.056	-1250.759	876.39	512.494	-1141.556	709.552	555.876	-1275.531	452.955	446.935	-1283.587	445.817	561.634	-1391.89	213.706	523.524	-1452.167	56.77	438.236	-1417.504	67.173	457.629	-1274.021	-1.698	516.89	-1281.362	14.753	567.856	-1328.707	-12.536	342.018	-1093.354	699.853	264.682	-1123.712	483.543	385.249	-1111.066	467.153	252.4	-1054.95	229.284	282.954	-979.429	70.883	367.887	-972.563	103.045	366.056	-817.537	85.45	305.079	-803.876	112.683	266.31	-835.439	56.202
0.14	555.469	-1154.328	931.973	302.184	-1164.132	938.085	480.287	-1338.506	977.333	393.021	-1344.668	975.531	584.07	-1263.193	876.393	252.375	-1244.515	875.578	512.158	-1135.408	709.148	555.861	-1270.528	452.554	446.742	-1278.433	445.048	561.455	-1389.179	214.186	523.742	-1451.372	57.776	438.323	-1416.794	67.892	457.65	-1273.963	-1.785	516.971	-1281.087	14.559	567.843	-1328.636	-12.596	341.6	-1085.898	700.685	264.296	-1116.047	483.057	383.77	-1102.469	466.578	252.137	-1048.639	228.229	282.468	-974.343	69.745	367.766	-967.646	101.379	366.494	-812.713	82.787	305.989	-798.501	110.011	266.611	-830.263	54.112
0.145	555.267	-1148.301	931.806	301.812	-1158.102	937.173	479.993	-1332.62	976.092	392.641	-1338.893	974.274	583.794	-1257.022	875.612	251.912	-1238.015	874.638	512.02	-1129.431	708.409	555.788	-1266.052	451.062	446.372	-1273.332	444.457	561.302	-1386.493	214.893	523.912	-1450.464	58.963	438.548	-1415.862	68.776	457.72	-1273.828	-1.808	517.123	-1280.737	14.397	567.871	-1328.551	-12.591	341.096	-1078.088	701.759	263.979	-1108.342	482.655	382.327	-1093.378	466.715	252.053	-1042.112	227.096	282.11	-969.854	68.125	367.805	-963.235	99.259	367.096	-808.495	78.812	306.884	-793.975	106.145	266.775	-826.164	51.273
0.15	554.842	-1142.195	931.316	301.116	-1151.98	936.632	479.516	-1326.656	975.027	392.288	-1332.918	973.011	583.642	-1250.853	874.87	251.395	-1231.621	873.849	512.019	-1123.522	707.982	555.718	-1260.571	450.752	446.037	-1267.607	443.575	561.095	-1383.726	215.727	524.001	-1449.486	60.333	438.688	-1415.177	70.206	457.754	-1273.756	-1.818	517.194	-1280.428	14.249	567.881	-1328.55	-12.502	340.196	-1069.754	702.569	263.786	-1100.528	482.34	381.193	-1084.007	466.747	251.613	-1036.258	226.51	281.583	-966.146	66.388	367.646	-959.467	96.642	367.568	-805.144	74.045	307.761	-789.906	101.934	266.884	-822.98	48.101
0.155	553.837	-1135.93	930.661	300.165	-1145.775	936.186	479.111	-1320.633	973.929	391.988	-1326.766	971.606	583.51	-1244.722	874.256	251.019	-1225.363	873.152	511.614	-1117.281	707.44	555.532	-1254.726	449.881	445.612	-1261.663	442.764	560.72	-1380.525	216.131	524.11	-1448.452	61.693	438.734	-1414.063	71.196	457.941	-1273.568	-1.872	517.266	-1280.103	14.085	567.863	-1328.486	-12.563	339.091	-1061.208	703.287	263.65	-1092.475	481.76	380.555	-1074.686	467.928	251.274	-1030.203	225.223	281.257	-963.047	64.307	367.513	-956.651	94.19	368.115	-802.524	68.723	308.791	-786.764	97.585	266.948	-820.536	44.871
0.16	553.308	-1129.689	930.184	299.377	-1139.517	935.708	478.793	-1314.54	972.792	391.653	-1320.676	970.224	584.653	-1238.905	874.263	250.743	-1218.945	872.346	511.626	-1111.387	707.058	555.468	-1248.69	449.403	445.012	-1255.491	442.241	560.469	-1377.445	217.031	524.204	-1447.584	63.675	438.8	-1412.815	72.454	458.068	-1273.407	-1.84	517.399	-1279.717	13.956	567.85	-1328.472	-12.514	337.931	-1052.488	703.84	263.557	-1084.624	481.679	379.223	-1065.25	467.888	250.919	-1024.482	224.424	280.702	-960.947	62.417	367.427	-954.51	91.297	368.457	-800.489	62.91	309.738	-784.306	92.734	267.083	-818.895	41.162
0.165	552.769	-1123.339	929.812	298.716	-1133.147	935.146	478.313	-1308.434	971.78	391.249	-1314.448	969.018	584.517	-1232.434	873.423	250.485	-1212.686	871.776	511.316	-1105.141	706.926	555.408	-1242.227	448.844	444.351	-1248.934	441.697	560.207	-1374.211	218.029	524.237	-1446.45	65.654	438.538	-1411.065	74.015	457.942	-1273.103	-1.588	517.525	-1279.31	13.812	567.796	-1328.469	-12.476	336.258	-1043.724	704.13	263.721	-1076.232	481.12	378.529	-1056.246	468.741	250.601	-1018.973	223.109	280.456	-958.871	59.335	367.28	-952.912	88.241	368.72	-799.419	57.198	310.573	-782.576	87.919	267.122	-817.825	37.096
0.17	552.213	-1117.089	929.614	297.933	-1126.749	934.582	477.933	-1302.328	970.757	390.856	-1308.108	967.852	584.399	-1226.045	872.847	250.386	-1206.267	870.639	511.047	-1098.677	706.655	555.369	-1234.727	448.683	444.163	-1242.025	440.803	559.952	-1370.715	219.219	524.275	-1445.189	67.713	438.889	-1410.125	75.134	458.126	-1273.025	-1.393	517.701	-1278.901	13.686	567.76	-1328.427	-12.311	334.445	-1034.778	704.211	263.784	-1068.134	480.872	377.98	-1047.365	469.485	250.301	-1013.646	222.039	279.984	-957.707	57.046	367.032	-951.996	85.41	368.995	-798.826	51.898	311.168	-781.506	82.888	267.158	-817.442	33.2
0.175	551.501	-1110.666	929.444	297.005	-1120.148	934.216	477.369	-1296.065	969.952	390.367	-1301.641	966.745	584.441	-1219.54	872.209	250.19	-1199.93	869.826	510.468	-1091.913	706.606	555.262	-1228.414	447.434	443.439	-1234.805	440.259	559.735	-1367.057	220.528	524.235	-1443.597	69.795	439.237	-1408.942	76.795	458.351	-1272.939	-1.23	517.839	-1278.466	13.591	567.631	-1328.464	-12.178	332.413	-1026.094	704.195	264.203	-1059.432	480.339	377.727	-1038.815	469.828	250.277	-1008.481	220.388	279.897	-956.889	54.357	367.037	-951.223	82.421	369.281	-798.263	46.734	311.564	-780.937	77.989	267.296	-817.437	29.098
0.18	550.827	-1104.256	929.282	296.097	-1113.38	933.517	476.829	-1289.772	969.25	389.845	-1294.999	965.525	584.452	-1213.485	872.359	250.357	-1193.15	868.386	510.086	-1085.104	706.8	555.403	-1220.955	447.055	443.268	-1226.923	439.17	559.481	-1363.039	221.881	524.196	-1442.338	72.832	439.808	-1408.505	79.093	458.609	-1272.827	-0.989	518.028	-1278.044	13.405	567.406	-1328.41	-12.033	330.152	-1017.546	704.121	264.393	-1051.024	480.167	377.516	-1030.653	470.44	250.217	-1004.186	219.294	280.037	-956.117	52.2	367.45	-950.822	80.338	369.455	-797.074	41.771	311.739	-780.179	73.042	267.483	-816.723	24.682
0.185	550.172	-1097.79	929.35	294.681	-1106.114	933.374	476.191	-1283.49	968.613	389.146	-1288.558	964.555	584.278	-1206.987	871.879	250.435	-1186.494	867.136	509.569	-1078.089	706.492	555.331	-1212.878	446.244	441.682	-1219.382	438.395	559.264	-1358.732	223.3	524.205	-1440.479	75.628	439.764	-1406.305	80.953	458.924	-1272.682	-0.704	518.239	-1277.556	13.155	567.156	-1328.395	-11.846	327.874	-1009.207	703.827	264.806	-1042.18	479.489	376.971	-1022.898	470.314	251.029	-999.657	217.587	280.426	-955.207	50.844	367.949	-949.174	78.412	369.725	-794.696	36.847	311.85	-777.768	67.773	267.841	-815.042	19.725
