Time	L_BF	L_VL	R_BF	R_VL
0.053500	0.005362	-0.000126	-0.003577	0.002654
0.054000	-0.000565	-0.002674	-0.000089	0.006715
0.054500	-0.006504	-0.001126	-0.008889	-0.000927
0.055000	-0.001404	-0.001195	0.001198	-0.003956
0.055500	-0.002053	0.004086	-0.001650	0.007071
0.056000	0.001004	-0.010103	0.001159	0.001593
0.056500	-0.005002	0.001583	-0.006562	-0.002329
0.057000	-0.006527	0.002161	-0.000772	0.007780
0.057500	0.004280	0.005755	-0.002612	0.000201
0.058000	-0.002830	-0.000800	0.007313	-0.007637
0.058500	0.003046	-0.005862	-0.008773	-0.006737
0.059000	-0.000311	-0.000952	0.002316	0.006675
0.059500	0.002711	0.003043	-0.001864	0.000964
0.060000	-0.004163	-0.004143	0.012439	0.004246
0.060500	-0.004411	-0.000154	0.000112	-0.006202
0.061000	0.000346	-0.000370	-0.003693	0.002334
0.061500	0.007042	0.000856	0.002133	-0.002427
0.062000	-0.004469	0.002535	-0.003907	0.001988
0.062500	-0.002523	-0.004452	0.008679	-0.002465
0.063000	0.005917	-0.000055	-0.003253	0.005157
0.063500	-0.002306	-0.007745	-0.003074	0.002069
0.064000	-0.002044	-0.003671	-0.002525	0.006058
0.064500	0.006442	-0.003531	0.001623	0.010355
0.065000	0.001475	0.005499	-0.001725	-0.004951
0.065500	0.003495	-0.002297	-0.002586	-0.003052
0.066000	-0.003900	0.001665	0.004087	0.006781
0.066500	0.000868	0.005858	-0.003294	-0.007515
0.067000	-0.001461	0.000592	-0.003283	0.000662
0.067500	0.008676	0.002590	0.002357	-0.001792
0.068000	-0.002996	-0.003642	0.003681	-0.000502
0.068500	-0.000914	0.005504	0.001391	-0.006660
0.069000	-0.007409	-0.003718	-0.005001	-0.000239
0.069500	0.000741	-0.000219	0.002217	-0.000253
0.070000	-0.005628	-0.002620	-0.002926	-0.006148
0.070500	-0.000440	0.005598	0.001640	-0.006862
0.071000	0.002828	0.003339	-0.004519	0.001171
0.071500	0.007990	0.003258	0.009724	-0.001474
0.072000	0.009638	0.008063	-0.002171	0.001771
0.072500	-0.012250	0.003178	0.003503	-0.004881
0.073000	0.008972	-0.001884	0.000158	-0.003019
0.073500	0.004217	0.003678	0.001690	-0.001882
0.074000	-0.003665	0.004605	-0.007075	-0.002339
0.074500	0.010908	0.002221	0.000960	-0.000582
0.075000	0.001661	0.010762	0.010450	0.000226
0.075500	0.001057	0.005152	0.001859	0.002815
0.076000	-0.000420	0.005585	0.005089	0.000469
0.076500	-0.006838	0.002348	-0.003609	-0.004670
0.077000	-0.001459	-0.003817	-0.005259	-0.007639
0.077500	-0.000150	-0.004966	0.002720	-0.007608
0.078000	0.000697	0.002302	0.004242	0.000939
0.078500	0.003495	-0.003515	0.004346	-0.006695
0.079000	0.005206	0.004591	0.004109	-0.006410
0.079500	-0.003575	-0.005917	0.005298	0.000619
0.080000	-0.007236	-0.002932	0.011901	-0.003551
0.080500	-0.001118	-0.005313	-0.001381	-0.003406
0.081000	0.003625	-0.000203	0.002005	0.006017
0.081500	-0.006033	0.001250	-0.006608	-0.000192
0.082000	-0.005010	-0.003447	-0.002176	-0.000063
0.082500	-0.001917	0.003781	-0.004528	-0.003400
0.083000	0.000934	0.004087	0.000972	0.007060
0.083500	0.002636	0.011421	0.005921	0.000569
0.084000	0.003164	0.010146	0.001605	0.011411
0.084500	-0.005062	0.001934	-0.006996	-0.002957
0.085000	0.000460	0.002693	-0.007622	-0.000920
0.085500	-0.004590	0.004225	0.007007	-0.001034
0.086000	0.004089	0.008019	-0.004644	0.001507
0.086500	0.000258	0.002498	-0.001957	0.010358
0.087000	0.008820	0.007896	-0.003229	-0.002986
0.087500	-0.003198	-0.001527	0.002240	0.007369
0.088000	0.006322	0.008598	-0.005541	-0.006028
0.088500	0.001212	-0.000540	0.000266	-0.006874
0.089000	0.003628	0.002133	0.002683	0.006249
0.089500	-0.000067	0.008088	0.009643	-0.001765
0.090000	-0.006643	-0.000663	0.005032	0.000614
0.090500	-0.003031	0.001597	-0.000792	0.000570
0.091000	-0.005872	-0.003419	-0.003788	-0.000504
0.091500	0.002454	0.000835	0.003455	0.001696
0.092000	0.000141	0.004755	0.006544	0.000447
0.092500	-0.001995	-0.001497	0.001623	-0.006806
0.093000	-0.006076	0.006119	-0.001318	0.000549
0.093500	-0.003187	0.009156	0.003168	0.003762
0.094000	-0.008170	0.003533	0.006468	-0.000433
0.094500	-0.006529	0.006000	-0.001696	-0.006236
0.095000	-0.006508	-0.000605	0.000003	-0.003042
0.095500	-0.010428	0.008233	0.008038	0.000591
0.096000	0.000425	-0.002603	-0.001509	-0.003157
0.096500	-0.001571	0.000616	0.004124	-0.002157
0.097000	-0.001158	0.000723	0.003456	0.003089
0.097500	0.005653	0.001693	0.000023	0.002750
0.098000	-0.001697	0.005664	0.002235	-0.007723
0.098500	-0.000899	0.002119	0.003893	-0.000931
0.099000	0.005020	-0.000764	-0.011654	0.003563
0.099500	-0.001394	0.003881	-0.001475	0.001570
0.100000	-0.000262	0.002079	-0.005937	0.000714
0.100500	0.007754	0.000022	0.004878	-0.004924
0.101000	-0.000757	0.000185	-0.007208	-0.003581
0.101500	0.010280	-0.000910	0.005380	0.000312
0.102000	-0.002029	0.004006	-0.013145	0.000846
0.102500	-0.003966	-0.004409	-0.000442	-0.001892
0.103000	-0.006217	-0.003314	0.000806	0.004361
0.103500	-0.003819	-0.006493	-0.003428	0.004862
0.104000	-0.001435	-0.001915	0.002233	-0.002953
0.104500	0.007212	-0.000878	0.000553	-0.005654
0.105000	0.003010	-0.008008	0.003710	0.003918
0.105500	-0.001778	-0.000912	0.003834	-0.006533
0.106000	0.012931	0.000496	0.002920	-0.002915
0.106500	0.003139	-0.006765	-0.002402	0.001028
0.107000	-0.004778	-0.005298	0.005135	0.000857
0.107500	0.010797	-0.000312	-0.009615	0.001616
0.108000	0.013089	-0.008405	0.005828	-0.003497
0.108500	0.001152	-0.006086	-0.001877	0.004450
0.109000	0.007667	0.001725	0.002411	-0.004209
0.109500	0.003220	0.006393	0.001582	-0.009374
0.110000	0.007621	0.002106	0.000785	-0.004022
0.110500	-0.003266	0.002681	-0.000748	-0.006072
0.111000	-0.001856	0.005328	0.004232	0.007368
0.111500	0.000244	-0.004154	0.004525	0.004363
0.112000	0.001856	0.001665	-0.000162	-0.003515
0.112500	-0.009701	0.005751	0.001241	0.006064
0.113000	-0.000383	0.000845	0.001311	0.004105
0.113500	0.000370	-0.001858	-0.005131	-0.002059
0.114000	0.005281	-0.005775	0.000178	0.003116
0.114500	0.007633	-0.014368	-0.001330	-0.000186
0.115000	0.003855	0.012972	0.000802	0.002741
0.115500	0.007283	0.002801	0.003681	-0.000643
0.116000	-0.002918	0.003601	0.005115	-0.000880
0.116500	-0.004424	-0.001613	0.001715	0.002095
0.117000	-0.007930	0.004446	0.001845	-0.000053
0.117500	0.006198	0.008766	0.001432	0.007207
0.118000	0.002404	-0.007395	-0.000921	0.006250
0.118500	0.003636	0.008318	-0.004555	-0.002096
0.119000	-0.004357	-0.004088	-0.000207	0.000322
0.119500	-0.002870	-0.003838	-0.003601	0.004217
0.120000	0.001920	-0.002723	0.000937	-0.003987
0.120500	0.001313	-0.004307	0.009095	0.004144
0.121000	0.002198	-0.002655	-0.001732	-0.001147
0.121500	0.005790	0.001000	0.003921	0.000799
0.122000	0.008554	-0.005528	0.003684	-0.006515
0.122500	-0.000278	0.003901	0.000054	0.000922
0.123000	-0.001193	0.004430	-0.002636	0.000266
0.123500	-0.005929	-0.001113	0.003211	0.002487
0.124000	-0.005224	-0.001261	0.004054	-0.002889
0.124500	-0.002952	-0.006124	0.004781	-0.007887
0.125000	-0.002236	0.001279	0.008014	-0.004389
0.125500	0.001007	-0.000974	0.009334	-0.000812
0.126000	0.000131	-0.005486	0.001392	0.008548
0.126500	0.002881	-0.003188	-0.005931	0.003327
0.127000	0.006599	-0.003395	0.004415	-0.002919
0.127500	-0.000865	-0.000668	0.008200	-0.001032
0.128000	0.001372	0.002887	0.000558	-0.000154
0.128500	-0.004018	0.002366	-0.007214	-0.001029
0.129000	-0.000855	-0.001823	0.005654	-0.004460
0.129500	0.001367	0.004325	0.005994	0.000998
0.130000	-0.002568	-0.002950	0.005352	0.008608
0.130500	0.006067	-0.000633	0.006583	-0.000950
0.131000	0.000587	-0.002512	-0.003187	0.003750
0.131500	-0.004132	-0.011359	-0.004704	-0.005467
0.132000	0.000186	-0.004177	-0.003524	-0.002488
0.132500	-0.001468	0.005582	0.002639	-0.003883
0.133000	0.005722	0.000665	0.001542	-0.009288
0.133500	-0.001948	0.003750	0.006854	0.000436
0.134000	-0.007233	0.001595	-0.006824	-0.002672
0.134500	-0.004579	0.002482	-0.001724	0.011923
0.135000	-0.002091	-0.001937	-0.001481	-0.004998
0.135500	0.001823	-0.003782	0.004512	-0.006433
0.136000	0.019907	0.006414	-0.000644	-0.004272
0.136500	0.000563	0.000431	0.001631	-0.003710
0.137000	-0.002430	-0.001267	0.006085	0.005235
0.137500	-0.009071	-0.003894	-0.007357	0.007150
0.138000	-0.001243	0.002536	0.000980	0.006763
0.138500	-0.004474	0.004653	-0.000318	0.000473
0.139000	-0.001215	0.002468	0.001482	0.000744
0.139500	-0.001164	-0.002059	-0.003668	0.002936
0.140000	0.008747	-0.000794	0.006149	-0.001580
0.140500	0.004051	-0.003338	-0.007790	0.001070
0.141000	-0.007412	-0.005411	0.000783	0.000756
0.141500	0.000338	0.003064	-0.003988	-0.014320
0.142000	0.003752	-0.004277	-0.006318	-0.001001
0.142500	0.001657	0.005496	-0.000651	-0.005356
0.143000	-0.004220	0.003817	-0.005942	-0.000261
0.143500	-0.009890	-0.010011	-0.001296	0.000185
0.144000	0.009008	0.001884	-0.010996	-0.005403
0.144500	0.000757	0.003792	0.008151	0.003266
0.145000	-0.001852	0.012712	-0.002048	0.002889
0.145500	0.000382	0.000785	0.007814	-0.001620
0.146000	0.005169	-0.003894	-0.001546	-0.002988
0.146500	0.000471	-0.002163	0.007786	0.003781
0.147000	0.001834	0.002406	0.002907	0.000982
0.147500	0.001727	0.009225	-0.005697	0.003048
0.148000	0.002788	0.000692	-0.005021	0.014772
0.148500	0.001125	0.003858	-0.001714	0.006806
0.149000	0.004961	0.005086	0.004438	0.002963
0.149500	-0.006281	-0.005463	-0.001444	-0.003417
0.150000	0.000926	0.000947	-0.005194	-0.007791
0.150500	0.004862	-0.000380	0.007630	-0.004947
0.151000	-0.005803	0.000660	-0.008488	0.001327
0.151500	-0.004975	-0.001421	-0.004810	0.002115
0.152000	0.004141	-0.004109	0.006931	-0.001039
0.152500	-0.005175	-0.005072	0.002174	0.006710
0.153000	-0.004646	0.004640	-0.003132	-0.001587
0.153500	0.004757	0.004712	-0.003501	-0.007832
0.154000	-0.000221	-0.001195	-0.004290	0.001882
0.154500	0.004650	-0.006066	0.001284	-0.003159
0.155000	0.009131	0.001956	-0.000702	0.005294
0.155500	0.001676	-0.000387	-0.000435	0.000938
0.156000	0.001958	0.003256	-0.000125	0.006926
0.156500	-0.002510	0.003933	-0.000554	0.006764
0.157000	-0.007602	-0.003183	0.005301	0.008897
0.157500	0.001006	-0.006395	0.005961	0.000799
0.158000	-0.006181	-0.010609	0.002585	-0.008383
0.158500	0.003963	-0.000127	0.001462	0.003727
0.159000	0.010457	-0.001640	-0.002130	0.001021
0.159500	0.008902	-0.004146	-0.004853	-0.001734
0.160000	0.000162	0.009374	-0.006774	-0.010265
0.160500	0.000090	0.001320	0.004778	0.007453
0.161000	-0.000138	-0.004486	-0.004997	-0.008314
0.161500	-0.001939	0.007762	0.000520	-0.001329
0.162000	0.005968	0.006395	0.003479	0.000318
0.162500	0.003098	-0.006478	-0.004894	-0.002697
0.163000	-0.006964	0.003790	-0.010232	-0.003705
0.163500	0.005712	0.001003	-0.006062	-0.000417
0.164000	-0.002666	-0.001401	0.005845	-0.005743
0.164500	-0.007111	-0.003679	0.004214	-0.000796
0.165000	0.003373	-0.003292	0.004924	-0.002549
0.165500	-0.005541	-0.003017	0.005099	-0.011788
0.166000	0.003181	-0.000329	0.009624	0.001330
0.166500	0.002107	-0.001166	0.006827	0.004559
0.167000	0.000818	-0.001766	0.001229	0.004197
0.167500	-0.002043	0.006399	0.002908	-0.002672
0.168000	0.000891	0.000837	0.002985	0.007793
0.168500	0.001119	-0.006135	-0.002391	0.002352
0.169000	0.004480	-0.000430	-0.001686	-0.006863
0.169500	0.000385	-0.002689	-0.005550	-0.005040
0.170000	0.004567	0.007455	-0.009706	0.001066
0.170500	0.001265	-0.002721	0.001862	0.005512
0.171000	0.006753	-0.003853	-0.009060	0.001794
0.171500	0.001355	0.005739	0.006128	-0.003348
0.172000	-0.005536	0.006487	-0.000519	0.000139
0.172500	-0.002296	-0.000908	0.000020	-0.010149
0.173000	-0.007033	0.001064	-0.005086	-0.003505
0.173500	0.005109	-0.002226	0.000738	-0.005619
0.174000	-0.004059	0.001174	0.004973	-0.001646
0.174500	0.006759	0.002204	0.006720	0.001429
0.175000	-0.005443	0.007537	-0.000164	0.001513
0.175500	-0.011778	-0.000057	-0.000986	0.000803
0.176000	-0.003863	0.008413	0.001724	-0.000181
0.176500	-0.005806	-0.008659	0.000706	0.003290
0.177000	0.000345	-0.002740	0.000836	-0.003759
0.177500	0.005836	0.005495	-0.010068	0.002019
0.178000	0.000700	0.005367	-0.007518	0.007099
0.178500	-0.004640	0.008220	0.004990	-0.007992
0.179000	-0.000558	-0.003960	-0.005040	-0.004601
0.179500	-0.004525	-0.003601	-0.003079	0.004262
0.180000	0.000138	-0.007185	0.001087	0.013965
0.180500	-0.003649	0.004700	0.000514	-0.007472
0.181000	0.001517	0.003655	0.003758	-0.005017
0.181500	-0.005248	-0.010129	0.002656	-0.001637
0.182000	0.007062	-0.000905	0.011121	-0.001285
0.182500	0.000003	0.007602	-0.010817	0.001866
0.183000	-0.000199	0.007666	0.000952	0.003209
0.183500	-0.004360	-0.006422	0.001570	0.005560
0.184000	0.000308	-0.000813	0.000087	-0.001716
0.184500	-0.007844	-0.000240	0.002583	0.005079
0.185000	0.011187	0.006677	-0.000566	0.001985
0.185500	0.006155	-0.013020	-0.004705	0.000837
0.186000	-0.000892	0.010784	-0.000655	0.003379
0.186500	0.000840	-0.003915	0.004744	-0.001122
0.187000	0.002192	0.016431	0.003388	0.002995
0.187500	0.001196	0.002972	0.008829	0.001694
0.188000	-0.009014	-0.000848	-0.000399	0.002828
0.188500	0.000414	-0.001511	0.004008	0.001391
0.189000	-0.008167	0.005675	0.006608	0.000863
0.189500	0.006012	0.004202	-0.004525	0.000842
0.190000	0.000790	-0.001191	0.006277	-0.001708
0.190500	-0.008299	-0.000477	0.005761	0.000374
0.191000	0.010488	0.004422	0.000794	-0.001736
0.191500	0.000868	-0.009286	-0.006627	-0.005674
0.192000	-0.001527	-0.004864	0.000288	0.000413
0.192500	-0.000217	-0.001856	-0.001738	0.003820
0.193000	-0.003859	-0.008071	0.000539	0.004057
0.193500	-0.007831	-0.003023	0.003488	-0.003445
0.194000	-0.001860	-0.000568	-0.000013	-0.002540
0.194500	-0.003465	-0.000380	-0.000737	0.006562
0.195000	-0.000283	0.007734	0.001699	0.004230
0.195500	-0.004926	-0.002003	0.001249	-0.007091
0.196000	-0.002705	-0.001491	-0.001964	-0.000566
0.196500	0.002922	-0.006792	-0.005939	-0.007422
0.197000	0.000896	0.006479	0.002343	-0.001250
0.197500	0.008965	-0.000808	-0.001241	-0.004222
0.198000	0.001860	-0.003582	0.003954	-0.009876
0.198500	-0.003151	-0.000048	-0.010816	0.002908
0.199000	-0.007530	-0.000465	-0.000696	0.000845
0.199500	0.002161	0.000300	-0.005652	0.012142
0.200000	0.006670	0.001822	0.001280	-0.005969
0.200500	0.003949	0.004045	-0.010361	-0.000097
0.201000	-0.003701	-0.009295	0.005290	0.002184
0.201500	-0.001191	0.002012	0.003863	0.006009
0.202000	0.006174	-0.006279	0.003562	0.002596
0.202500	0.000772	-0.000807	0.013205	0.004330
0.203000	0.005381	-0.003038	-0.005107	-0.000188
0.203500	-0.006017	0.001272	-0.007545	0.004548
0.204000	0.005963	-0.006566	0.008706	0.001010
0.204500	0.003981	-0.006333	0.008720	0.002904
0.205000	0.007371	-0.005505	-0.006014	0.002306
0.205500	0.000136	0.008030	-0.002805	-0.002038
0.206000	0.008357	0.003603	-0.003401	-0.003866
0.206500	-0.002171	0.002710	0.003495	-0.005088
0.207000	-0.002369	-0.006850	-0.000739	0.006256
0.207500	-0.001862	-0.004553	-0.001709	0.000396
0.208000	-0.004605	0.002202	-0.000478	0.000083
0.208500	0.006411	0.007207	-0.003953	0.003422
0.209000	-0.000998	-0.005121	0.001483	-0.001312
0.209500	0.008948	0.004316	-0.000321	-0.001851
0.210000	-0.013235	0.001546	-0.001708	-0.004069
0.210500	-0.008176	-0.001043	-0.002598	0.001006
0.211000	-0.001095	0.007630	0.002590	0.003962
0.211500	0.006534	0.001508	0.000444	0.005982
0.212000	-0.002086	-0.000374	0.001004	-0.005095
0.212500	-0.002209	-0.007610	0.003941	-0.007801
0.213000	0.003644	0.003541	0.007307	0.003987
0.213500	-0.010902	-0.007824	0.001133	-0.008775
0.214000	0.005313	0.003079	0.000687	-0.002901
0.214500	-0.003740	-0.005048	0.005497	0.004046
0.215000	0.001805	-0.019003	-0.000896	-0.002328
0.215500	0.000587	0.000955	0.004064	0.003861
0.216000	-0.001698	-0.001747	0.000943	0.004693
0.216500	-0.002271	-0.004765	-0.002085	-0.003448
0.217000	-0.001587	0.003746	0.000565	-0.000009
0.217500	0.007797	0.001062	-0.004190	-0.003739
0.218000	-0.003700	-0.009537	0.003257	0.001814
0.218500	-0.003507	0.000378	-0.002401	-0.000190
0.219000	0.004547	0.004965	0.005400	0.000462
0.219500	0.003768	-0.003536	-0.001790	0.002245
0.220000	-0.000528	0.003406	0.004532	0.000108
0.220500	0.004090	-0.002603	0.005252	-0.005978
0.221000	-0.013374	0.000439	-0.002023	0.008560
0.221500	-0.004242	0.008726	-0.004598	-0.005740
0.222000	0.006224	0.006770	-0.000802	-0.000409
0.222500	-0.004080	-0.000681	-0.003919	-0.008409
0.223000	-0.001564	0.002909	-0.002510	0.003002
0.223500	0.000333	0.006976	-0.001702	0.004221
0.224000	-0.003129	0.000523	0.002252	0.003110
0.224500	0.006540	-0.000261	0.003218	0.002779
0.225000	0.000678	-0.003331	0.000369	-0.002158
0.225500	-0.004099	-0.002845	-0.006154	-0.009680
0.226000	-0.002177	-0.003450	0.002477	-0.003795
0.226500	-0.006515	-0.001848	-0.005139	0.002118
0.227000	0.001214	0.001171	-0.000751	-0.004082
0.227500	0.000136	0.003229	0.002749	-0.004137
0.228000	0.003069	-0.006430	-0.005044	0.004293
0.228500	-0.001302	0.000250	-0.003693	0.002636
0.229000	0.003293	0.007429	0.004016	0.007108
0.229500	0.001325	-0.002710	0.000026	-0.009261
0.230000	0.001558	-0.003502	0.002852	-0.001372
0.230500	-0.003985	-0.000889	-0.008200	-0.003361
0.231000	-0.003381	0.011681	0.002071	-0.003243
0.231500	0.010887	-0.008044	0.002392	-0.008168
0.232000	0.002078	0.001353	0.002218	0.002751
0.232500	0.011657	0.003708	-0.000872	0.003536
0.233000	0.006139	0.004005	-0.002440	0.000333
0.233500	0.003305	-0.000856	-0.001721	-0.001703
0.234000	0.008390	-0.002778	0.002361	0.002709
0.234500	0.006278	-0.004964	0.000039	-0.002303
0.235000	-0.001046	-0.004535	-0.001914	0.001990
0.235500	0.003300	0.009523	0.003995	0.005738
0.236000	0.000537	0.007196	0.002457	0.003771
0.236500	-0.002918	-0.000756	-0.000101	0.005474
0.237000	-0.005419	-0.000586	0.003346	0.004865
0.237500	-0.003420	0.005940	-0.013164	-0.001083
0.238000	-0.006294	-0.001414	0.000442	0.003215
0.238500	0.000548	-0.013085	-0.004506	0.002885
0.239000	-0.000853	-0.002081	-0.005828	-0.005994
0.239500	0.005162	0.004120	0.004867	0.000095
0.240000	0.001713	-0.006263	-0.002485	-0.001416
0.240500	-0.002615	0.007362	0.009073	0.001498
0.241000	0.000309	0.005853	-0.001000	0.001742
0.241500	0.001934	-0.001226	-0.015227	0.000681
0.242000	-0.005270	-0.002545	0.009916	-0.001121
0.242500	0.003518	0.011284	-0.010868	0.005628
0.243000	-0.001881	-0.005680	0.002086	0.005127
0.243500	-0.007364	0.001510	0.006266	-0.000226
0.244000	-0.000951	-0.004853	-0.004471	-0.004517
0.244500	-0.000258	0.003040	0.001116	0.001894
0.245000	0.009175	-0.000639	-0.000767	-0.000685
0.245500	0.005326	0.011102	-0.003694	0.012725
0.246000	-0.007573	0.004918	0.005250	0.000513
0.246500	-0.006457	-0.000291	0.011482	-0.001380
0.247000	0.001371	0.002534	0.010946	0.002514
0.247500	0.002606	0.000033	0.006565	0.004985
0.248000	0.007758	0.004284	-0.006458	-0.005309
0.248500	0.003766	0.000631	-0.002113	-0.008801
0.249000	-0.002504	0.005297	0.005382	0.010773
0.249500	-0.000190	0.000438	0.003783	-0.001391
0.250000	0.012064	-0.000461	-0.003749	-0.001007
0.250500	-0.002524	-0.005770	-0.000737	0.007542
0.251000	0.002126	-0.001409	0.006838	-0.003105
0.251500	-0.001494	-0.005017	-0.000371	0.004045
0.252000	0.006119	-0.007056	0.011584	-0.005202
0.252500	0.000157	-0.004447	-0.007023	-0.000403
0.253000	0.001488	0.003136	0.004451	-0.006604
0.253500	0.007250	-0.000944	-0.004268	0.006268
0.254000	-0.005465	-0.000031	0.007973	0.002490
0.254500	-0.007210	-0.000712	-0.007109	0.000583
0.255000	0.001202	-0.005112	0.001153	-0.003157
0.255500	0.004464	-0.007722	-0.002739	0.005980
0.256000	0.004835	0.004335	-0.012034	0.006550
0.256500	0.001985	0.000204	-0.003525	-0.008012
0.257000	-0.000715	-0.001653	0.006690	-0.001887
0.257500	0.005144	-0.000798	0.004258	-0.005319
0.258000	-0.008057	-0.009369	-0.000358	0.007764
