Time	L_BF	L_VL	R_BF	R_VL
0.025500	0.008271	-0.001365	-0.001778	-0.000657
0.026000	0.004769	0.004869	0.008807	-0.008955
0.026500	-0.001160	0.005443	0.000312	-0.008939
0.027000	-0.000074	0.003248	-0.000811	-0.000247
0.027500	0.002355	-0.001784	0.005014	-0.000815
0.028000	-0.007394	0.005788	-0.000994	0.001113
0.028500	0.003332	0.002498	-0.004370	0.003613
0.029000	-0.008346	-0.003123	-0.014327	-0.003222
0.029500	-0.003307	0.001196	-0.003810	-0.004530
0.030000	-0.000474	-0.006231	0.005019	-0.002207
0.030500	-0.003922	-0.004546	-0.004474	-0.008895
0.031000	-0.003326	0.005717	0.000318	0.003357
0.031500	0.005400	0.012512	0.003177	0.007821
0.032000	-0.001500	0.001991	-0.003401	0.000915
0.032500	-0.000113	0.001861	0.008073	0.004122
0.033000	-0.004790	-0.003121	-0.004173	-0.000651
0.033500	0.010562	-0.004704	0.002760	-0.001044
0.034000	-0.001018	-0.004648	-0.001701	0.003592
0.034500	0.008084	-0.006515	-0.001500	0.003672
0.035000	-0.003835	0.004082	-0.003573	-0.001824
0.035500	0.012859	0.003922	0.002823	0.001592
0.036000	0.007576	-0.006942	-0.000389	0.003081
0.036500	0.007647	-0.001284	0.000464	0.006936
0.037000	0.008943	0.001161	-0.003873	0.000704
0.037500	0.004253	0.003053	-0.000629	0.003283
0.038000	0.012332	0.003126	-0.007316	-0.003160
0.038500	-0.001682	0.003251	0.004667	-0.004293
0.039000	-0.003235	-0.002803	-0.000253	-0.011414
0.039500	-0.003776	0.010339	0.001755	0.001957
0.040000	0.005976	-0.011620	-0.003478	-0.004598
0.040500	0.003375	0.001886	0.006098	0.004449
0.041000	-0.001589	0.001663	-0.007370	0.001557
0.041500	-0.001772	0.002995	-0.001315	-0.004180
0.042000	-0.007962	0.004175	-0.005145	-0.006880
0.042500	0.000249	0.008776	0.001018	0.003453
0.043000	-0.000791	-0.000608	-0.003121	-0.003027
0.043500	-0.008545	-0.000137	0.002967	0.003091
0.044000	-0.004407	0.009045	0.004060	0.004150
0.044500	-0.004075	-0.000816	0.005574	-0.004317
0.045000	-0.001927	-0.003016	-0.007646	0.003877
0.045500	0.006710	-0.007450	-0.000850	0.000047
0.046000	0.005908	-0.005548	-0.004921	-0.003388
0.046500	-0.004146	0.002690	-0.008982	-0.004827
0.047000	-0.007914	0.000919	0.004437	0.000398
0.047500	0.007241	0.002008	-0.000624	-0.002957
0.048000	0.004214	0.001050	-0.002175	-0.002494
0.048500	-0.001094	-0.001813	-0.004483	0.005185
0.049000	0.003496	-0.000711	-0.001223	0.001172
0.049500	0.004829	-0.002673	0.005166	0.009667
0.050000	0.004238	-0.006042	-0.006946	0.004272
0.050500	-0.005965	0.003512	0.018602	0.000749
0.051000	-0.002954	-0.004560	-0.002631	0.000366
0.051500	0.004537	-0.002330	0.003533	0.003818
0.052000	0.004068	0.005107	-0.010645	0.001878
0.052500	-0.001232	0.005441	0.003798	0.002046
0.053000	-0.004418	0.002120	0.000928	-0.002762
0.053500	-0.000093	-0.003544	-0.002310	-0.001209
0.054000	-0.002788	-0.000380	-0.005589	-0.001289
0.054500	0.001688	0.004941	0.007149	0.001298
0.055000	-0.001752	-0.005934	0.006168	-0.004823
0.055500	0.005342	0.001741	-0.002296	0.005230
0.056000	0.008854	0.004009	-0.001862	0.000633
0.056500	-0.000928	-0.000656	-0.006092	0.008566
0.057000	-0.004231	0.007962	-0.006751	-0.004525
0.057500	-0.002402	0.005120	0.002509	-0.000000
0.058000	0.000164	-0.009155	-0.004373	-0.009372
0.058500	-0.005766	0.008183	0.008115	0.000166
0.059000	0.006644	-0.004740	0.004671	-0.003237
0.059500	0.000468	-0.000567	-0.002189	-0.002680
0.060000	-0.007363	0.004993	0.001591	0.002361
0.060500	0.008652	0.001753	0.003055	-0.001958
0.061000	-0.001525	-0.005087	0.000977	-0.004378
0.061500	-0.000509	-0.001937	-0.000182	0.001164
0.062000	0.005782	0.003967	-0.001505	0.000232
0.062500	-0.002901	-0.000270	0.006061	-0.002521
0.063000	0.004716	0.002594	0.002715	-0.003805
0.063500	-0.003104	0.010446	0.004152	-0.000527
0.064000	-0.005214	-0.008733	0.004005	0.007628
0.064500	-0.000030	-0.000878	0.003728	0.005281
0.065000	-0.002191	0.008781	0.003251	-0.001750
0.065500	0.003313	-0.005459	0.003490	0.001590
0.066000	-0.001192	-0.005181	0.002032	0.000959
0.066500	0.009010	-0.002589	0.006440	0.000636
0.067000	-0.000969	-0.006975	-0.002072	0.002669
0.067500	0.004341	0.004178	-0.002127	-0.004633
0.068000	0.007827	0.006490	-0.001936	-0.009947
0.068500	0.011334	-0.001714	-0.000898	0.002865
0.069000	-0.001428	0.010742	0.010143	-0.003909
0.069500	-0.001659	-0.000472	-0.000771	0.003458
0.070000	0.001441	0.004419	-0.006541	0.003831
0.070500	0.003189	-0.000692	0.001941	0.002691
0.071000	0.002741	-0.011824	-0.005658	0.001873
0.071500	0.002714	0.002078	-0.005311	0.004958
0.072000	-0.000369	0.002946	0.006870	-0.004603
0.072500	-0.002668	0.001610	-0.011219	0.001068
0.073000	-0.004026	0.001410	-0.004367	0.008914
0.073500	-0.004293	0.005140	0.004173	-0.004818
0.074000	-0.003623	-0.005987	0.008446	-0.002414
0.074500	0.000209	-0.002140	-0.001029	-0.004089
0.075000	0.001924	-0.005140	-0.001892	0.001923
0.075500	0.003572	-0.006481	0.007738	-0.001393
0.076000	-0.000413	0.008929	-0.008659	0.006103
0.076500	0.001918	0.003447	0.010775	-0.002917
0.077000	0.001941	0.003133	-0.008070	0.002583
0.077500	0.000010	0.001210	-0.003856	-0.000056
0.078000	0.008038	-0.005512	0.003207	-0.003749
0.078500	0.004095	-0.005458	0.004127	-0.001246
0.079000	-0.015471	-0.003756	0.005249	0.000130
0.079500	-0.000386	-0.004902	0.005091	0.000044
0.080000	0.006051	0.001301	-0.002578	-0.000475
0.080500	0.001574	0.002870	-0.010161	0.003512
0.081000	0.004964	-0.001461	-0.000991	-0.001707
0.081500	0.002467	0.007052	0.000058	0.000406
0.082000	-0.003866	-0.004867	-0.007270	-0.001948
0.082500	-0.002291	-0.002677	0.012260	0.000885
0.083000	-0.004747	0.007727	0.012541	0.004009
0.083500	0.001352	0.006736	-0.004005	0.003186
0.084000	-0.005831	-0.003790	-0.008174	-0.002459
0.084500	0.006330	-0.002087	0.005439	0.000992
0.085000	-0.006647	-0.000804	-0.001297	-0.003931
0.085500	0.000643	-0.002361	0.004010	-0.000859
0.086000	0.000248	0.002459	0.001029	-0.003974
0.086500	-0.003472	0.005031	0.000065	-0.009653
0.087000	-0.004485	-0.000679	-0.009494	0.010421
0.087500	0.001563	-0.010274	0.001013	-0.003437
0.088000	0.000249	-0.002427	0.001525	-0.008927
0.088500	0.004339	0.002856	-0.006352	0.002028
0.089000	0.006985	-0.000531	-0.007495	0.002274
0.089500	-0.003589	-0.000263	-0.001765	-0.002930
0.090000	0.002278	-0.004097	-0.003376	-0.008130
0.090500	0.005577	-0.008322	0.002120	0.016228
0.091000	-0.009945	0.001052	-0.001937	0.004268
0.091500	-0.004424	-0.002085	0.001612	0.003788
0.092000	-0.006386	-0.003017	-0.003956	-0.005421
0.092500	-0.001262	-0.004719	-0.003757	-0.002306
0.093000	-0.000732	-0.004575	0.010309	-0.003224
0.093500	-0.003421	0.007154	0.001018	0.000956
0.094000	0.000082	-0.003665	-0.006210	-0.007509
0.094500	-0.000641	0.004025	0.005672	0.001275
0.095000	-0.001973	-0.001827	0.002386	-0.004749
0.095500	-0.001999	0.005715	0.005556	0.003214
0.096000	-0.001481	0.004523	0.006506	0.006842
0.096500	0.002138	0.004326	-0.005505	-0.008074
0.097000	-0.004101	-0.001547	0.003896	-0.001025
0.097500	0.011468	-0.003416	0.002021	-0.001272
0.098000	0.000300	0.003954	-0.000949	-0.000593
0.098500	-0.006389	-0.007308	0.000661	-0.008980
0.099000	-0.000478	0.003241	0.006284	-0.005588
0.099500	-0.003118	-0.004528	0.006486	0.000656
0.100000	0.002926	0.004441	-0.002046	-0.001417
0.100500	0.002114	-0.010318	-0.002798	0.003374
0.101000	-0.008334	-0.004666	0.000764	-0.002092
0.101500	-0.001667	-0.006337	0.003605	0.000380
0.102000	0.001292	-0.000265	0.000519	0.002165
0.102500	-0.001224	0.000642	0.000944	-0.000271
0.103000	-0.003031	0.005761	0.006516	0.003311
0.103500	-0.003034	-0.004106	-0.001596	-0.002966
0.104000	-0.008250	-0.005314	0.001724	0.009079
0.104500	-0.005098	-0.003551	0.001406	0.003345
0.105000	-0.002300	-0.003175	0.000413	0.002392
0.105500	0.006442	0.002332	-0.001553	-0.005445
0.106000	-0.001862	-0.005333	-0.005026	-0.001497
0.106500	0.005219	-0.002680	0.004127	0.004756
0.107000	-0.006747	-0.002704	-0.006749	-0.001516
0.107500	-0.003150	0.003132	0.003920	-0.001640
0.108000	-0.005402	-0.002259	-0.000682	0.007637
0.108500	0.004705	0.010591	-0.000388	-0.005038
0.109000	0.005469	-0.013366	0.010218	-0.002064
0.109500	-0.003562	0.005897	0.006596	-0.008686
0.110000	-0.005701	0.012532	-0.001161	-0.003810
0.110500	0.001270	-0.007675	-0.003727	-0.010051
0.111000	-0.004936	-0.005002	0.001018	-0.002175
0.111500	-0.010156	-0.015293	-0.001448	0.001497
0.112000	-0.005867	-0.003525	0.007637	0.001902
0.112500	0.005408	0.004378	-0.002270	0.002611
0.113000	-0.003937	-0.001593	0.009473	0.001292
0.113500	-0.002341	-0.009938	-0.003048	0.006131
0.114000	0.001858	-0.004491	-0.001640	0.000841
0.114500	0.000767	0.001314	-0.009092	-0.000367
0.115000	-0.007329	-0.006530	-0.002098	0.008505
0.115500	-0.012636	-0.005561	0.007551	-0.011546
0.116000	-0.000075	-0.001486	0.002376	-0.007245
0.116500	0.009928	-0.005254	0.000995	-0.000194
0.117000	-0.003994	-0.005312	-0.001705	-0.001051
0.117500	-0.000212	-0.004748	0.001661	0.004800
0.118000	-0.001853	0.000842	0.003756	-0.013696
0.118500	0.004833	-0.006727	0.003470	-0.000773
0.119000	-0.010086	0.003499	0.002402	-0.004817
0.119500	0.003109	-0.001703	-0.006880	0.004531
0.120000	-0.001761	0.001290	-0.006192	0.001523
0.120500	0.002344	-0.005501	0.005509	-0.000975
0.121000	0.009066	0.002876	-0.006540	-0.009532
0.121500	-0.000248	-0.011420	0.004401	0.008099
0.122000	-0.008292	0.005630	-0.010458	0.002603
0.122500	0.003153	0.001250	-0.006476	0.000663
0.123000	-0.005240	0.001098	0.002511	-0.004933
0.123500	-0.008706	0.002805	-0.002193	-0.004457
0.124000	0.003031	-0.004588	-0.002125	-0.003801
0.124500	0.007219	0.002609	0.000993	0.007465
0.125000	0.002777	0.002169	-0.001976	-0.002232
0.125500	0.004453	-0.003959	0.000351	-0.001645
0.126000	0.003447	0.007224	0.003222	-0.007284
0.126500	0.001000	0.006042	-0.001350	-0.007697
0.127000	-0.007004	0.002638	0.000727	-0.015667
0.127500	0.006078	0.002732	-0.003010	-0.003119
0.128000	-0.001799	0.002777	-0.006695	0.001009
0.128500	-0.006328	-0.002494	0.004216	0.003137
0.129000	0.001699	-0.001869	0.001769	-0.009598
0.129500	-0.000273	-0.003431	0.008376	-0.006128
0.130000	0.009603	-0.002214	-0.002469	-0.004157
0.130500	-0.002502	0.003124	-0.001690	0.000965
0.131000	-0.000920	-0.003867	0.000787	-0.001334
0.131500	-0.003083	-0.009053	0.005003	-0.006425
0.132000	-0.002698	0.010134	-0.004670	-0.002703
0.132500	0.000007	0.006941	0.008198	-0.004451
0.133000	0.007227	-0.012990	-0.000040	-0.001594
0.133500	0.009404	0.000535	0.007585	0.006637
0.134000	-0.000213	0.002229	0.006812	-0.001591
0.134500	0.004945	0.003563	0.003732	-0.001129
0.135000	-0.002483	-0.007463	-0.000624	-0.007578
0.135500	-0.002583	-0.002263	0.013494	0.003231
0.136000	-0.001348	0.010571	-0.004147	-0.004161
0.136500	0.007731	-0.006203	0.003690	-0.006957
0.137000	0.007330	0.003455	-0.005319	0.005707
0.137500	-0.005297	0.004882	-0.007169	0.003462
0.138000	-0.003906	0.001953	0.003846	0.008602
0.138500	-0.008516	-0.003917	-0.005466	-0.002709
0.139000	-0.006308	0.000003	-0.001615	-0.000617
0.139500	0.007608	0.009198	-0.000846	0.004844
0.140000	-0.003327	0.003906	0.001758	0.004507
0.140500	0.003060	0.000074	0.000080	-0.001374
0.141000	0.007382	0.003059	0.001277	-0.002500
0.141500	-0.002174	0.006661	-0.001681	-0.004196
0.142000	-0.001111	0.002078	-0.001673	-0.006936
0.142500	-0.000221	0.004644	-0.005112	0.002284
0.143000	0.005914	0.002995	0.002557	0.002261
0.143500	0.004827	-0.005887	-0.003310	0.001002
0.144000	-0.000726	-0.001084	-0.011831	0.001592
0.144500	-0.002722	0.001188	-0.008374	0.011033
0.145000	0.005301	-0.000704	0.002389	0.009197
0.145500	-0.001461	-0.001922	0.006243	-0.001142
0.146000	0.015244	-0.000179	0.002977	-0.002594
0.146500	0.002022	0.009425	0.001361	-0.002722
0.147000	-0.005611	-0.001365	0.001957	-0.003393
0.147500	-0.003207	0.001589	-0.003834	-0.002306
0.148000	-0.007797	-0.000757	0.003795	0.005362
0.148500	-0.000434	0.004549	-0.009880	0.003599
0.149000	-0.001354	0.000666	0.004347	0.001916
0.149500	-0.004565	0.001163	-0.009963	0.004751
0.150000	-0.002582	0.000876	0.002418	-0.005841
0.150500	-0.002856	-0.002171	0.002824	-0.001787
0.151000	0.000929	0.001776	-0.001015	0.001733
0.151500	-0.007673	-0.004910	-0.001328	0.002703
0.152000	0.002132	0.001455	-0.003015	-0.000091
0.152500	-0.003479	0.001891	-0.000080	0.012829
0.153000	0.001986	0.000596	0.003862	-0.008126
0.153500	-0.000571	-0.003904	-0.000352	-0.001510
0.154000	-0.015817	-0.001499	-0.005606	0.001961
0.154500	-0.002181	0.000230	-0.001742	0.009591
0.155000	0.005657	-0.001628	0.004360	0.002177
0.155500	-0.007933	-0.000182	-0.003822	0.005669
0.156000	0.003828	-0.010509	-0.000491	0.003797
0.156500	0.005083	0.006445	-0.000355	0.002904
0.157000	-0.003068	0.000290	-0.003063	0.000671
0.157500	0.000255	-0.005345	0.001420	-0.003223
0.158000	-0.007435	0.004687	-0.001280	-0.003051
0.158500	0.000979	-0.005108	0.002518	-0.001684
0.159000	-0.002888	-0.001243	0.004831	0.001539
0.159500	0.002344	-0.013139	0.010156	-0.008404
0.160000	-0.000351	-0.001445	0.002779	-0.006861
0.160500	-0.003639	-0.000139	-0.003719	0.005454
0.161000	0.010577	-0.006514	-0.001111	0.000997
0.161500	0.006669	-0.000788	-0.001679	0.007315
0.162000	0.002075	-0.003780	0.012816	0.001207
0.162500	-0.007194	0.000200	-0.001056	-0.002935
0.163000	0.008941	-0.005436	0.012932	0.002085
0.163500	-0.000904	0.004498	0.007171	-0.003103
0.164000	0.002493	-0.000975	-0.003746	-0.001654
0.164500	0.001630	-0.002303	0.003415	-0.003784
0.165000	0.001491	0.013323	-0.002480	0.005378
0.165500	-0.001153	0.005635	-0.002451	-0.006041
0.166000	0.000596	0.008537	0.006487	-0.000880
0.166500	0.002551	0.007104	0.001366	-0.011589
0.167000	-0.001659	-0.002639	0.001537	-0.007301
0.167500	-0.002391	-0.004563	-0.001769	0.003598
0.168000	-0.005359	0.008964	-0.000388	0.004154
0.168500	0.001049	-0.002876	0.001531	0.005702
0.169000	0.000102	-0.006556	0.000433	-0.004155
0.169500	-0.004545	-0.003885	-0.010512	-0.001130
0.170000	0.013447	0.007974	-0.000870	-0.005144
0.170500	-0.002025	0.001409	-0.004313	0.004264
0.171000	0.000260	-0.001376	0.003532	0.002537
0.171500	-0.012135	0.002625	-0.000240	-0.003328
0.172000	0.000666	-0.002722	-0.004746	-0.005468
0.172500	-0.003026	0.014623	-0.003544	0.006622
0.173000	-0.001529	0.006509	-0.001802	-0.000066
0.173500	0.002193	0.006508	0.000040	0.005649
0.174000	0.007218	-0.004802	0.009296	0.003030
0.174500	-0.001103	0.001773	-0.000792	-0.005435
0.175000	-0.005166	-0.007775	-0.005612	0.007540
0.175500	0.000508	-0.001471	0.001861	0.000467
0.176000	0.008129	-0.001692	0.002600	-0.001384
0.176500	-0.005427	-0.009410	-0.000488	0.007804
0.177000	0.002133	0.005137	-0.000070	-0.006559
0.177500	0.002651	-0.001153	0.000421	0.003916
0.178000	-0.000868	0.002345	-0.002796	0.002172
0.178500	-0.004344	0.000974	0.016537	-0.011453
0.179000	0.003227	-0.011455	0.006650	-0.001077
0.179500	-0.004060	-0.002539	-0.005039	-0.004354
0.180000	-0.006695	-0.003673	0.002149	0.009970
0.180500	-0.003392	0.005437	0.002472	0.007080
0.181000	-0.007648	0.003628	0.001311	0.006096
0.181500	-0.008888	0.008201	0.000366	-0.003360
0.182000	-0.007787	-0.003560	-0.001273	0.006626
0.182500	-0.005829	0.002332	-0.004116	0.002733
0.183000	0.004093	0.001324	0.004200	0.005544
0.183500	-0.002368	0.000289	0.003038	0.005109
0.184000	0.015288	-0.003401	0.003977	-0.004408
0.184500	0.007690	-0.005527	-0.000963	0.006499
0.185000	0.002308	-0.001802	0.004460	-0.000535
0.185500	0.005416	-0.004204	0.012378	0.011509
0.186000	-0.005422	-0.001100	0.001461	0.001154
0.186500	0.002514	0.002366	0.000089	0.005814
0.187000	0.002712	-0.005559	0.001105	-0.001508
0.187500	0.002016	0.006406	0.006186	0.003657
0.188000	-0.000912	-0.001109	-0.009481	0.000325
0.188500	-0.005871	-0.004331	0.015691	0.003828
0.189000	-0.009318	0.001824	0.001571	0.001309
0.189500	-0.002290	-0.011668	0.001715	-0.003480
0.190000	-0.001621	-0.003181	0.004931	0.002289
0.190500	0.002772	0.002891	0.008123	-0.002664
0.191000	-0.002953	0.003611	0.002029	-0.002534
0.191500	-0.006754	-0.007303	-0.002040	-0.002520
0.192000	-0.003431	-0.005515	-0.006518	-0.006588
0.192500	0.002700	0.000774	-0.010546	0.001759
0.193000	0.000381	0.000440	0.002287	-0.004906
0.193500	-0.005791	-0.002896	-0.006219	0.008084
0.194000	0.002077	0.001778	0.006285	-0.004438
0.194500	-0.006176	-0.000818	-0.000825	0.009775
0.195000	-0.001234	-0.000007	0.001478	-0.005229
0.195500	-0.002832	-0.007459	-0.001176	0.003219
0.196000	0.000544	-0.004382	-0.004423	0.001380
0.196500	0.004598	0.001408	-0.002134	0.006465
0.197000	0.001593	-0.000987	-0.000396	0.002019
0.197500	0.004814	0.000576	-0.000675	-0.005496
0.198000	-0.004103	-0.003783	-0.001726	-0.005847
0.198500	-0.007808	0.014201	0.006216	-0.005249
0.199000	0.003946	0.004689	0.001660	0.002206
0.199500	0.004197	0.012475	0.004861	-0.000461
0.200000	-0.005476	0.001186	0.003846	-0.004684
0.200500	0.001938	-0.000708	-0.000802	0.000159
0.201000	0.002702	-0.003815	0.004390	-0.000372
0.201500	0.001459	-0.001918	-0.004322	-0.004850
0.202000	-0.002550	-0.001168	-0.002580	0.008635
0.202500	-0.005490	-0.003268	0.001747	0.002299
0.203000	0.000930	-0.000296	0.000780	0.003938
0.203500	0.004847	0.005647	-0.000031	-0.000302
0.204000	-0.005968	0.003039	0.007564	0.002049
0.204500	0.000176	-0.000053	-0.010038	0.003367
0.205000	-0.003916	-0.014210	0.007591	0.003869
0.205500	0.005086	-0.007703	-0.000537	0.000083
0.206000	0.004097	-0.010558	-0.001458	0.003946
0.206500	-0.001177	-0.005319	-0.008791	-0.004422
0.207000	0.004770	0.004649	-0.004659	-0.002237
0.207500	-0.003076	-0.008733	0.000296	-0.005476
0.208000	-0.003260	0.004025	-0.001623	-0.008663
0.208500	-0.004884	-0.001426	-0.000062	-0.004940
0.209000	-0.005278	-0.000098	-0.006789	-0.003115
0.209500	0.006381	0.001119	0.014174	-0.006402
0.210000	-0.003310	-0.006114	-0.000270	-0.003331
0.210500	0.006351	0.004052	-0.004714	-0.006391
0.211000	-0.002513	-0.000781	-0.003748	-0.002987
0.211500	-0.001689	-0.001389	-0.002625	0.001814
0.212000	-0.000111	0.002715	0.003529	0.002660
0.212500	0.007183	-0.000862	0.002856	0.001347
0.213000	-0.003219	0.003328	-0.000893	-0.000707
0.213500	0.002842	-0.000371	0.005281	-0.000104
0.214000	-0.002916	0.001621	-0.006378	-0.004549
0.214500	0.001684	0.004125	-0.001301	0.005800
0.215000	0.007118	-0.005182	0.014280	-0.006628
0.215500	0.001573	0.000481	-0.002791	-0.004084
0.216000	-0.003100	0.002356	0.000092	-0.006537
0.216500	-0.005902	-0.004908	-0.000865	0.003259
0.217000	0.001776	-0.003569	-0.002074	0.002142
0.217500	-0.004074	0.001105	0.004092	0.000295
0.218000	0.004235	0.003584	0.005623	-0.008084
0.218500	0.003972	-0.007355	-0.011668	0.000395
0.219000	0.002620	0.009000	-0.008120	-0.004872
0.219500	0.005799	-0.001900	0.004579	0.002669
0.220000	-0.002483	-0.004496	0.005005	0.005526
0.220500	0.000775	-0.008681	0.002019	-0.004685
0.221000	-0.000189	0.005711	-0.005588	0.000881
0.221500	0.002146	-0.001312	0.002760	0.005797
0.222000	0.002559	-0.002040	-0.000670	-0.003938
0.222500	0.004153	-0.004446	0.000341	-0.002942
0.223000	0.002629	0.002131	-0.009872	0.003104
0.223500	-0.003184	-0.000756	-0.002890	-0.000486
0.224000	0.006789	0.006917	-0.004717	-0.001211
0.224500	-0.001983	-0.004898	-0.005098	-0.002317
0.225000	-0.003610	0.006057	0.004650	-0.008601
0.225500	-0.001179	-0.004150	-0.004090	0.001701
0.226000	0.005172	-0.001391	-0.005947	-0.003914
0.226500	0.004989	-0.000045	0.010224	-0.010356
0.227000	0.003732	0.001932	-0.004167	0.000168
0.227500	-0.000283	-0.010478	-0.011413	-0.003295
0.228000	0.004389	-0.002435	0.003412	0.007410
0.228500	-0.006488	-0.000207	0.004051	-0.006744
0.229000	0.000664	-0.008474	-0.004133	-0.001872
0.229500	-0.002400	-0.008571	-0.001795	0.002277
0.230000	0.002690	-0.015575	-0.003736	0.001438
0.230500	-0.008182	0.004841	0.001938	-0.001686
0.231000	0.001444	-0.001725	-0.002481	0.003115
0.231500	-0.003704	0.002485	0.002143	-0.007443
0.232000	-0.005997	0.000106	0.000092	0.003911
0.232500	-0.000014	0.000637	0.008507	-0.004101
0.233000	-0.001413	-0.003577	-0.005646	0.002585
0.233500	0.002211	-0.003951	-0.007374	-0.000664
0.234000	0.009828	0.000893	-0.002434	0.004238
0.234500	0.000356	-0.000244	-0.000775	-0.008779
0.235000	0.000297	0.008315	-0.007119	0.004136
0.235500	0.002533	-0.003299	-0.001821	0.009750
0.236000	-0.005038	-0.001684	0.013434	0.000944
0.236500	-0.009222	0.009866	0.001055	0.004451
0.237000	-0.002067	0.005346	-0.000937	-0.000670
0.237500	0.000336	-0.003392	0.001098	-0.000783
0.238000	0.000084	-0.006312	-0.005728	0.000259
0.238500	0.004244	0.003494	0.003565	-0.006059
0.239000	0.002911	-0.011597	-0.003709	-0.002094
0.239500	-0.000602	-0.001688	0.007438	0.003437
0.240000	0.007656	-0.002286	0.001062	0.000136
0.240500	0.003936	-0.005482	-0.007664	0.006663
0.241000	0.002974	-0.001206	-0.001419	-0.003269
0.241500	0.001090	-0.009547	0.006634	0.006810
0.242000	0.016277	-0.005140	0.010050	-0.008125
0.242500	0.006047	-0.001768	0.004793	0.001212
0.243000	0.000475	0.000549	0.003476	0.009000
0.243500	0.004853	-0.004667	0.007389	-0.002876
0.244000	0.004293	0.003278	-0.001329	0.004685
0.244500	0.002752	-0.004730	0.000143	-0.004911
0.245000	-0.000887	-0.001287	0.000562	0.000151
0.245500	0.009015	0.004545	0.002457	0.009538
0.246000	-0.005676	-0.001249	-0.008723	-0.001144
0.246500	0.001859	-0.001941	-0.005190	0.002116
0.247000	0.010019	-0.000200	0.008230	-0.003422
0.247500	0.003368	0.000454	0.005106	-0.000181
0.248000	-0.010998	0.001073	0.001019	-0.002806
0.248500	0.000473	-0.003509	0.002627	-0.001691
0.249000	-0.001712	-0.000639	0.001901	-0.008103
0.249500	0.002424	-0.002305	0.005421	0.000035
0.250000	0.001839	0.000261	-0.009755	-0.004322
0.250500	-0.002263	0.006075	0.005585	-0.001392
0.251000	-0.000918	-0.003357	0.002139	-0.002417
0.251500	-0.000602	-0.004627	0.001282	-0.001331
0.252000	-0.003596	0.000297	0.000282	-0.004834
0.252500	-0.000140	0.008142	-0.002892	-0.001934
0.253000	0.000596	0.001511	-0.000388	0.000633
0.253500	-0.011583	-0.004988	-0.002228	-0.002377
0.254000	0.001966	-0.001557	0.001490	0.002609
0.254500	-0.003504	0.012648	-0.005500	0.008250
0.255000	0.005164	-0.009173	-0.005624	0.000165
0.255500	0.003723	0.001759	-0.007003	0.010084
0.256000	0.007594	-0.007711	0.007284	-0.006146
0.256500	-0.000788	-0.008705	0.003729	-0.005802
0.257000	-0.000012	-0.002785	-0.000645	-0.003919
