Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ
0.180	577.954	626.698	613.152	567.193	622.746	605.951
0.185	578.442	627.026	611.578	567.838	621.875	606.287
0.190	578.297	626.405	611.722	568.029	623.036	606.311
0.195	578.808	626.064	612.159	568.514	622.116	606.458
0.200	578.140	627.560	611.952	567.634	622.698	606.544
0.205	577.554	626.745	612.210	567.417	622.456	605.894
0.210	579.057	626.545	611.853	568.273	623.735	606.172
0.215	577.883	626.948	611.824	568.180	623.160	606.469
0.220	578.016	626.088	611.750	568.006	623.469	606.764
0.225	577.900	626.187	611.538	568.081	622.173	606.047
0.230	578.971	626.771	611.877	568.571	622.495	605.468
0.235	578.177	627.103	611.297	569.174	622.348	605.373
0.240	577.936	626.362	612.742	568.412	623.342	605.404
0.245	578.793	626.203	611.630	567.807	622.397	605.695
0.250	578.982	626.853	612.221	568.330	623.275	605.460
0.255	578.638	626.710	611.238	568.769	621.554	607.173
0.260	578.062	626.040	611.518	569.806	623.849	606.999
0.265	577.289	626.736	610.336	568.010	623.513	605.784
0.270	578.561	626.681	611.234	568.444	623.676	605.852
0.275	578.758	626.543	611.387	568.545	623.548	605.567
0.280	576.963	626.480	610.555	568.641	623.449	605.370
0.285	578.032	626.506	610.616	567.818	623.767	605.973
0.290	577.313	625.871	611.498	568.577	623.804	606.031
0.295	576.861	626.256	612.085	568.080	623.106	605.380
0.300	578.212	627.851	611.903	569.258	623.087	605.848
0.305	577.692	627.117	611.048	568.846	623.335	606.138
0.310	577.199	627.251	610.688	569.639	624.255	605.693
0.315	577.162	626.450	611.577	568.705	624.126	606.959
0.320	577.596	627.143	611.298	569.013	624.221	606.468
0.325	577.970	626.795	609.828	569.294	624.095	606.444
0.330	577.774	626.214	610.950	569.549	624.148	605.510
0.335	578.013	627.305	610.428	569.664	624.822	605.478
0.340	577.552	626.121	610.872	569.710	624.403	605.838
0.345	578.548	627.555	610.481	569.313	624.345	605.564
0.350	577.907	627.008	610.119	568.743	623.469	605.464
0.355	577.338	626.017	610.400	568.771	623.991	604.414
0.360	577.911	626.955	611.104	570.566	624.870	606.134
0.365	577.542	626.370	610.203	568.789	625.627	604.848
0.370	577.376	627.848	610.258	568.996	623.721	605.187
0.375	576.733	627.242	610.165	569.902	623.612	604.936
0.380	578.601	625.569	610.371	569.665	625.468	605.422
0.385	577.902	626.388	609.865	569.189	625.164	603.904
0.390	578.886	626.641	609.403	568.492	624.328	605.777
0.395	578.498	626.813	610.601	569.144	625.070	604.398
0.400	576.977	626.525	609.928	569.172	625.124	604.192
0.405	578.130	626.305	610.202	569.201	625.743	604.460
0.410	577.649	625.783	610.151	569.200	625.490	604.423
0.415	577.133	626.083	610.102	569.431	625.641	605.121
0.420	578.065	626.001	610.403	569.146	625.130	604.642
0.425	577.954	625.859	610.366	569.724	624.868	603.917
0.430	577.128	626.472	609.959	568.414	625.080	603.889
0.435	577.587	625.853	610.010	569.380	624.277	604.292
0.440	578.343	626.669	609.548	568.996	624.372	603.941
0.445	577.947	625.753	609.695	569.202	625.195	603.430
0.450	578.730	626.241	609.696	569.341	623.068	604.523
0.455	578.199	626.360	610.883	568.375	624.473	603.806
0.460	578.984	625.874	610.679	568.993	624.370	603.742
0.465	578.609	625.377	610.751	569.629	624.419	602.900
0.470	578.249	625.860	610.138	570.429	624.783	603.290
0.475	577.965	625.995	609.489	569.429	624.869	604.094
0.480	579.469	626.190	610.117	570.207	624.566	603.699
0.485	579.039	625.085	609.802	569.511	624.811	604.729
0.490	578.234	626.264	608.907	569.154	625.190	604.423
0.495	579.906	626.671	609.097	570.655	625.142	603.812
0.500	578.909	625.166	609.608	569.654	625.004	603.844
0.505	578.953	625.601	609.622	569.904	624.859	603.437
0.510	579.186	626.232	609.776	570.415	625.989	603.222
0.515	579.268	624.290	610.341	569.744	625.527	603.250
0.520	577.606	625.774	608.826	570.177	626.326	604.630
0.525	578.562	624.825	609.380	570.960	625.250	603.091
0.530	577.860	625.640	610.412	570.628	626.476	603.611
0.535	578.745	625.771	609.953	570.496	625.392	603.216
0.540	579.161	625.175	609.945	570.530	626.406	603.564
0.545	578.850	625.789	608.445	569.216	625.434	604.242
0.550	578.342	626.402	610.372	570.466	626.639	604.117
0.555	579.097	625.869	609.896	570.050	626.342	603.805
0.560	578.948	625.686	609.844	569.719	626.052	604.036
0.565	579.163	626.011	609.031	571.426	625.386	604.721
0.570	579.743	625.882	609.092	571.179	625.626	604.531
0.575	578.923	626.754	608.825	570.739	626.235	604.205
0.580	580.149	626.725	609.272	570.528	626.888	604.649
0.585	578.184	625.554	608.317	570.448	626.065	604.469
0.590	579.378	626.268	608.443	571.171	625.552	603.958
0.595	579.206	625.702	609.347	570.573	626.454	603.545
0.600	579.065	626.484	608.819	571.000	626.596	603.376
0.605	578.969	625.611	608.860	570.817	625.830	603.099
0.610	578.886	626.350	607.281	570.972	625.459	603.964
0.615	579.351	625.556	607.952	570.678	626.034	602.877
0.620	579.305	625.211	608.571	571.187	626.789	604.537
0.625	579.505	625.559	608.193	571.322	626.160	605.023
0.630	579.774	625.934	607.560	570.562	625.369	604.093
0.635	579.220	625.982	609.458	571.106	625.862	603.135
0.640	579.206	625.870	608.547	570.879	626.557	602.709
0.645	580.341	626.116	608.639	571.667	626.165	604.229
0.650	580.606	625.582	608.315	571.242	626.377	604.222
0.655	580.252	625.018	608.282	571.767	626.395	604.076
0.660	579.356	626.361	608.715	570.944	625.632	602.737
0.665	579.623	626.250	607.579	572.213	626.607	603.010
0.670	580.259	625.823	608.523	571.950	627.046	602.444
0.675	580.711	624.694	608.664	571.038	625.697	602.451
0.680	580.554	625.487	608.612	572.076	626.833	603.152
0.685	579.717	625.923	608.008	571.201	626.068	603.892
0.690	580.276	625.476	607.978	571.553	626.099	603.306
0.695	581.373	625.663	609.077	571.285	626.262	602.835
0.700	580.494	625.523	607.485	571.117	626.948	603.909
0.705	579.947	625.850	608.529	570.958	627.145	604.622
0.710	580.173	625.556	608.640	571.906	626.189	604.159
0.715	579.965	624.849	608.322	572.015	627.011	602.485
0.720	580.168	624.745	607.568	571.920	626.934	603.171
0.725	580.612	625.974	608.489	571.264	625.226	602.938
0.730	580.888	624.768	608.102	572.080	626.899	603.520
0.735	581.042	625.850	607.344	571.565	627.910	602.762
0.740	581.427	624.868	608.253	571.142	626.443	603.430
0.745	580.459	624.646	608.093	572.392	627.640	604.214
0.750	580.529	625.503	607.410	573.382	626.164	603.431
0.755	581.091	624.864	607.192	572.617	627.110	602.731
0.760	581.540	624.418	607.911	571.784	626.503	603.793
0.765	580.877	625.247	607.152	572.843	626.583	602.974
0.770	581.126	624.554	606.576	573.318	626.305	602.629
0.775	580.306	625.071	607.796	572.360	624.615	603.444
0.780	581.477	624.819	607.516	572.116	626.530	603.026
0.785	580.833	624.748	607.701	573.604	625.763	603.640
0.790	579.840	623.842	607.649	573.543	628.085	604.616
0.795	580.064	624.260	608.440	573.201	627.695	604.067
0.800	581.353	624.871	608.022	574.178	627.726	603.495
0.805	581.372	624.108	607.284	572.569	626.741	603.425
0.810	581.582	623.775	608.457	573.083	627.802	603.423
0.815	581.604	625.551	608.030	573.083	626.893	603.421
0.820	582.063	623.556	606.709	573.734	626.955	602.956
0.825	581.177	624.374	607.735	573.896	626.583	604.162
0.830	581.467	624.818	607.581	573.687	627.081	603.103
0.835	580.957	624.007	608.397	573.354	627.024	603.534
0.840	581.425	623.512	607.432	573.245	625.937	603.229
0.845	581.237	624.090	606.687	572.638	626.075	603.913
0.850	581.167	624.106	606.765	574.051	627.487	603.213
0.855	581.556	624.424	607.981	574.351	626.493	602.891
0.860	581.848	624.536	607.708	573.412	626.478	602.915
0.865	581.343	624.269	608.579	574.064	626.531	603.901
0.870	581.493	623.832	607.992	573.772	626.642	603.725
0.875	583.025	623.527	608.154	574.170	626.757	603.398
0.880	582.332	624.680	607.956	574.935	626.633	602.811
0.885	582.772	623.926	607.210	574.781	626.823	603.100
0.890	582.822	624.404	607.751	575.378	626.892	603.515
0.895	582.406	624.192	608.454	575.361	627.968	603.343
0.900	583.353	623.859	608.604	575.144	627.528	601.934
0.905	583.320	624.699	607.120	575.241	627.438	603.061
0.910	583.460	623.857	607.470	576.142	627.087	603.013
0.915	583.664	623.410	607.224	574.971	627.399	603.362
0.920	583.121	624.147	608.505	575.677	626.879	603.230
0.925	583.790	623.392	608.481	575.460	627.191	603.544
0.930	583.739	623.536	608.254	575.904	626.715	603.266
0.935	583.388	624.608	608.110	576.161	627.019	602.589
0.940	584.063	624.740	608.129	576.612	626.621	602.423
0.945	582.772	623.509	608.217	576.172	627.615	602.927
0.950	583.543	624.160	607.729	576.648	627.059	602.219
0.955	583.802	623.907	608.081	574.981	626.978	602.465
0.960	584.189	623.892	608.155	576.484	627.527	603.613
0.965	583.356	624.105	607.538	575.622	627.629	601.928
0.970	583.939	623.326	608.963	576.173	627.074	601.890
0.975	583.999	624.069	608.713	575.535	626.909	603.261
0.980	583.972	623.614	608.524	575.835	627.989	603.457
0.985	583.843	623.791	608.276	576.112	626.625	602.694
0.990	583.591	622.497	607.980	576.394	627.894	602.107
0.995	584.598	624.296	607.844	576.258	627.290	603.312
1.000	584.504	624.082	607.402	575.786	626.859	603.141
1.005	584.609	623.419	608.442	576.982	626.818	602.131
1.010	584.498	623.400	609.016	576.392	627.083	603.527
1.015	584.177	623.549	607.555	576.570	627.533	603.204
1.020	584.751	623.825	608.823	577.087	626.016	602.619
1.025	584.270	623.875	608.603	577.472	627.602	602.732
1.030	585.334	622.979	607.629	576.189	627.400	602.614
1.035	584.029	623.452	608.365	576.730	626.115	602.697
1.040	583.497	623.230	608.483	576.800	626.977	602.674
1.045	584.177	623.106	609.512	577.703	626.834	602.999
1.050	584.083	623.204	608.816	578.515	626.312	603.186
1.055	584.464	623.506	608.904	578.524	627.556	602.404
1.060	584.061	622.964	608.336	576.712	628.164	603.375
1.065	584.548	624.054	608.300	577.050	627.373	602.672
1.070	583.900	623.044	609.217	578.379	627.109	602.330
1.075	583.663	623.509	607.942	577.713	626.991	602.662
1.080	584.617	622.976	609.189	578.376	626.645	603.121
1.085	584.314	623.338	608.976	578.601	627.506	602.858
1.090	584.639	623.190	609.258	577.683	627.088	602.492
1.095	585.092	623.820	608.088	577.465	627.277	602.766
1.100	583.945	623.791	609.142	577.287	628.071	602.537
1.105	583.565	623.013	609.364	578.748	626.696	603.760
1.110	584.385	621.692	609.261	577.385	627.547	603.457
1.115	584.718	622.010	608.704	578.219	627.550	603.454
1.120	585.005	622.478	608.397	578.053	626.421	603.752
1.125	584.264	623.376	609.116	578.447	627.676	603.499
1.130	584.936	622.153	609.401	579.072	627.536	603.428
1.135	585.571	623.265	608.786	578.085	627.004	603.796
1.140	585.584	623.556	608.362	578.830	627.348	603.061
1.145	584.817	624.062	609.341	578.301	627.274	602.489
1.150	585.516	622.511	609.399	578.680	627.030	602.827
1.155	584.529	622.034	608.846	578.625	627.098	603.901
1.160	584.228	623.251	609.142	579.219	626.182	603.541
1.165	584.627	624.310	608.508	579.728	626.978	604.240
1.170	584.638	623.560	609.166	578.979	627.149	602.798
1.175	585.122	623.206	609.738	579.442	626.852	603.223
1.180	584.655	622.959	609.026	579.583	626.882	604.398
1.185	584.835	622.961	609.452	579.079	627.399	603.811
1.190	586.050	622.772	608.641	579.673	627.496	603.487
1.195	584.417	623.136	609.926	580.345	626.828	604.083
1.200	585.615	623.180	609.318	580.080	627.386	603.463
1.205	584.544	623.553	609.986	578.882	626.761	604.459
1.210	585.380	623.009	609.288	578.632	627.259	604.108
1.215	584.947	623.550	609.945	579.028	627.186	604.048
1.220	584.831	622.443	609.412	579.398	626.760	604.293
1.225	585.428	623.999	610.103	578.674	627.606	603.366
1.230	585.314	623.292	609.973	579.331	627.260	603.345
1.235	585.589	624.055	609.273	580.400	626.750	603.503
1.240	585.523	622.824	610.037	579.362	627.124	604.679
1.245	586.189	622.805	609.602	579.661	626.360	604.376
1.250	584.736	623.021	609.376	579.539	625.381	604.745
1.255	585.116	624.565	609.110	579.635	625.766	604.668
1.260	585.188	624.112	610.460	579.580	626.681	603.731
1.265	585.064	624.381	610.474	579.622	626.799	603.798
1.270	586.526	624.298	610.058	579.998	626.017	604.323
1.275	585.638	624.862	610.023	579.894	626.405	604.725
1.280	586.206	624.479	610.735	579.508	627.091	604.176
1.285	585.841	624.180	609.417	581.090	626.535	605.188
1.290	585.828	624.322	609.554	579.060	626.107	603.801
1.295	585.718	624.061	609.630	580.473	626.563	604.567
1.300	586.016	624.525	609.686	579.358	626.469	603.918
1.305	585.287	625.665	610.814	579.637	626.069	604.407
1.310	586.682	625.094	610.556	579.733	626.891	604.602
1.315	586.533	624.300	610.693	579.898	625.917	604.958
1.320	586.406	625.047	611.286	579.960	625.639	605.513
1.325	586.677	625.860	610.853	579.990	626.298	604.571
1.330	585.987	624.908	611.274	580.091	625.881	605.126
1.335	586.755	625.369	611.356	580.303	626.516	604.549
1.340	586.683	624.446	611.573	579.904	625.914	604.662
1.345	586.840	624.752	610.857	581.221	626.180	604.903
1.350	585.345	625.937	610.564	581.174	625.539	604.405
1.355	586.813	624.234	610.012	580.007	625.600	604.153
1.360	586.900	624.660	610.540	581.067	626.315	604.407
1.365	587.500	625.820	610.622	580.525	625.579	605.378
1.370	587.183	624.621	610.503	580.280	626.799	605.096
1.375	585.209	624.596	610.654	580.052	626.454	604.173
1.380	586.433	625.111	611.687	581.028	627.348	604.761
1.385	586.684	625.540	610.998	580.425	625.924	605.749
1.390	586.899	624.753	611.574	581.644	625.947	605.911
1.395	587.759	624.837	611.896	581.238	626.318	605.120
1.400	587.090	625.871	611.588	580.664	625.297	605.499
1.405	586.660	624.557	610.795	581.065	624.736	605.285
1.410	586.515	626.094	611.050	580.386	626.070	605.451
1.415	586.805	625.826	610.812	581.894	625.859	605.803
1.420	587.531	626.340	610.379	581.236	625.337	605.223
1.425	586.937	625.591	610.904	581.246	626.543	606.033
1.430	587.259	625.835	611.627	581.234	625.773	606.129
1.435	586.972	625.492	611.437	580.548	625.763	606.045
1.440	587.152	626.238	611.408	581.508	625.230	606.624
1.445	587.448	626.947	610.282	581.022	626.061	605.726
1.450	586.669	625.827	610.433	582.098	625.079	606.408
1.455	587.200	627.332	610.825	581.098	624.012	606.692
1.460	586.933	625.748	611.475	581.103	625.437	606.590
1.465	586.220	626.809	610.777	581.683	624.751	605.794
1.470	586.659	625.811	610.403	581.291	625.055	605.992
1.475	587.118	626.902	611.333	581.812	624.963	605.920
1.480	586.151	626.445	610.979	581.756	624.795	605.613
1.485	587.031	627.234	610.762	581.526	624.026	606.587
1.490	587.005	626.819	610.985	581.926	624.563	606.326
1.495	587.199	627.037	610.912	580.584	624.810	606.635
1.500	587.233	625.895	610.815	581.247	625.305	606.638
1.505	586.982	626.305	611.297	581.770	624.471	606.224
1.510	587.915	626.493	610.329	581.706	624.423	605.908
1.515	587.437	626.807	611.463	581.270	625.545	607.729
1.520	586.803	626.864	610.992	581.081	624.411	607.336
1.525	586.883	626.054	610.459	581.441	625.024	605.630
1.530	587.516	626.390	610.855	581.547	624.667	607.554
1.535	587.276	626.250	609.895	581.459	625.008	606.739
1.540	587.088	626.829	610.862	582.258	625.586	607.659
1.545	586.160	625.688	611.011	581.605	625.167	606.503
1.550	588.339	626.308	610.596	581.770	625.109	607.817
1.555	587.527	627.598	610.971	582.310	623.984	606.851
1.560	588.444	626.881	610.921	582.138	625.153	606.920
1.565	586.454	626.721	611.067	581.625	624.544	607.372
1.570	587.936	626.859	611.410	581.285	625.276	607.218
1.575	587.998	627.129	610.948	581.940	625.155	606.559
1.580	587.674	627.410	611.331	581.212	623.978	606.831
1.585	588.580	626.964	610.163	581.574	624.831	606.173
1.590	588.434	627.884	611.062	581.906	624.394	607.046
1.595	588.539	627.579	610.626	581.574	624.136	606.874
1.600	587.169	626.688	611.247	581.428	623.850	608.017
1.605	587.919	627.645	610.992	581.521	624.050	606.829
1.610	587.252	627.698	611.881	582.190	623.737	606.830
1.615	587.149	629.143	610.615	581.264	624.278	607.157
1.620	587.440	627.207	610.689	582.238	623.647	606.726
1.625	587.969	627.368	612.934	582.945	622.972	607.191
1.630	587.636	627.134	611.910	582.556	624.006	606.546
1.635	588.375	627.130	611.329	583.085	624.039	607.546
1.640	588.331	627.807	612.219	582.525	623.915	607.864
1.645	588.472	627.045	611.221	582.293	623.798	607.910
1.650	587.760	628.239	611.591	581.956	623.753	607.222
1.655	587.870	626.736	611.620	582.020	624.243	607.331
1.660	587.397	628.126	611.349	581.693	624.562	607.526
1.665	588.089	627.534	611.423	582.093	624.347	607.937
1.670	587.885	627.662	611.784	582.184	624.195	607.646
1.675	588.346	628.448	612.025	582.233	623.780	608.332
1.680	589.333	628.256	611.726	581.962	624.064	606.668
1.685	588.684	627.788	611.167	581.884	623.022	607.178
1.690	588.786	628.199	612.204	582.680	623.373	608.232
1.695	588.722	628.350	611.193	582.077	624.465	607.540
1.700	588.781	628.426	612.167	582.343	624.018	608.248
1.705	587.955	628.800	611.789	581.305	624.455	608.425
1.710	587.656	628.810	611.449	582.999	623.073	608.155
1.715	587.231	628.549	611.527	582.669	624.624	608.979
1.720	587.858	629.150	612.256	581.617	623.480	608.140
1.725	588.263	628.690	611.802	582.362	625.138	607.783
1.730	588.739	628.457	611.972	582.770	623.274	607.953
1.735	588.114	629.348	612.257	582.652	622.444	607.807
1.740	588.869	629.664	611.708	581.740	623.645	608.856
1.745	588.216	629.320	611.031	581.682	624.411	608.725
1.750	588.076	629.398	611.784	582.663	623.950	607.194
1.755	588.222	630.515	612.578	582.954	623.437	608.399
1.760	588.012	629.571	611.494	582.225	623.244	608.073
1.765	588.728	629.649	611.985	582.219	624.037	608.183
1.770	588.493	629.145	612.595	582.250	623.242	608.496
1.775	588.792	630.237	611.760	582.157	623.938	607.442
1.780	588.968	631.643	613.271	583.546	623.797	608.868
1.785	588.532	631.356	613.611	581.946	623.851	608.803
1.790	589.017	630.045	613.014	583.137	623.928	609.390
1.795	589.633	629.565	612.957	582.564	624.876	608.819
1.800	588.993	630.308	612.301	582.326	624.242	609.142
1.805	589.323	630.381	612.782	583.165	623.665	609.128
1.810	588.232	629.518	612.829	582.607	623.764	608.869
1.815	588.904	630.131	612.952	583.697	623.451	609.186
1.820	588.951	630.116	612.262	583.424	623.410	609.189
1.825	589.284	630.942	612.791	582.209	623.594	610.269
1.830	588.383	629.752	613.071	583.002	623.672	609.871
1.835	588.822	629.541	612.088	581.968	624.000	610.371
1.840	589.296	630.631	613.173	582.659	623.885	609.801
1.845	588.243	630.038	612.020	583.046	624.447	609.337
1.850	589.811	630.012	613.755	582.372	623.001	610.786
1.855	588.595	630.544	613.150	582.585	624.051	610.591
1.860	588.467	630.251	613.050	582.475	623.444	610.077
1.865	588.660	630.234	612.955	582.177	624.133	610.932
1.870	589.056	631.352	613.008	582.139	624.391	610.067
1.875	588.669	630.174	613.200	582.161	624.265	609.508
1.880	588.474	630.211	614.065	582.404	623.422	610.973
1.885	589.256	631.541	612.839	582.564	623.060	610.841
1.890	588.186	630.689	613.055	582.201	624.400	611.073
1.895	588.167	630.670	613.589	583.620	623.235	611.441
1.900	589.169	630.522	612.875	582.543	623.243	611.002
1.905	589.747	631.333	612.988	582.884	623.773	609.741
1.910	588.276	630.652	612.515	583.010	623.621	610.763
1.915	589.727	631.015	612.161	581.964	624.954	611.784
1.920	588.421	630.729	613.997	583.886	622.909	610.377
1.925	589.312	630.933	613.178	582.305	623.545	610.255
1.930	588.560	630.614	613.066	582.999	624.481	611.542
1.935	588.548	631.675	613.446	582.121	624.328	612.211
1.940	588.575	631.132	613.100	582.185	623.229	611.109
1.945	587.330	631.317	612.099	582.697	622.828	612.063
1.950	587.552	631.922	613.127	581.521	622.878	611.162
1.955	587.886	630.918	611.829	582.222	623.008	610.865
1.960	587.777	632.471	611.731	582.736	622.333	611.044
1.965	588.675	632.309	612.522	582.424	623.221	611.251
1.970	588.719	632.476	612.812	582.281	622.908	611.630
1.975	589.765	632.095	613.546	582.644	622.374	611.933
1.980	588.450	631.525	613.135	582.213	622.659	611.616
1.985	588.836	631.968	612.242	582.080	623.225	612.173
1.990	588.151	632.613	613.466	582.375	622.331	611.792
1.995	588.433	632.228	612.404	582.401	622.768	611.469
2.000	588.521	631.912	612.858	582.531	622.108	611.401
2.005	589.703	632.394	613.869	583.452	622.147	611.975
2.010	588.754	631.883	612.862	582.948	622.797	612.165
2.015	588.495	632.876	613.497	582.744	622.982	612.873
2.020	589.407	631.947	613.357	582.069	623.478	612.746
2.025	588.523	631.662	613.290	583.440	623.050	611.650
2.030	589.248	633.355	613.980	582.074	622.170	612.599
2.035	588.676	632.260	614.050	582.694	622.183	612.523
2.040	589.395	632.558	613.822	582.155	622.539	611.791
2.045	588.182	632.143	613.565	581.741	622.591	611.801
2.050	587.674	633.524	613.286	581.966	622.296	611.710
2.055	587.807	632.920	613.725	582.043	622.703	612.868
2.060	588.544	632.772	613.524	582.627	622.417	612.094
2.065	588.495	633.360	612.333	582.093	622.403	612.162
2.070	589.098	634.039	613.253	581.655	623.987	612.660
2.075	588.657	633.990	613.626	582.626	622.472	612.407
2.080	588.542	633.438	613.373	582.183	623.102	612.183
2.085	589.166	632.693	613.650	581.333	623.745	612.589
2.090	588.207	633.960	614.347	581.897	623.537	610.841
2.095	587.840	633.695	614.310	581.901	622.411	612.175
2.100	590.104	633.628	614.524	582.596	623.123	612.819
2.105	589.621	633.323	613.690	581.952	622.904	612.113
2.110	590.110	633.618	613.685	582.044	623.272	611.894
2.115	589.743	634.024	613.679	581.761	623.814	612.620
2.120	588.834	633.441	614.075	581.403	623.272	611.291
2.125	589.109	633.745	614.992	582.786	624.047	612.513
2.130	589.159	633.564	615.214	581.102	623.436	611.942
2.135	589.280	634.342	614.801	581.983	622.686	612.651
2.140	588.295	633.599	614.651	581.184	622.847	611.044
2.145	589.529	633.230	615.107	581.032	623.039	612.673
2.150	587.828	634.051	615.169	580.384	623.174	611.560
2.155	588.993	633.713	614.142	581.241	622.437	611.406
2.160	588.763	634.213	615.093	581.259	623.282	611.609
2.165	589.156	633.430	615.199	581.179	622.937	611.747
2.170	589.479	633.069	614.727	582.267	623.353	611.817
2.175	588.307	634.758	615.462	582.339	622.964	612.400
2.180	588.910	633.577	615.641	581.792	622.706	612.146
2.185	588.394	633.735	615.485	581.256	623.458	611.516
2.190	589.198	633.667	615.813	581.509	622.829	612.128
2.195	588.126	634.552	615.669	581.788	622.571	612.536
2.200	588.804	633.480	615.787	581.242	622.047	612.678
2.205	588.332	634.159	615.676	580.438	623.616	612.357
2.210	588.803	633.747	615.784	581.373	623.932	611.938
2.215	587.856	634.816	617.068	581.094	622.254	611.000
2.220	588.149	633.759	615.932	580.407	623.700	612.496
2.225	588.796	634.370	616.385	581.023	622.378	610.785
2.230	588.764	634.718	616.103	582.985	622.472	612.268
2.235	588.936	634.858	615.463	581.604	623.382	612.607
2.240	588.909	634.263	616.312	581.031	622.272	612.600
2.245	588.249	634.647	616.574	580.590	622.504	612.649
2.250	588.850	634.671	615.688	580.938	622.843	611.782
2.255	588.687	634.758	616.962	581.800	622.677	611.673
2.260	588.650	634.957	616.850	581.270	623.082	612.683
2.265	587.933	635.105	616.854	581.018	622.983	612.525
2.270	587.750	634.993	617.252	580.613	623.017	612.256
2.275	588.281	634.508	617.599	581.176	622.414	612.362
2.280	588.470	635.906	618.286	581.611	622.700	612.270
2.285	587.145	635.599	617.291	581.336	622.486	612.409
2.290	588.794	634.829	616.456	581.310	622.341	612.867
2.295	588.285	635.656	616.964	581.214	623.586	612.898
2.300	587.764	635.040	616.515	581.246	622.133	613.354
2.305	588.071	635.342	616.803	581.482	622.915	612.017
2.310	587.516	635.363	616.236	580.610	622.593	612.664
2.315	587.539	635.361	615.880	581.230	622.245	613.649
2.320	588.183	635.802	616.666	582.144	621.911	613.282
2.325	587.884	635.916	616.325	581.344	622.829	613.762
2.330	588.800	635.804	616.962	581.520	622.604	613.618
2.335	588.023	636.995	616.626	580.798	622.379	614.006
2.340	587.815	636.441	617.899	581.644	623.042	613.411
2.345	588.133	635.314	616.974	581.150	622.361	614.068
2.350	588.630	636.263	616.892	581.268	622.505	613.544
2.355	587.970	636.973	616.996	580.819	621.567	614.025
2.360	588.004	636.474	616.147	580.377	623.005	614.077
2.365	587.668	636.104	616.402	581.841	622.557	613.498
2.370	587.630	636.445	616.706	580.468	622.025	614.109
2.375	586.617	636.667	617.321	582.202	621.916	614.002
2.380	588.175	636.354	617.068	581.139	622.841	614.865
2.385	587.248	636.340	617.218	581.313	621.753	614.791
2.390	587.248	636.386	616.961	581.509	621.599	614.725
2.395	586.843	636.699	616.424	581.252	621.484	614.758
2.400	588.418	636.943	616.491	582.088	621.215	615.104
2.405	587.189	636.935	617.261	581.386	623.232	614.324
2.410	586.696	635.534	618.176	580.414	622.108	615.526
2.415	587.972	636.360	617.227	580.319	622.090	615.545
2.420	586.751	638.137	616.968	580.884	621.661	614.513
2.425	587.348	636.846	616.931	581.066	621.880	614.555
2.430	588.160	636.606	616.754	580.507	622.340	614.692
2.435	587.551	635.496	616.778	581.170	622.115	614.395
2.440	588.048	636.055	617.075	581.171	621.648	614.850
2.445	586.924	636.394	617.328	580.631	622.270	614.907
2.450	588.680	637.078	617.098	581.009	622.112	614.698
2.455	587.548	636.858	618.495	582.149	621.881	615.047
2.460	587.275	636.650	618.352	581.184	622.706	614.745
2.465	585.695	636.053	616.731	580.201	622.522	615.474
2.470	587.313	636.754	616.941	581.331	622.552	615.978
2.475	586.651	636.966	617.761	581.165	623.042	614.403
2.480	586.863	637.080	617.897	580.164	621.962	615.531
