Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ
0.370	665.533	595.931	592.106	595.178	625.915	547.337
0.375	665.292	596.196	591.555	595.460	626.254	546.192
0.380	666.190	596.694	593.207	595.346	626.301	546.660
0.385	664.650	596.357	591.458	595.376	625.900	547.572
0.390	665.209	596.179	592.047	595.745	626.864	547.945
0.395	665.843	595.610	591.964	595.406	626.708	547.630
0.400	665.124	595.941	590.517	596.031	627.565	547.702
0.405	665.444	596.515	590.914	595.781	625.748	547.357
0.410	665.936	596.589	591.696	595.586	626.100	546.288
0.415	664.721	595.330	591.134	595.510	625.695	546.622
0.420	665.818	595.071	592.203	594.857	626.278	547.328
0.425	665.601	596.938	591.687	596.016	627.149	546.133
0.430	665.355	596.442	591.955	594.857	625.693	546.583
0.435	665.992	596.229	592.234	595.990	626.527	547.900
0.440	664.917	595.362	592.414	594.775	625.798	546.756
0.445	665.884	595.609	590.524	595.892	625.929	546.395
0.450	665.368	595.767	591.625	595.433	625.717	547.171
0.455	664.407	595.894	591.255	595.242	625.469	546.920
0.460	664.704	595.577	590.568	595.204	626.039	546.911
0.465	663.402	595.838	591.144	595.386	625.448	547.032
0.470	664.530	594.859	591.069	596.416	626.069	547.416
0.475	664.077	595.538	590.909	595.227	625.819	546.486
0.480	664.276	594.640	591.592	595.356	624.835	547.605
0.485	664.362	594.582	591.363	595.598	624.872	547.063
0.490	664.546	595.210	591.568	596.189	626.835	547.491
0.495	664.625	594.876	591.849	596.033	624.971	546.863
0.500	663.405	594.770	592.322	596.028	625.045	546.690
0.505	664.212	596.250	590.640	595.875	624.884	545.554
0.510	664.074	595.257	591.067	595.695	624.821	544.933
0.515	664.395	595.607	591.741	596.231	625.766	546.579
0.520	664.643	595.837	591.043	595.867	625.490	545.056
0.525	664.719	595.013	590.970	596.415	625.291	546.005
0.530	663.722	594.678	591.039	596.542	625.315	546.774
0.535	664.622	595.463	591.385	596.689	625.002	544.622
0.540	664.070	595.715	591.414	596.344	625.169	545.573
0.545	664.171	595.673	590.796	596.399	625.459	545.586
0.550	663.905	595.668	590.519	596.652	624.042	544.917
0.555	664.841	594.415	591.571	595.631	624.221	545.463
0.560	664.704	595.433	590.487	596.577	623.857	545.117
0.565	664.451	594.759	591.427	596.331	624.972	545.293
0.570	664.989	593.818	591.533	596.912	624.983	545.263
0.575	665.204	594.642	591.407	596.322	623.707	545.498
0.580	664.611	594.182	591.738	597.293	624.722	545.169
0.585	664.995	594.831	591.468	596.704	624.233	546.579
0.590	663.794	594.447	591.939	595.722	623.884	545.230
0.595	664.493	595.183	591.639	595.685	624.812	545.209
0.600	664.689	594.296	591.561	596.952	623.575	544.356
0.605	663.787	594.864	591.436	597.410	624.142	545.538
0.610	663.702	593.726	592.204	596.497	624.784	544.108
0.615	663.672	593.237	590.316	597.726	624.641	545.527
0.620	663.929	593.622	591.285	596.869	624.591	544.919
0.625	664.091	594.644	591.140	596.837	623.817	543.504
0.630	664.064	593.814	591.424	597.256	623.700	544.410
0.635	663.006	594.291	591.541	597.603	623.878	544.350
0.640	663.268	593.226	591.392	596.455	623.966	545.143
0.645	663.838	593.756	590.441	596.154	624.101	544.955
0.650	663.168	593.733	590.372	597.182	622.897	545.421
0.655	663.354	593.423	592.147	597.348	623.737	544.913
0.660	663.218	593.420	591.260	596.805	623.120	544.665
0.665	663.431	593.281	591.274	597.253	623.974	544.210
0.670	663.505	593.465	591.039	596.649	623.638	543.824
0.675	663.699	593.484	591.001	596.802	623.424	544.324
0.680	663.406	594.364	591.038	597.125	622.815	543.946
0.685	663.774	593.758	591.032	597.085	623.649	544.914
0.690	663.370	592.987	590.203	597.136	623.449	544.164
0.695	663.430	592.521	591.682	596.229	623.322	544.100
0.700	663.124	592.689	591.682	596.640	622.899	543.936
0.705	662.677	594.529	591.462	596.651	622.895	544.141
0.710	662.594	593.137	591.029	597.160	623.474	544.616
0.715	663.583	594.077	591.127	596.092	623.583	543.355
0.720	662.685	593.426	590.666	595.851	623.870	544.601
0.725	662.308	593.517	591.007	597.281	622.806	543.443
0.730	661.347	593.434	591.003	596.087	622.221	543.499
0.735	661.693	593.241	591.099	596.368	623.359	542.863
0.740	662.630	593.242	590.746	597.086	623.091	542.803
0.745	662.005	593.005	590.867	597.927	621.774	543.203
0.750	661.794	593.559	590.623	596.628	623.691	543.204
0.755	663.036	593.022	590.888	596.810	622.654	543.233
0.760	662.530	592.903	592.183	597.265	622.595	544.012
0.765	662.864	592.424	591.036	596.590	622.502	542.783
0.770	661.999	593.384	590.468	597.000	623.693	544.019
0.775	662.914	593.568	591.475	596.219	622.922	543.436
0.780	662.065	592.961	591.350	595.851	622.706	542.842
0.785	661.995	592.459	590.955	597.655	622.630	543.117
0.790	661.934	591.973	590.796	596.091	622.428	543.414
0.795	661.777	592.170	592.601	596.846	623.554	542.350
0.800	662.065	591.782	591.356	597.145	621.567	542.450
0.805	663.061	592.976	591.334	596.910	622.619	541.810
0.810	661.892	592.338	590.738	596.580	622.868	542.453
0.815	661.121	593.492	591.764	596.676	624.243	542.365
0.820	661.856	593.584	590.475	596.819	621.987	542.116
0.825	662.113	593.173	591.149	595.780	622.754	541.929
0.830	661.902	592.435	591.543	596.400	622.522	542.800
0.835	661.791	592.053	591.901	596.855	622.739	542.749
0.840	661.975	592.042	590.128	595.744	622.772	542.958
0.845	661.747	592.611	591.199	596.006	622.143	543.176
0.850	662.402	592.258	591.104	597.334	622.778	542.446
0.855	661.331	593.023	591.199	596.650	623.170	542.331
0.860	662.331	593.318	591.475	596.731	622.231	542.658
0.865	662.242	591.960	591.661	596.354	622.406	542.277
0.870	661.339	592.043	591.546	597.382	621.791	541.777
0.875	661.081	592.435	591.352	597.533	622.503	540.879
0.880	661.879	592.040	591.520	597.074	622.685	542.085
0.885	661.655	593.904	590.554	596.971	621.637	541.611
0.890	662.099	591.487	591.122	596.299	621.559	541.563
0.895	662.157	592.485	591.436	596.470	622.125	541.840
0.900	662.013	592.108	592.666	595.799	621.549	542.043
0.905	661.336	591.362	592.337	597.027	621.769	541.472
0.910	661.807	591.643	591.449	595.810	622.385	542.027
0.915	661.438	591.914	591.069	596.450	622.299	540.903
0.920	661.574	591.397	592.026	595.126	622.316	541.499
0.925	662.165	592.680	592.348	597.620	622.332	540.576
0.930	661.120	592.181	591.146	596.326	622.227	542.412
0.935	661.950	592.516	592.020	596.633	621.402	541.805
0.940	661.626	591.563	592.673	595.792	621.966	540.587
0.945	661.092	592.068	591.480	596.081	621.047	541.293
0.950	661.765	591.636	591.495	596.426	621.900	541.807
0.955	661.535	591.971	591.416	597.368	621.848	541.594
0.960	660.980	591.947	591.920	595.785	621.469	541.282
0.965	662.043	591.293	591.608	596.785	622.333	540.906
0.970	661.674	593.003	592.257	596.358	622.610	541.483
0.975	661.157	591.825	591.341	595.679	621.744	541.485
0.980	662.234	591.445	591.854	597.136	622.423	541.338
0.985	661.402	592.144	591.937	596.283	621.502	541.966
0.990	661.131	592.318	591.463	596.725	622.005	540.738
0.995	661.786	592.269	592.204	596.307	621.772	541.024
1.000	662.127	592.773	591.490	596.299	621.511	542.555
1.005	661.565	591.662	591.291	595.771	622.712	541.585
1.010	661.013	591.359	593.232	596.253	622.214	541.307
1.015	661.709	591.074	591.696	595.785	622.795	541.564
1.020	662.151	591.795	590.609	595.876	621.342	541.112
1.025	660.777	591.380	591.721	595.738	621.609	541.196
1.030	661.776	591.742	591.885	595.925	621.881	540.840
1.035	659.945	591.658	592.629	595.520	621.479	540.509
1.040	660.962	591.474	591.608	595.098	620.896	540.245
1.045	660.909	591.557	592.225	595.597	621.769	540.558
1.050	661.369	590.736	592.497	595.913	621.954	540.907
1.055	660.314	591.317	592.798	595.730	622.334	540.988
1.060	662.029	591.065	591.672	595.452	621.799	541.058
1.065	661.242	590.923	592.301	595.214	621.789	541.073
1.070	661.322	591.212	592.732	595.364	621.442	540.995
1.075	659.875	590.537	593.111	595.148	621.423	540.716
1.080	661.400	591.095	593.124	595.757	621.686	541.263
1.085	660.732	591.184	593.311	595.094	622.319	540.596
1.090	660.434	590.921	593.474	595.701	621.373	540.796
1.095	661.730	591.223	592.882	595.447	621.296	541.239
1.100	659.820	590.949	593.348	595.499	621.751	541.447
1.105	660.278	590.489	592.534	595.281	621.364	540.848
1.110	660.504	590.685	593.027	595.574	620.564	540.801
1.115	660.131	590.307	593.399	595.428	621.942	540.364
1.120	660.046	590.268	593.602	595.499	621.226	540.392
1.125	661.287	589.748	592.839	594.941	621.035	540.795
1.130	660.744	590.112	593.133	594.282	621.303	539.637
1.135	660.034	589.128	593.554	595.578	621.468	540.547
1.140	659.722	589.215	593.732	594.501	621.281	540.427
1.145	659.673	589.724	593.963	594.617	620.656	540.676
1.150	660.316	589.496	593.740	594.495	621.163	539.633
1.155	660.871	590.874	593.333	594.547	620.834	540.677
1.160	659.894	590.166	593.783	595.063	621.429	539.905
1.165	661.359	589.604	593.517	594.005	621.556	539.993
1.170	660.406	590.364	593.991	594.337	620.539	540.486
1.175	659.458	589.042	594.682	594.491	622.436	540.473
1.180	659.455	590.410	594.926	594.175	621.351	539.588
1.185	659.782	589.427	594.304	594.271	620.700	540.278
1.190	659.359	589.978	593.966	594.346	620.503	540.094
1.195	659.922	589.523	594.370	594.164	620.577	540.248
1.200	660.112	589.718	593.711	594.766	620.720	539.764
1.205	660.132	589.313	594.492	593.366	620.622	539.859
1.210	660.023	590.180	595.647	595.519	621.441	540.387
1.215	659.710	588.757	595.447	595.155	621.486	540.578
1.220	659.377	589.132	594.507	593.946	621.268	539.547
1.225	659.929	590.466	594.581	593.756	620.920	540.202
1.230	659.479	590.438	594.108	594.875	622.009	539.949
1.235	659.783	589.327	594.451	594.786	621.355	539.703
1.240	659.245	589.447	594.831	593.684	621.098	540.304
1.245	659.626	589.574	594.545	594.493	620.532	539.943
1.250	660.602	589.491	595.434	593.882	621.378	540.501
1.255	659.471	589.109	595.234	594.156	621.225	540.545
1.260	659.758	588.968	595.511	594.631	621.371	540.464
1.265	659.714	588.514	595.530	593.561	620.978	539.513
1.270	660.061	588.795	596.077	593.935	620.962	539.799
1.275	659.192	588.719	595.222	593.998	620.571	540.255
1.280	659.647	588.928	595.714	593.616	621.362	539.791
1.285	659.778	590.007	595.158	593.715	620.334	538.995
1.290	658.355	589.205	595.453	593.746	621.111	539.587
1.295	658.762	589.528	595.321	593.837	621.002	540.163
1.300	659.187	589.241	594.585	594.172	620.397	540.177
1.305	660.208	589.045	595.297	593.970	621.262	540.825
1.310	659.804	588.675	595.587	594.546	620.773	540.209
1.315	658.875	588.944	595.552	594.075	620.060	539.680
1.320	660.364	589.326	595.838	593.006	620.420	540.623
1.325	660.189	588.701	596.374	593.139	620.773	539.917
1.330	659.449	588.336	595.813	593.808	621.067	540.773
1.335	659.245	588.310	596.053	592.836	620.909	540.988
1.340	659.296	588.475	596.951	593.873	621.756	539.803
1.345	659.597	588.473	596.926	593.090	620.003	540.130
1.350	659.562	588.154	596.926	594.188	620.491	540.164
1.355	659.791	588.777	596.431	594.570	621.080	541.147
1.360	659.816	588.238	596.192	593.776	619.576	540.537
1.365	660.011	588.898	596.855	593.724	619.992	540.108
1.370	659.312	588.543	596.898	593.323	621.071	540.945
1.375	659.100	588.878	596.686	593.076	621.542	540.148
1.380	659.267	587.904	596.381	593.835	620.727	540.530
1.385	660.308	587.763	595.874	593.102	620.878	540.777
1.390	659.812	588.040	596.360	593.429	620.989	539.703
1.395	659.054	587.927	595.861	592.682	620.606	541.025
1.400	660.674	589.028	596.412	592.773	620.663	539.985
1.405	660.034	587.986	597.220	593.356	620.948	540.367
1.410	659.522	587.642	595.460	592.632	621.424	539.078
1.415	660.049	587.513	596.507	592.578	621.313	540.339
1.420	660.335	588.934	595.590	593.108	621.481	541.066
1.425	659.317	587.883	596.049	592.709	622.026	539.884
1.430	658.860	588.267	596.560	592.439	621.275	540.758
1.435	659.935	587.339	596.519	592.688	622.946	540.321
1.440	659.013	588.334	597.443	592.796	621.580	539.968
1.445	659.672	587.836	596.171	593.523	622.445	539.748
1.450	659.295	587.407	597.440	592.057	621.566	540.516
1.455	659.364	589.066	596.649	592.386	621.984	540.157
1.460	658.893	587.940	596.805	591.337	621.836	539.507
1.465	658.671	587.168	596.653	592.365	622.480	540.115
1.470	658.605	588.024	597.220	592.580	622.660	539.288
1.475	658.475	588.566	597.116	592.778	622.336	539.874
1.480	659.000	587.983	596.976	592.840	622.093	538.785
1.485	659.823	588.058	596.604	592.175	622.139	540.352
1.490	658.868	587.974	596.845	592.044	622.724	538.840
1.495	658.128	588.132	597.118	591.762	622.825	539.592
1.500	659.479	587.775	597.516	592.180	621.449	539.362
1.505	658.074	588.232	597.559	591.806	623.153	540.019
1.510	659.154	588.155	597.288	591.386	621.149	538.571
1.515	658.061	588.356	596.807	591.210	621.953	539.777
1.520	657.849	588.862	597.129	591.571	622.450	540.607
1.525	659.504	587.959	597.072	590.721	621.752	540.531
1.530	659.629	587.551	596.187	591.588	622.068	539.933
1.535	658.785	587.646	597.803	591.784	622.394	540.317
1.540	658.607	588.129	597.629	590.969	623.200	539.244
1.545	658.962	588.522	598.224	590.804	621.481	540.938
1.550	658.561	588.101	598.584	591.480	622.300	540.358
1.555	659.597	588.186	597.538	590.795	622.478	539.994
1.560	659.249	587.799	597.736	591.254	621.977	539.631
1.565	659.102	587.152	597.926	591.191	622.852	539.425
1.570	659.301	587.454	597.967	592.182	622.925	540.374
1.575	658.834	587.931	597.587	591.796	623.578	540.553
1.580	658.336	587.457	597.927	592.179	624.054	539.753
1.585	659.577	586.899	597.964	591.655	623.471	540.337
1.590	658.907	587.900	597.814	592.214	623.681	540.300
1.595	658.425	586.928	598.388	591.622	624.347	540.015
1.600	659.164	587.385	598.349	591.570	623.461	540.556
1.605	659.236	588.012	598.107	591.492	622.724	541.189
1.610	658.008	587.748	598.390	591.352	623.422	539.516
1.615	658.752	587.368	598.203	591.632	624.055	540.012
1.620	658.613	587.354	598.601	592.363	623.868	540.116
1.625	658.786	586.896	598.697	590.991	624.392	539.763
1.630	658.675	588.257	598.704	590.649	622.708	540.746
1.635	659.956	587.605	598.992	590.396	624.838	541.168
1.640	659.727	587.376	598.989	590.370	623.987	539.497
1.645	658.837	586.808	598.274	591.226	625.359	539.330
1.650	659.352	587.399	597.398	590.367	624.427	541.329
1.655	658.846	586.630	598.168	590.917	624.455	540.789
1.660	659.465	587.474	598.596	590.153	624.961	541.446
1.665	658.736	587.791	598.597	590.134	623.920	540.238
1.670	658.867	586.241	599.152	590.309	624.715	541.197
1.675	658.973	587.118	598.434	591.753	624.871	539.966
1.680	658.590	587.686	598.719	591.005	624.092	541.115
1.685	659.604	586.817	598.839	591.037	624.507	540.427
1.690	659.404	587.453	599.077	590.460	624.399	540.603
1.695	659.495	587.999	599.460	591.075	625.244	540.195
1.700	659.314	587.623	599.568	590.479	625.431	540.361
1.705	660.427	587.393	598.872	591.365	624.271	541.191
1.710	658.529	587.466	599.004	590.604	624.554	541.286
1.715	660.254	587.015	599.272	591.368	625.755	539.744
1.720	659.054	588.552	599.276	590.832	625.389	540.255
1.725	659.365	588.019	599.833	589.782	624.072	539.251
1.730	658.807	588.053	599.166	589.493	624.621	540.955
1.735	658.528	586.613	600.445	590.062	624.410	540.830
1.740	658.199	587.038	599.640	590.650	624.898	540.092
1.745	659.016	587.055	598.653	590.501	624.058	541.078
1.750	658.986	586.724	599.531	590.004	625.136	540.529
1.755	658.643	587.830	599.065	590.198	625.189	541.614
1.760	659.068	587.353	600.693	590.874	624.991	540.580
1.765	658.421	586.889	599.552	589.334	624.973	541.682
1.770	658.653	587.432	599.993	589.398	625.812	540.825
1.775	659.092	588.363	599.706	590.557	624.809	541.712
1.780	659.187	587.992	600.179	588.718	625.880	541.457
1.785	659.623	587.872	599.590	589.964	624.709	542.137
1.790	659.325	587.394	600.429	589.822	624.453	541.213
1.795	657.918	588.774	600.589	589.585	624.657	541.117
1.800	658.448	586.411	600.487	589.320	625.099	541.671
1.805	659.345	587.190	599.503	588.843	625.205	540.851
1.810	660.118	587.051	600.152	589.243	625.361	541.306
1.815	660.092	589.006	601.467	589.984	625.596	542.075
1.820	658.946	587.042	600.574	589.375	624.630	541.609
1.825	658.724	587.709	601.158	590.255	626.420	540.831
1.830	659.352	587.634	601.180	589.266	626.453	541.694
1.835	659.312	587.842	601.254	589.813	626.769	541.967
1.840	659.195	587.134	601.135	589.236	627.082	541.127
1.845	659.629	587.806	602.049	588.944	626.514	541.000
1.850	658.473	587.734	601.381	590.321	625.683	542.510
1.855	660.362	587.541	600.371	588.399	626.145	541.919
1.860	658.948	587.578	601.544	588.835	626.770	542.419
1.865	659.251	587.398	600.469	588.856	626.165	541.763
1.870	659.379	587.837	601.910	589.081	625.709	541.631
1.875	659.773	586.897	601.711	588.633	626.825	541.953
1.880	659.388	588.154	601.059	589.370	627.095	542.809
1.885	659.386	587.959	600.356	588.928	626.137	541.995
1.890	658.591	587.712	601.943	588.196	626.956	542.315
1.895	659.800	588.166	601.653	589.884	627.706	541.297
1.900	660.107	588.423	602.017	590.191	627.687	542.178
1.905	660.044	586.799	603.000	589.222	627.210	542.263
1.910	659.963	588.141	602.184	589.325	626.918	542.186
1.915	659.362	587.423	602.018	589.483	627.663	541.788
1.920	659.206	588.473	602.838	588.870	627.336	542.283
1.925	659.952	588.211	603.252	588.502	627.528	542.474
1.930	660.061	587.470	602.756	589.119	626.039	542.681
1.935	659.787	588.013	602.519	589.305	627.476	541.781
1.940	660.004	586.400	603.201	588.772	626.861	542.021
1.945	659.964	588.830	603.342	588.619	626.222	542.703
1.950	660.588	587.718	602.498	589.730	626.780	540.703
1.955	660.112	587.315	602.903	589.315	627.233	542.226
1.960	660.564	586.427	603.179	589.729	627.382	541.569
1.965	660.284	587.348	602.728	588.563	626.936	542.495
1.970	660.149	587.652	603.442	589.445	628.000	542.351
1.975	660.456	587.953	602.874	589.363	627.596	542.214
1.980	660.871	588.480	603.351	588.513	627.370	542.221
1.985	660.545	587.723	603.653	588.947	627.005	541.666
1.990	659.820	587.010	602.527	588.797	627.439	542.672
1.995	660.757	587.890	602.937	588.865	627.598	543.379
2.000	660.508	588.423	603.434	588.866	627.659	542.701
2.005	660.796	587.725	603.273	589.855	627.521	542.460
2.010	659.424	589.169	603.326	589.137	627.263	542.826
2.015	660.064	588.129	602.648	590.146	627.585	542.343
2.020	660.530	588.949	602.815	589.539	627.937	542.076
2.025	659.631	589.048	603.034	590.526	628.250	542.569
2.030	660.721	588.221	602.753	589.268	628.799	543.802
2.035	660.584	588.025	603.128	588.689	627.361	542.836
2.040	660.024	588.889	603.915	589.316	627.876	543.555
2.045	660.561	588.697	603.621	589.261	628.226	542.128
2.050	660.563	588.328	602.984	588.929	628.118	543.073
2.055	660.028	588.357	602.880	588.895	629.101	543.247
2.060	660.639	588.871	603.552	588.604	629.418	543.642
2.065	660.494	589.005	602.925	588.794	629.424	542.620
2.070	661.332	589.815	602.896	590.402	628.505	542.980
2.075	660.203	589.723	602.577	589.622	628.803	542.948
2.080	660.719	588.632	603.242	589.872	628.026	543.475
2.085	660.356	589.451	603.474	589.471	629.137	543.023
2.090	661.205	589.335	603.208	589.086	628.976	543.244
2.095	660.943	589.677	602.932	589.370	628.834	542.954
2.100	662.086	588.318	603.732	588.773	628.196	543.650
2.105	660.571	589.449	603.864	589.500	630.050	543.946
2.110	661.173	589.203	602.979	588.428	628.914	543.038
2.115	661.035	588.602	603.223	589.114	629.326	542.557
2.120	661.425	589.466	602.974	588.610	630.069	543.323
2.125	661.201	589.044	603.985	589.817	629.804	545.180
2.130	661.142	588.476	604.247	589.071	630.112	543.941
2.135	661.984	589.104	603.918	589.268	629.287	543.188
2.140	661.183	588.852	604.126	588.800	629.405	543.413
2.145	661.886	589.634	604.084	587.770	630.321	542.877
2.150	662.524	588.261	604.246	587.371	629.115	543.483
2.155	661.369	590.299	604.105	588.021	629.697	541.844
2.160	661.320	589.969	602.706	589.220	629.580	543.471
2.165	661.339	588.413	604.973	588.057	630.457	544.813
2.170	662.429	589.645	603.976	588.437	630.331	543.319
2.175	661.834	588.322	604.273	588.246	630.370	543.062
2.180	661.688	589.153	604.938	588.361	629.906	543.030
2.185	661.443	589.305	604.256	588.126	630.796	543.293
2.190	661.423	589.115	605.036	588.145	630.085	543.572
2.195	661.096	588.999	604.497	588.135	631.424	543.460
2.200	662.843	589.220	603.409	589.152	631.863	543.005
2.205	662.319	589.439	604.252	587.995	630.661	543.263
2.210	662.720	589.971	603.937	587.793	630.656	541.886
2.215	661.453	590.207	604.623	588.375	630.430	544.091
2.220	661.229	590.807	603.335	588.664	630.373	543.704
2.225	662.307	590.063	605.289	586.864	630.772	543.756
2.230	661.683	590.026	603.297	587.911	631.091	544.493
2.235	662.250	589.198	603.293	588.156	630.584	544.075
2.240	661.918	589.654	603.940	589.023	630.612	544.592
2.245	661.957	589.580	603.249	587.861	630.935	544.976
2.250	661.858	588.911	604.147	587.883	630.819	544.488
2.255	662.245	590.389	603.868	588.445	632.135	544.370
2.260	662.261	589.852	603.602	587.842	630.977	543.987
2.265	663.554	589.516	603.546	588.191	630.647	543.686
2.270	662.752	589.668	603.882	588.172	631.066	544.396
2.275	662.368	590.523	604.850	589.101	630.913	544.042
2.280	662.706	590.321	603.922	587.516	631.088	544.796
2.285	663.114	590.479	604.333	587.838	631.046	544.233
2.290	662.396	589.950	604.773	587.951	631.481	543.773
2.295	662.852	589.729	604.313	588.141	631.781	544.026
2.300	662.344	589.598	604.463	589.343	631.994	544.340
2.305	663.585	589.487	603.937	587.774	630.852	544.283
2.310	662.301	590.687	604.294	588.554	630.779	544.447
2.315	663.008	590.808	603.430	588.776	632.233	545.369
2.320	663.032	590.654	605.299	588.411	632.251	545.215
2.325	663.479	591.748	604.005	588.029	631.465	544.998
2.330	662.655	590.975	605.092	588.689	632.059	545.466
2.335	663.348	590.935	604.686	588.882	632.998	545.287
2.340	662.684	591.918	604.432	589.429	632.026	545.718
2.345	663.063	591.501	603.837	588.381	630.869	544.194
2.350	663.050	591.460	603.611	587.357	632.835	545.696
2.355	663.567	591.393	604.782	589.086	631.348	544.764
2.360	663.245	592.330	604.118	588.230	632.212	544.466
2.365	662.783	591.771	603.524	588.480	631.605	545.368
2.370	664.508	592.395	605.856	587.413	632.360	545.204
2.375	663.076	591.809	605.624	588.970	632.659	544.942
2.380	664.363	592.045	604.349	588.388	632.219	545.827
2.385	664.108	592.196	605.416	588.497	632.093	545.054
2.390	663.731	591.989	604.724	588.505	631.847	544.380
2.395	664.296	592.629	604.740	588.785	632.313	546.124
2.400	664.143	592.427	604.828	589.556	633.020	545.660
2.405	663.674	591.907	604.180	589.772	633.044	544.836
2.410	663.538	592.734	604.986	589.352	632.653	545.049
2.415	663.264	593.242	604.722	588.824	631.538	545.626
2.420	664.129	592.483	604.567	590.158	632.499	545.984
2.425	663.553	592.572	604.536	589.705	633.613	545.534
2.430	663.396	591.941	604.204	589.338	631.989	545.580
2.435	663.173	591.979	604.539	589.732	632.758	545.949
2.440	664.794	592.103	605.598	588.682	633.036	545.838
2.445	664.421	592.621	604.944	590.008	632.995	545.755
2.450	664.188	592.217	605.300	589.274	632.340	546.594
2.455	664.348	591.490	605.223	588.595	631.950	545.490
2.460	663.285	592.650	605.352	590.389	632.088	546.173
2.465	664.199	592.164	604.649	589.101	632.911	546.375
2.470	663.860	592.957	604.432	589.311	632.489	546.524
2.475	663.687	592.743	604.318	588.685	633.005	546.216
2.480	664.298	593.242	605.426	590.002	632.790	547.671
